Timestamp,Value (%RH)
07-May-22 8:05:00 PM CDT,29.2
07-May-22 8:10:00 PM CDT,29.3
07-May-22 8:15:00 PM CDT,29.3
07-May-22 8:20:00 PM CDT,29.3
07-May-22 8:25:00 PM CDT,29.3
07-May-22 8:30:00 PM CDT,29.3
07-May-22 8:35:00 PM CDT,29.3
07-May-22 8:40:00 PM CDT,29.4
07-May-22 8:45:00 PM CDT,29.4
07-May-22 8:50:00 PM CDT,29.4
07-May-22 8:55:00 PM CDT,29.5
07-May-22 9:00:00 PM CDT,29.5
07-May-22 9:05:00 PM CDT,29.5
07-May-22 9:10:00 PM CDT,29.5
07-May-22 9:15:00 PM CDT,29.5
07-May-22 9:20:00 PM CDT,29.6
07-May-22 9:25:00 PM CDT,29.6
07-May-22 9:30:00 PM CDT,29.6
07-May-22 9:35:00 PM CDT,29.6
07-May-22 9:40:00 PM CDT,29.6
07-May-22 9:45:00 PM CDT,29.6
07-May-22 9:50:00 PM CDT,29.7
07-May-22 9:55:00 PM CDT,29.6
07-May-22 10:00:00 PM CDT,29.6
07-May-22 10:05:00 PM CDT,29.6
07-May-22 10:10:00 PM CDT,29.7
07-May-22 10:15:00 PM CDT,29.7
07-May-22 10:20:00 PM CDT,29.7
07-May-22 10:25:00 PM CDT,29.7
07-May-22 10:30:00 PM CDT,29.7
07-May-22 10:35:00 PM CDT,29.7
07-May-22 10:40:00 PM CDT,29.7
07-May-22 10:45:00 PM CDT,29.7
07-May-22 10:50:00 PM CDT,29.6
07-May-22 10:55:00 PM CDT,29.3
07-May-22 11:00:00 PM CDT,29.1
07-May-22 11:05:00 PM CDT,28.9
07-May-22 11:10:00 PM CDT,28.6
07-May-22 11:15:00 PM CDT,28.4
07-May-22 11:20:00 PM CDT,28.2
07-May-22 11:25:00 PM CDT,28.2
07-May-22 11:30:00 PM CDT,28.2
07-May-22 11:35:00 PM CDT,28.2
07-May-22 11:40:00 PM CDT,28.2
07-May-22 11:45:00 PM CDT,28.2
07-May-22 11:50:00 PM CDT,28.3
07-May-22 11:55:00 PM CDT,28.3
08-May-22 12:00:00 AM CDT,28.3
08-May-22 12:05:00 AM CDT,28.3
08-May-22 12:10:00 AM CDT,28.3
08-May-22 12:15:00 AM CDT,28.4
08-May-22 12:20:00 AM CDT,28.5
08-May-22 12:25:00 AM CDT,28.5
08-May-22 12:30:00 AM CDT,28.6
08-May-22 12:35:00 AM CDT,28.7
08-May-22 12:40:00 AM CDT,28.8
08-May-22 12:45:00 AM CDT,28.8
08-May-22 12:50:00 AM CDT,28.9
08-May-22 12:55:00 AM CDT,28.9
08-May-22 1:00:00 AM CDT,29.0
08-May-22 1:05:00 AM CDT,29.1
08-May-22 1:10:00 AM CDT,29.1
08-May-22 1:15:00 AM CDT,29.2
08-May-22 1:20:00 AM CDT,29.2
08-May-22 1:25:00 AM CDT,29.3
08-May-22 1:30:00 AM CDT,29.4
08-May-22 1:35:00 AM CDT,29.5
08-May-22 1:40:00 AM CDT,29.6
08-May-22 1:45:00 AM CDT,29.6
08-May-22 1:50:00 AM CDT,29.7
08-May-22 1:55:00 AM CDT,29.8
08-May-22 2:00:00 AM CDT,29.9
08-May-22 2:05:00 AM CDT,30.0
08-May-22 2:10:00 AM CDT,30.1
08-May-22 2:15:00 AM CDT,30.3
08-May-22 2:20:00 AM CDT,30.4
08-May-22 2:25:00 AM CDT,30.4
08-May-22 2:30:00 AM CDT,30.5
08-May-22 2:35:00 AM CDT,30.5
08-May-22 2:40:00 AM CDT,30.5
08-May-22 2:45:00 AM CDT,30.5
08-May-22 2:50:00 AM CDT,30.6
08-May-22 2:55:00 AM CDT,30.7
08-May-22 3:00:00 AM CDT,30.9
08-May-22 3:05:00 AM CDT,31.0
08-May-22 3:10:00 AM CDT,31.1
08-May-22 3:15:00 AM CDT,31.2
08-May-22 3:20:00 AM CDT,31.2
08-May-22 3:25:00 AM CDT,31.2
08-May-22 3:30:00 AM CDT,31.3
08-May-22 3:35:00 AM CDT,31.3
08-May-22 3:40:00 AM CDT,31.4
08-May-22 3:45:00 AM CDT,31.4
08-May-22 3:50:00 AM CDT,31.5
08-May-22 3:55:00 AM CDT,31.5
08-May-22 4:00:00 AM CDT,31.5
08-May-22 4:05:00 AM CDT,31.6
08-May-22 4:10:00 AM CDT,31.6
08-May-22 4:15:00 AM CDT,31.6
08-May-22 4:20:00 AM CDT,31.6
08-May-22 4:25:00 AM CDT,31.5
08-May-22 4:30:00 AM CDT,31.6
08-May-22 4:35:00 AM CDT,31.6
08-May-22 4:40:00 AM CDT,31.5
08-May-22 4:45:00 AM CDT,31.5
08-May-22 4:50:00 AM CDT,31.5
08-May-22 4:55:00 AM CDT,31.5
08-May-22 5:00:00 AM CDT,31.5
08-May-22 5:05:00 AM CDT,31.5
08-May-22 5:10:00 AM CDT,31.4
08-May-22 5:15:00 AM CDT,31.3
08-May-22 5:20:00 AM CDT,31.2
08-May-22 5:25:00 AM CDT,31.1
08-May-22 5:30:00 AM CDT,31.0
08-May-22 5:35:00 AM CDT,30.9
08-May-22 5:40:00 AM CDT,30.7
08-May-22 5:45:00 AM CDT,30.6
08-May-22 5:50:00 AM CDT,30.5
08-May-22 5:55:00 AM CDT,30.4
08-May-22 6:00:00 AM CDT,30.4
08-May-22 6:05:00 AM CDT,30.5
08-May-22 6:10:00 AM CDT,30.4
08-May-22 6:15:00 AM CDT,30.5
08-May-22 6:20:00 AM CDT,30.6
08-May-22 6:25:00 AM CDT,30.5
08-May-22 6:30:00 AM CDT,30.5
08-May-22 6:35:00 AM CDT,30.5
08-May-22 6:40:00 AM CDT,30.5
08-May-22 6:45:00 AM CDT,30.4
08-May-22 6:50:00 AM CDT,30.5
08-May-22 6:55:00 AM CDT,30.4
08-May-22 7:00:00 AM CDT,30.4
08-May-22 7:05:00 AM CDT,30.4
08-May-22 7:10:00 AM CDT,30.3
08-May-22 7:15:00 AM CDT,30.4
08-May-22 7:20:00 AM CDT,30.4
08-May-22 7:25:00 AM CDT,30.4
08-May-22 7:30:00 AM CDT,30.5
08-May-22 7:35:00 AM CDT,30.6
08-May-22 7:40:00 AM CDT,30.5
08-May-22 7:45:00 AM CDT,30.5
08-May-22 7:50:00 AM CDT,30.7
08-May-22 7:55:00 AM CDT,30.8
08-May-22 8:00:00 AM CDT,30.9
08-May-22 8:05:00 AM CDT,31.0
08-May-22 8:10:00 AM CDT,30.9
08-May-22 8:15:00 AM CDT,30.8
08-May-22 8:20:00 AM CDT,30.7
08-May-22 8:25:00 AM CDT,30.6
08-May-22 8:30:00 AM CDT,30.6
08-May-22 8:35:00 AM CDT,30.5
08-May-22 8:40:00 AM CDT,30.5
08-May-22 8:45:00 AM CDT,30.5
08-May-22 8:50:00 AM CDT,30.5
08-May-22 8:55:00 AM CDT,30.5
08-May-22 9:00:00 AM CDT,30.6
08-May-22 9:05:00 AM CDT,30.8
08-May-22 9:10:00 AM CDT,31.9
08-May-22 9:15:00 AM CDT,35.3
08-May-22 9:20:00 AM CDT,38.1
08-May-22 9:25:00 AM CDT,37.8
08-May-22 9:30:00 AM CDT,35.3
08-May-22 9:35:00 AM CDT,34.3
08-May-22 9:40:00 AM CDT,35.0
08-May-22 9:45:00 AM CDT,36.3
08-May-22 9:50:00 AM CDT,36.4
08-May-22 9:55:00 AM CDT,36.0
08-May-22 10:00:00 AM CDT,35.8
08-May-22 10:05:00 AM CDT,35.9
08-May-22 10:10:00 AM CDT,36.5
08-May-22 10:15:00 AM CDT,36.8
08-May-22 10:20:00 AM CDT,36.9
08-May-22 10:25:00 AM CDT,37.0
08-May-22 10:30:00 AM CDT,36.9
08-May-22 10:35:00 AM CDT,36.8
08-May-22 10:40:00 AM CDT,37.0
08-May-22 10:45:00 AM CDT,37.3
08-May-22 10:50:00 AM CDT,37.4
08-May-22 10:55:00 AM CDT,37.7
08-May-22 11:00:00 AM CDT,38.2
08-May-22 11:05:00 AM CDT,38.3
08-May-22 11:10:00 AM CDT,38.4
08-May-22 11:15:00 AM CDT,38.5
08-May-22 11:20:00 AM CDT,38.7
08-May-22 11:25:00 AM CDT,39.0
08-May-22 11:30:00 AM CDT,38.8
08-May-22 11:35:00 AM CDT,39.1
08-May-22 11:40:00 AM CDT,39.1
08-May-22 11:45:00 AM CDT,39.2
08-May-22 11:50:00 AM CDT,39.4
08-May-22 11:55:00 AM CDT,39.4
08-May-22 12:00:00 PM CDT,39.5
08-May-22 12:05:00 PM CDT,39.7
08-May-22 12:10:00 PM CDT,39.9
08-May-22 12:15:00 PM CDT,40.2
08-May-22 12:20:00 PM CDT,40.0
08-May-22 12:25:00 PM CDT,40.2
08-May-22 12:30:00 PM CDT,40.5
08-May-22 12:35:00 PM CDT,40.6
08-May-22 12:40:00 PM CDT,41.2
08-May-22 12:45:00 PM CDT,41.0
08-May-22 12:50:00 PM CDT,41.1
08-May-22 12:55:00 PM CDT,40.8
08-May-22 1:00:00 PM CDT,41.2
08-May-22 1:05:00 PM CDT,41.2
08-May-22 1:10:00 PM CDT,41.6
08-May-22 1:15:00 PM CDT,41.9
08-May-22 1:20:00 PM CDT,41.8
08-May-22 1:25:00 PM CDT,41.9
08-May-22 1:30:00 PM CDT,41.9
08-May-22 1:35:00 PM CDT,41.9
08-May-22 1:40:00 PM CDT,42.1
08-May-22 1:45:00 PM CDT,42.2
08-May-22 1:50:00 PM CDT,42.1
08-May-22 1:55:00 PM CDT,42.2
08-May-22 2:00:00 PM CDT,42.8
08-May-22 2:05:00 PM CDT,42.8
08-May-22 2:10:00 PM CDT,42.8
08-May-22 2:15:00 PM CDT,43.1
08-May-22 2:20:00 PM CDT,42.6
08-May-22 2:25:00 PM CDT,43.4
08-May-22 2:30:00 PM CDT,43.5
08-May-22 2:35:00 PM CDT,44.0
08-May-22 2:40:00 PM CDT,42.9
08-May-22 2:45:00 PM CDT,44.1
08-May-22 2:50:00 PM CDT,43.6
08-May-22 2:55:00 PM CDT,43.6
08-May-22 3:00:00 PM CDT,43.6
08-May-22 3:05:00 PM CDT,43.5
08-May-22 3:10:00 PM CDT,41.9
08-May-22 3:15:00 PM CDT,40.8
08-May-22 3:20:00 PM CDT,41.1
08-May-22 3:25:00 PM CDT,41.1
08-May-22 3:30:00 PM CDT,40.7
08-May-22 3:35:00 PM CDT,40.5
08-May-22 3:40:00 PM CDT,41.0
08-May-22 3:45:00 PM CDT,40.7
08-May-22 3:50:00 PM CDT,41.5
08-May-22 3:55:00 PM CDT,41.8
08-May-22 4:00:00 PM CDT,41.2
08-May-22 4:05:00 PM CDT,41.5
08-May-22 4:10:00 PM CDT,41.6
08-May-22 4:15:00 PM CDT,41.5
08-May-22 4:20:00 PM CDT,41.3
08-May-22 4:25:00 PM CDT,41.2
08-May-22 4:30:00 PM CDT,41.0
08-May-22 4:35:00 PM CDT,40.9
08-May-22 4:40:00 PM CDT,40.7
08-May-22 4:45:00 PM CDT,40.5
08-May-22 4:50:00 PM CDT,40.4
08-May-22 4:55:00 PM CDT,40.2
08-May-22 5:00:00 PM CDT,40.0
08-May-22 5:05:00 PM CDT,39.9
08-May-22 5:10:00 PM CDT,40.0
08-May-22 5:15:00 PM CDT,40.5
08-May-22 5:20:00 PM CDT,41.2
08-May-22 5:25:00 PM CDT,42.2
08-May-22 5:30:00 PM CDT,42.9
08-May-22 5:35:00 PM CDT,43.5
08-May-22 5:40:00 PM CDT,44.0
08-May-22 5:45:00 PM CDT,44.4
08-May-22 5:50:00 PM CDT,44.9
08-May-22 5:55:00 PM CDT,45.3
08-May-22 6:00:00 PM CDT,45.4
08-May-22 6:05:00 PM CDT,45.5
08-May-22 6:10:00 PM CDT,45.4
08-May-22 6:15:00 PM CDT,45.4
08-May-22 6:20:00 PM CDT,45.5
08-May-22 6:25:00 PM CDT,45.7
08-May-22 6:30:00 PM CDT,45.9
08-May-22 6:35:00 PM CDT,46.1
08-May-22 6:40:00 PM CDT,46.1
08-May-22 6:45:00 PM CDT,46.2
08-May-22 6:50:00 PM CDT,46.2
08-May-22 6:55:00 PM CDT,46.2
08-May-22 7:00:00 PM CDT,46.3
08-May-22 7:05:00 PM CDT,46.5
08-May-22 7:10:00 PM CDT,46.7
08-May-22 7:15:00 PM CDT,46.8
08-May-22 7:20:00 PM CDT,46.9
08-May-22 7:25:00 PM CDT,47.0
08-May-22 7:30:00 PM CDT,47.2
08-May-22 7:35:00 PM CDT,47.3
08-May-22 7:40:00 PM CDT,47.5
08-May-22 7:45:00 PM CDT,47.6
08-May-22 7:50:00 PM CDT,47.8
08-May-22 7:55:00 PM CDT,48.0
08-May-22 8:00:00 PM CDT,48.2
08-May-22 8:05:00 PM CDT,48.3
08-May-22 8:10:00 PM CDT,48.4
08-May-22 8:15:00 PM CDT,48.4
08-May-22 8:20:00 PM CDT,48.4
08-May-22 8:25:00 PM CDT,48.3
08-May-22 8:30:00 PM CDT,48.3
08-May-22 8:35:00 PM CDT,48.3
08-May-22 8:40:00 PM CDT,48.3
08-May-22 8:45:00 PM CDT,48.3
08-May-22 8:50:00 PM CDT,48.2
08-May-22 8:55:00 PM CDT,48.1
08-May-22 9:00:00 PM CDT,48.1
08-May-22 9:05:00 PM CDT,48.0
08-May-22 9:10:00 PM CDT,47.8
08-May-22 9:15:00 PM CDT,47.7
08-May-22 9:20:00 PM CDT,47.7
08-May-22 9:25:00 PM CDT,47.5
08-May-22 9:30:00 PM CDT,47.4
08-May-22 9:35:00 PM CDT,47.3
08-May-22 9:40:00 PM CDT,47.3
08-May-22 9:45:00 PM CDT,47.3
08-May-22 9:50:00 PM CDT,47.3
08-May-22 9:55:00 PM CDT,47.1
08-May-22 10:00:00 PM CDT,46.9
08-May-22 10:05:00 PM CDT,46.8
08-May-22 10:10:00 PM CDT,46.7
08-May-22 10:15:00 PM CDT,46.7
08-May-22 10:20:00 PM CDT,46.6
08-May-22 10:25:00 PM CDT,46.5
08-May-22 10:30:00 PM CDT,46.5
08-May-22 10:35:00 PM CDT,46.6
08-May-22 10:40:00 PM CDT,46.6
08-May-22 10:45:00 PM CDT,46.6
08-May-22 10:50:00 PM CDT,46.7
08-May-22 10:55:00 PM CDT,46.6
08-May-22 11:00:00 PM CDT,46.5
08-May-22 11:05:00 PM CDT,46.5
08-May-22 11:10:00 PM CDT,46.5
08-May-22 11:15:00 PM CDT,46.4
08-May-22 11:20:00 PM CDT,46.2
08-May-22 11:25:00 PM CDT,46.0
08-May-22 11:30:00 PM CDT,45.8
08-May-22 11:35:00 PM CDT,45.7
08-May-22 11:40:00 PM CDT,45.7
08-May-22 11:45:00 PM CDT,45.7
08-May-22 11:50:00 PM CDT,45.7
08-May-22 11:55:00 PM CDT,45.8
09-May-22 12:00:00 AM CDT,45.8
09-May-22 12:05:00 AM CDT,45.8
09-May-22 12:10:00 AM CDT,45.8
09-May-22 12:15:00 AM CDT,45.7
09-May-22 12:20:00 AM CDT,45.6
09-May-22 12:25:00 AM CDT,45.6
09-May-22 12:30:00 AM CDT,45.7
09-May-22 12:35:00 AM CDT,45.7
09-May-22 12:40:00 AM CDT,45.8
09-May-22 12:45:00 AM CDT,45.8
09-May-22 12:50:00 AM CDT,45.9
09-May-22 12:55:00 AM CDT,46.0
09-May-22 1:00:00 AM CDT,46.0
09-May-22 1:05:00 AM CDT,46.0
09-May-22 1:10:00 AM CDT,46.0
09-May-22 1:15:00 AM CDT,45.9
09-May-22 1:20:00 AM CDT,45.9
09-May-22 1:25:00 AM CDT,45.9
09-May-22 1:30:00 AM CDT,46.0
09-May-22 1:35:00 AM CDT,46.1
09-May-22 1:40:00 AM CDT,46.1
09-May-22 1:45:00 AM CDT,46.1
09-May-22 1:50:00 AM CDT,46.2
09-May-22 1:55:00 AM CDT,46.2
09-May-22 2:00:00 AM CDT,46.2
09-May-22 2:05:00 AM CDT,46.1
09-May-22 2:10:00 AM CDT,46.2
09-May-22 2:15:00 AM CDT,46.3
09-May-22 2:20:00 AM CDT,46.3
09-May-22 2:25:00 AM CDT,46.4
09-May-22 2:30:00 AM CDT,46.3
09-May-22 2:35:00 AM CDT,46.3
09-May-22 2:40:00 AM CDT,46.2
09-May-22 2:45:00 AM CDT,46.1
09-May-22 2:50:00 AM CDT,46.1
09-May-22 2:55:00 AM CDT,46.0
09-May-22 3:00:00 AM CDT,46.0
09-May-22 3:05:00 AM CDT,45.9
09-May-22 3:10:00 AM CDT,45.8
09-May-22 3:15:00 AM CDT,45.7
09-May-22 3:20:00 AM CDT,45.7
09-May-22 3:25:00 AM CDT,45.7
09-May-22 3:30:00 AM CDT,45.7
09-May-22 3:35:00 AM CDT,45.8
09-May-22 3:40:00 AM CDT,45.7
09-May-22 3:45:00 AM CDT,45.7
09-May-22 3:50:00 AM CDT,45.7
09-May-22 3:55:00 AM CDT,45.6
09-May-22 4:00:00 AM CDT,45.6
09-May-22 4:05:00 AM CDT,45.6
09-May-22 4:10:00 AM CDT,45.6
09-May-22 4:15:00 AM CDT,45.5
09-May-22 4:20:00 AM CDT,45.5
09-May-22 4:25:00 AM CDT,45.5
09-May-22 4:30:00 AM CDT,45.5
09-May-22 4:35:00 AM CDT,45.7
09-May-22 4:40:00 AM CDT,45.8
09-May-22 4:45:00 AM CDT,45.9
09-May-22 4:50:00 AM CDT,46.1
09-May-22 4:55:00 AM CDT,46.3
09-May-22 5:00:00 AM CDT,46.3
09-May-22 5:05:00 AM CDT,46.5
09-May-22 5:10:00 AM CDT,46.9
09-May-22 5:15:00 AM CDT,47.2
09-May-22 5:20:00 AM CDT,47.6
09-May-22 5:25:00 AM CDT,47.8
09-May-22 5:30:00 AM CDT,48.0
09-May-22 5:35:00 AM CDT,48.3
09-May-22 5:40:00 AM CDT,48.7
09-May-22 5:45:00 AM CDT,49.0
09-May-22 5:50:00 AM CDT,49.2
09-May-22 5:55:00 AM CDT,49.3
09-May-22 6:00:00 AM CDT,49.4
09-May-22 6:05:00 AM CDT,49.5
09-May-22 6:10:00 AM CDT,49.6
09-May-22 6:15:00 AM CDT,49.6
09-May-22 6:20:00 AM CDT,49.6
09-May-22 6:25:00 AM CDT,49.6
09-May-22 6:30:00 AM CDT,49.7
09-May-22 6:35:00 AM CDT,49.8
09-May-22 6:40:00 AM CDT,49.8
09-May-22 6:45:00 AM CDT,49.8
09-May-22 6:50:00 AM CDT,50.0
09-May-22 6:55:00 AM CDT,50.4
09-May-22 7:00:00 AM CDT,50.6
09-May-22 7:05:00 AM CDT,45.6
09-May-22 7:10:00 AM CDT,44.4
09-May-22 7:15:00 AM CDT,44.1
09-May-22 7:20:00 AM CDT,46.7
09-May-22 7:25:00 AM CDT,48.8
09-May-22 7:30:00 AM CDT,49.5
09-May-22 7:35:00 AM CDT,48.7
09-May-22 7:40:00 AM CDT,47.4
09-May-22 7:45:00 AM CDT,46.9
09-May-22 7:50:00 AM CDT,46.9
09-May-22 7:55:00 AM CDT,47.8
09-May-22 8:00:00 AM CDT,48.0
09-May-22 8:05:00 AM CDT,48.3
09-May-22 8:10:00 AM CDT,48.8
09-May-22 8:15:00 AM CDT,49.9
09-May-22 8:20:00 AM CDT,50.2
09-May-22 8:25:00 AM CDT,50.9
09-May-22 8:30:00 AM CDT,51.8
09-May-22 8:35:00 AM CDT,51.1
09-May-22 8:40:00 AM CDT,50.5
09-May-22 8:45:00 AM CDT,49.9
09-May-22 8:50:00 AM CDT,50.0
09-May-22 8:55:00 AM CDT,51.1
09-May-22 9:00:00 AM CDT,52.0
09-May-22 9:05:00 AM CDT,52.6
09-May-22 9:10:00 AM CDT,53.1
09-May-22 9:15:00 AM CDT,53.5
09-May-22 9:20:00 AM CDT,54.1
09-May-22 9:25:00 AM CDT,54.4
09-May-22 9:30:00 AM CDT,54.3
09-May-22 9:35:00 AM CDT,54.1
09-May-22 9:40:00 AM CDT,53.6
09-May-22 9:45:00 AM CDT,54.0
09-May-22 9:50:00 AM CDT,54.9
09-May-22 9:55:00 AM CDT,56.4
09-May-22 10:00:00 AM CDT,56.6
09-May-22 10:05:00 AM CDT,57.3
09-May-22 10:10:00 AM CDT,57.2
09-May-22 10:15:00 AM CDT,56.6
09-May-22 10:20:00 AM CDT,57.2
09-May-22 10:25:00 AM CDT,57.9
09-May-22 10:30:00 AM CDT,58.2
09-May-22 10:35:00 AM CDT,57.6
09-May-22 10:40:00 AM CDT,57.5
09-May-22 10:45:00 AM CDT,57.5
09-May-22 10:50:00 AM CDT,58.1
09-May-22 10:55:00 AM CDT,59.5
09-May-22 11:00:00 AM CDT,60.0
09-May-22 11:05:00 AM CDT,59.5
09-May-22 11:10:00 AM CDT,60.2
09-May-22 11:15:00 AM CDT,59.9
09-May-22 11:20:00 AM CDT,60.9
09-May-22 11:25:00 AM CDT,60.9
09-May-22 11:30:00 AM CDT,60.6
09-May-22 11:35:00 AM CDT,60.9
09-May-22 11:40:00 AM CDT,61.2
09-May-22 11:45:00 AM CDT,60.9
09-May-22 11:50:00 AM CDT,61.8
09-May-22 11:55:00 AM CDT,61.9
09-May-22 12:00:00 PM CDT,62.0
09-May-22 12:05:00 PM CDT,61.5
09-May-22 12:10:00 PM CDT,62.2
09-May-22 12:15:00 PM CDT,61.7
09-May-22 12:20:00 PM CDT,63.5
09-May-22 12:25:00 PM CDT,63.5
09-May-22 12:30:00 PM CDT,60.2
09-May-22 12:35:00 PM CDT,56.8
09-May-22 12:40:00 PM CDT,55.3
09-May-22 12:45:00 PM CDT,54.6
09-May-22 12:50:00 PM CDT,53.9
09-May-22 12:55:00 PM CDT,53.5
09-May-22 1:00:00 PM CDT,53.1
09-May-22 1:05:00 PM CDT,52.8
09-May-22 1:10:00 PM CDT,52.6
09-May-22 1:15:00 PM CDT,52.4
09-May-22 1:20:00 PM CDT,52.2
09-May-22 1:25:00 PM CDT,52.0
09-May-22 1:30:00 PM CDT,51.9
09-May-22 1:35:00 PM CDT,51.7
09-May-22 1:40:00 PM CDT,51.6
09-May-22 1:45:00 PM CDT,51.5
09-May-22 1:50:00 PM CDT,51.5
09-May-22 1:55:00 PM CDT,51.3
09-May-22 2:00:00 PM CDT,51.1
09-May-22 2:05:00 PM CDT,51.1
09-May-22 2:10:00 PM CDT,51.0
09-May-22 2:15:00 PM CDT,50.9
09-May-22 2:20:00 PM CDT,50.8
09-May-22 2:25:00 PM CDT,50.8
09-May-22 2:30:00 PM CDT,50.7
09-May-22 2:35:00 PM CDT,50.7
09-May-22 2:40:00 PM CDT,50.6
09-May-22 2:45:00 PM CDT,50.6
09-May-22 2:50:00 PM CDT,50.4
09-May-22 2:55:00 PM CDT,50.4
09-May-22 3:00:00 PM CDT,50.4
09-May-22 3:05:00 PM CDT,50.3
09-May-22 3:10:00 PM CDT,50.2
09-May-22 3:15:00 PM CDT,50.1
09-May-22 3:20:00 PM CDT,50.1
09-May-22 3:25:00 PM CDT,50.2
09-May-22 3:30:00 PM CDT,50.1
09-May-22 3:35:00 PM CDT,50.1
09-May-22 3:40:00 PM CDT,50.1
09-May-22 3:45:00 PM CDT,50.0
09-May-22 3:50:00 PM CDT,50.1
09-May-22 3:55:00 PM CDT,50.2
09-May-22 4:00:00 PM CDT,50.2
09-May-22 4:05:00 PM CDT,50.0
09-May-22 4:10:00 PM CDT,49.6
09-May-22 4:15:00 PM CDT,49.5
09-May-22 4:20:00 PM CDT,49.4
09-May-22 4:25:00 PM CDT,49.2
09-May-22 4:30:00 PM CDT,48.8
09-May-22 4:35:00 PM CDT,48.9
09-May-22 4:40:00 PM CDT,48.6
09-May-22 4:45:00 PM CDT,48.6
09-May-22 4:50:00 PM CDT,48.5
