Date,sat,satsp,htg
2023-01-16 23:10:00,72,80,94
2023-01-16 23:25:00,71,80,93
2023-01-16 23:40:00,70,79,92
2023-01-16 23:55:00,71,78,93
2023-01-17 00:10:00,72,77,92
2023-01-17 00:25:00,71,78,91
2023-01-17 00:40:00,70,77,92
2023-01-17 00:55:00,69,76,91
2023-01-17 01:10:00,70,77,90
2023-01-17 01:25:00,69,76,89
2023-01-17 01:40:00,68,77,90
2023-01-17 01:55:00,67,78,91
2023-01-17 02:10:00,68,77,90
2023-01-17 02:25:00,67,76,89
2023-01-17 02:40:00,66,77,88
2023-01-17 02:55:00,67,76,87
2023-01-17 03:10:00,68,77,88
2023-01-17 03:25:00,67,78,89
2023-01-17 03:40:00,68,79,88
2023-01-17 03:55:00,69,80,87
2023-01-17 04:10:00,70,79,88
2023-01-17 04:25:00,71,78,87
2023-01-17 04:40:00,70,79,88
2023-01-17 04:55:00,71,78,87
2023-01-17 05:10:00,70,79,88
2023-01-17 05:25:00,69,80,89
2023-01-17 05:40:00,70,80,90
2023-01-17 05:55:00,71,79,89
2023-01-17 06:10:00,72,78,90
2023-01-17 06:25:00,73,79,91
2023-01-17 06:40:00,72,80,92
2023-01-17 06:55:00,71,80,91
2023-01-17 07:10:00,70,79,90
2023-01-17 07:25:00,71,80,91
2023-01-17 07:40:00,70,80,90
2023-01-17 07:55:00,69,79,91
2023-01-17 08:10:00,68,80,92
2023-01-17 08:25:00,67,79,91
2023-01-17 08:40:00,66,80,90
2023-01-17 08:55:00,67,79,91
2023-01-17 09:10:00,66,78,90
2023-01-17 09:25:00,65,79,89
2023-01-17 09:40:00,66,80,88
2023-01-17 09:55:00,65,80,87
2023-01-17 10:10:00,64,80,86
2023-01-17 10:25:00,63,79,85
2023-01-17 10:40:00,62,78,86
2023-01-17 10:55:00,63,79,87
2023-01-17 11:10:00,64,80,88
2023-01-17 11:25:00,63,80,87
2023-01-17 11:40:00,62,80,88
2023-01-17 11:55:00,63,79,87
2023-01-17 12:10:00,64,78,88
2023-01-17 12:25:00,65,77,89
2023-01-17 12:40:00,64,76,88
2023-01-17 12:55:00,65,75,89
2023-01-17 13:10:00,64,76,88
2023-01-17 13:25:00,65,77,89
2023-01-17 13:40:00,66,78,90
2023-01-17 13:55:00,65,79,91
2023-01-17 14:10:00,64,80,90
2023-01-17 14:25:00,63,79,91
2023-01-17 14:40:00,62,78,90
2023-01-17 14:55:00,63,77,89
2023-01-17 15:10:00,64,78,90
2023-01-17 15:25:00,63,77,89
2023-01-17 15:40:00,64,78,90
2023-01-17 15:55:00,63,79,89
2023-01-17 16:10:00,64,80,90
2023-01-17 16:25:00,65,79,91
2023-01-17 16:40:00,66,78,90
2023-01-17 16:55:00,65,79,89
2023-01-17 17:10:00,64,78,90
2023-01-17 17:25:00,63,79,89
2023-01-17 17:40:00,64,80,90
2023-01-17 17:55:00,63,80,89
2023-01-17 18:10:00,64,80,88
2023-01-17 18:25:00,63,79,89
2023-01-17 18:40:00,64,80,88
2023-01-17 18:55:00,63,79,87
2023-01-17 19:10:00,64,80,88
2023-01-17 19:25:00,63,80,89
2023-01-17 19:40:00,62,80,88
2023-01-17 19:55:00,63,80,87
2023-01-17 20:10:00,64,80,88
2023-01-17 20:25:00,63,79,87
2023-01-17 20:40:00,62,80,88
2023-01-17 20:55:00,61,79,87
2023-01-17 21:10:00,60,78,88
2023-01-17 21:25:00,60,77,89
2023-01-17 21:40:00,60,76,88
2023-01-17 21:55:00,61,77,89
2023-01-17 22:10:00,62,78,90
2023-01-17 22:25:00,61,79,89
2023-01-17 22:40:00,62,80,90
2023-01-17 22:55:00,63,79,91
2023-01-17 23:10:00,62,80,90
2023-01-17 23:25:00,63,79,91
2023-01-17 23:40:00,64,78,92
2023-01-17 23:55:00,63,77,93
2023-01-18 00:10:00,64,78,94
2023-01-18 00:25:00,63,77,93
2023-01-18 00:40:00,62,78,94
2023-01-18 00:55:00,63,79,95
2023-01-18 01:10:00,64,80,96
2023-01-18 01:25:00,65,80,97
2023-01-18 01:40:00,66,79,98
2023-01-18 01:55:00,67,80,97
2023-01-18 02:10:00,66,80,98
2023-01-18 02:25:00,67,80,97
2023-01-18 02:40:00,68,80,96
2023-01-18 02:55:00,67,79,97
2023-01-18 03:10:00,68,80,96
2023-01-18 03:25:00,67,79,95
2023-01-18 03:40:00,68,78,96
2023-01-18 03:55:00,67,79,95
2023-01-18 04:10:00,68,78,94
2023-01-18 04:25:00,69,77,95
2023-01-18 04:40:00,70,78,96
2023-01-18 04:55:00,69,77,95
2023-01-18 05:10:00,70,76,94
2023-01-18 05:25:00,69,77,95
2023-01-18 05:40:00,70,78,94
2023-01-18 05:55:00,69,77,93
2023-01-18 06:10:00,70,76,92
2023-01-18 06:25:00,69,77,93
2023-01-18 06:40:00,70,78,92
2023-01-18 06:55:00,69,77,93
2023-01-18 07:10:00,70,78,92
2023-01-18 07:25:00,71,77,91
2023-01-18 07:40:00,72,76,92
2023-01-18 07:55:00,73,75,91
2023-01-18 08:10:00,74,76,90
2023-01-18 08:25:00,73,77,89
2023-01-18 08:40:00,74,76,88
2023-01-18 08:55:00,75,75,87
2023-01-18 09:10:00,74,76,86
2023-01-18 09:25:00,73,75,87
2023-01-18 09:40:00,72,76,86
2023-01-18 09:55:00,73,77,85
2023-01-18 10:10:00,74,76,86
2023-01-18 10:25:00,75,77,87
2023-01-18 10:40:00,76,76,88
2023-01-18 10:55:00,75,75,87
2023-01-18 11:10:00,76,74,88
2023-01-18 11:25:00,75,75,87
2023-01-18 11:40:00,74,76,88
2023-01-18 11:55:00,73,75,89
2023-01-18 12:10:00,74,74,88
2023-01-18 12:25:00,73,75,89
2023-01-18 12:40:00,72,76,88
2023-01-18 12:55:00,71,75,89
2023-01-18 13:10:00,70,76,90
2023-01-18 13:25:00,69,75,89
2023-01-18 13:40:00,70,76,88
2023-01-18 13:55:00,69,75,89
2023-01-18 14:10:00,70,74,88
2023-01-18 14:25:00,69,75,87
2023-01-18 14:40:00,68,74,86
2023-01-18 14:55:00,67,73,85
2023-01-18 15:10:00,66,72,84
2023-01-18 15:25:00,65,71,83
2023-01-18 15:40:00,64,72,84
2023-01-18 15:55:00,63,71,83
2023-01-18 16:10:00,64,70,84
2023-01-18 16:25:00,65,71,83
2023-01-18 16:40:00,66,72,84
2023-01-18 16:55:00,67,73,85
2023-01-18 17:10:00,66,74,86
2023-01-18 17:25:00,67,73,87
2023-01-18 17:40:00,66,74,86
2023-01-18 17:55:00,65,75,85
2023-01-18 18:10:00,66,74,84
2023-01-18 18:25:00,67,73,83
2023-01-18 18:40:00,66,74,82
2023-01-18 18:55:00,65,73,81
2023-01-18 19:10:00,64,74,80
2023-01-18 19:25:00,63,73,81
2023-01-18 19:40:00,64,74,80
2023-01-18 19:55:00,65,73,81
2023-01-18 20:10:00,64,72,82
2023-01-18 20:25:00,63,73,81
2023-01-18 20:40:00,64,72,80
2023-01-18 20:55:00,65,73,81
2023-01-18 21:10:00,64,74,82
2023-01-18 21:25:00,63,75,81
2023-01-18 21:40:00,64,76,82
2023-01-18 21:55:00,63,75,83
2023-01-18 22:10:00,62,76,82
2023-01-18 22:25:00,63,75,83
2023-01-18 22:40:00,64,74,84
2023-01-18 22:55:00,65,73,85
2023-01-18 23:10:00,64,72,84
2023-01-18 23:25:00,65,73,83
2023-01-18 23:40:00,64,72,84
2023-01-18 23:55:00,63,73,85
2023-01-19 00:10:00,62,74,84
2023-01-19 00:25:00,63,73,83
2023-01-19 00:40:00,64,72,82
2023-01-19 00:55:00,63,71,83
2023-01-19 01:10:00,62,72,82
2023-01-19 01:25:00,61,71,81
2023-01-19 01:40:00,60,72,82
2023-01-19 01:55:00,61,71,83
2023-01-19 02:10:00,60,70,84
2023-01-19 02:25:00,60,70,83
2023-01-19 02:40:00,60,71,84
2023-01-19 02:55:00,61,70,83
2023-01-19 03:10:00,62,71,84
2023-01-19 03:25:00,63,72,85
2023-01-19 03:40:00,62,71,86
2023-01-19 03:55:00,63,70,85
2023-01-19 04:10:00,64,70,86
2023-01-19 04:25:00,65,71,85
2023-01-19 04:40:00,66,72,86
2023-01-19 04:55:00,67,73,87
2023-01-19 05:10:00,68,72,86
2023-01-19 05:25:00,69,71,87
2023-01-19 05:40:00,70,70,86
2023-01-19 05:55:00,71,71,85
2023-01-19 06:10:00,72,70,86
2023-01-19 06:25:00,73,70,85
2023-01-19 06:40:00,74,70,84
2023-01-19 06:55:00,75,71,85
2023-01-19 07:10:00,74,70,86
2023-01-19 07:25:00,73,70,85
2023-01-19 07:40:00,74,71,86
2023-01-19 07:55:00,73,72,87
2023-01-19 08:10:00,72,71,86
2023-01-19 08:25:00,73,70,87
2023-01-19 08:40:00,74,71,86
2023-01-19 08:55:00,73,70,87
2023-01-19 09:10:00,72,70,88
2023-01-19 09:25:00,71,70,87
2023-01-19 09:40:00,72,71,86
2023-01-19 09:55:00,73,70,87
2023-01-19 10:10:00,74,70,86
2023-01-19 10:25:00,73,71,87
2023-01-19 10:40:00,74,72,88
2023-01-19 10:55:00,73,73,89
2023-01-19 11:10:00,74,74,90
2023-01-19 11:25:00,75,73,91
2023-01-19 11:40:00,76,72,90
2023-01-19 11:55:00,77,71,91
2023-01-19 12:10:00,76,72,90
2023-01-19 12:25:00,77,73,91
2023-01-19 12:40:00,78,74,90
2023-01-19 12:55:00,77,73,91
2023-01-19 13:10:00,78,74,92
2023-01-19 13:25:00,79,75,93
2023-01-19 13:40:00,78,74,92
2023-01-19 13:55:00,77,75,91
2023-01-19 14:10:00,78,74,90
2023-01-19 14:25:00,77,73,91
2023-01-19 14:40:00,76,74,90
2023-01-19 14:55:00,75,75,89
2023-01-19 15:10:00,76,76,88
2023-01-19 15:25:00,75,77,87
2023-01-19 15:40:00,74,76,88
2023-01-19 15:55:00,73,75,89
2023-01-19 16:10:00,72,74,88
2023-01-19 16:25:00,73,75,87
2023-01-19 16:40:00,72,74,86
2023-01-19 16:55:00,71,73,85
2023-01-19 17:10:00,70,74,84
2023-01-19 17:25:00,71,75,85
2023-01-19 17:40:00,72,76,84
2023-01-19 17:55:00,71,75,85
2023-01-19 18:10:00,70,74,84
2023-01-19 18:25:00,71,73,85
2023-01-19 18:40:00,70,72,84
2023-01-19 18:55:00,71,73,83
2023-01-19 19:10:00,70,72,82
2023-01-19 19:25:00,69,71,83
2023-01-19 19:40:00,68,70,84
2023-01-19 19:55:00,69,70,85
2023-01-19 20:10:00,70,70,84
2023-01-19 20:25:00,69,70,83
2023-01-19 20:40:00,70,71,84
2023-01-19 20:55:00,71,70,83
2023-01-19 21:10:00,72,70,84
2023-01-19 21:25:00,71,71,85
2023-01-19 21:40:00,72,72,84
2023-01-19 21:55:00,71,71,85
2023-01-19 22:10:00,72,72,84
2023-01-19 22:25:00,73,71,85
2023-01-19 22:40:00,74,72,86
2023-01-19 22:55:00,73,73,85
2023-01-19 23:10:00,74,74,86
2023-01-19 23:25:00,75,73,87
2023-01-19 23:40:00,76,72,88
2023-01-19 23:55:00,77,71,87
2023-01-20 00:10:00,76,72,88
2023-01-20 00:25:00,75,71,89
2023-01-20 00:40:00,76,70,90
2023-01-20 00:55:00,75,71,91
2023-01-20 01:10:00,76,72,92
2023-01-20 01:25:00,77,71,91
2023-01-20 01:40:00,76,70,90
2023-01-20 01:55:00,77,70,89
2023-01-20 02:10:00,76,70,88
2023-01-20 02:25:00,75,70,87
2023-01-20 02:40:00,74,70,86
2023-01-20 02:55:00,73,70,87
2023-01-20 03:10:00,72,70,88
2023-01-20 03:25:00,73,70,89
2023-01-20 03:40:00,74,71,90
2023-01-20 03:55:00,75,70,91
2023-01-20 04:10:00,76,71,90
2023-01-20 04:25:00,75,72,89
2023-01-20 04:40:00,74,71,88
2023-01-20 04:55:00,73,72,87
2023-01-20 05:10:00,74,71,86
2023-01-20 05:25:00,73,70,85
2023-01-20 05:40:00,72,70,84
2023-01-20 05:55:00,71,71,83
2023-01-20 06:10:00,70,72,84
2023-01-20 06:25:00,69,71,85
2023-01-20 06:40:00,68,72,86
2023-01-20 06:55:00,67,73,85
2023-01-20 07:10:00,66,72,86
2023-01-20 07:25:00,65,73,87
2023-01-20 07:40:00,66,74,88
2023-01-20 07:55:00,65,73,89
2023-01-20 08:10:00,64,72,90
2023-01-20 08:25:00,63,71,89
2023-01-20 08:40:00,64,70,88
2023-01-20 08:55:00,65,70,87
2023-01-20 09:10:00,64,70,88
2023-01-20 09:25:00,65,70,89
2023-01-20 09:40:00,64,70,90
2023-01-20 09:55:00,65,71,89
2023-01-20 10:10:00,66,70,90
2023-01-20 10:25:00,67,71,89
2023-01-20 10:40:00,68,72,90
2023-01-20 10:55:00,67,73,91
2023-01-20 11:10:00,66,72,90
2023-01-20 11:25:00,65,73,89
2023-01-20 11:40:00,66,72,88
2023-01-20 11:55:00,65,73,87
2023-01-20 12:10:00,66,74,88
2023-01-20 12:25:00,65,75,87
2023-01-20 12:40:00,64,74,86
2023-01-20 12:55:00,65,73,85
2023-01-20 13:10:00,64,74,86
2023-01-20 13:25:00,63,73,85
2023-01-20 13:40:00,62,72,84
2023-01-20 13:55:00,61,73,83
2023-01-20 14:10:00,60,74,82
2023-01-20 14:25:00,61,75,83
2023-01-20 14:40:00,62,76,82
2023-01-20 14:55:00,61,77,81
2023-01-20 15:10:00,62,76,80
2023-01-20 15:25:00,61,75,81
2023-01-20 15:40:00,62,74,80
2023-01-20 15:55:00,63,75,81
2023-01-20 16:10:00,62,76,80
2023-01-20 16:25:00,63,75,81
2023-01-20 16:40:00,64,76,82
2023-01-20 16:55:00,65,77,83
2023-01-20 17:10:00,64,76,82
2023-01-20 17:25:00,63,77,83
2023-01-20 17:40:00,62,76,82
2023-01-20 17:55:00,61,75,83
2023-01-20 18:10:00,60,76,82
2023-01-20 18:25:00,61,75,83
2023-01-20 18:40:00,62,74,84
2023-01-20 18:55:00,63,75,83
2023-01-20 19:10:00,62,74,82
2023-01-20 19:25:00,63,75,83
2023-01-20 19:40:00,62,74,84
2023-01-20 19:55:00,63,73,83
2023-01-20 20:10:00,62,72,82
2023-01-20 20:25:00,61,71,83
2023-01-20 20:40:00,62,70,82
2023-01-20 20:55:00,61,70,83
2023-01-20 21:10:00,60,70,84
2023-01-20 21:25:00,61,70,85
2023-01-20 21:40:00,62,70,84
2023-01-20 21:55:00,63,70,83
2023-01-20 22:10:00,62,71,84
2023-01-20 22:25:00,63,70,85
2023-01-20 22:40:00,62,71,84
2023-01-20 22:55:00,63,70,83
2023-01-20 23:10:00,64,70,84
2023-01-20 23:25:00,63,71,85
2023-01-20 23:40:00,64,72,86
2023-01-20 23:55:00,63,71,85
2023-01-21 00:10:00,62,70,86
2023-01-21 00:25:00,61,70,85
2023-01-21 00:40:00,60,70,84
2023-01-21 00:55:00,60,70,85
2023-01-21 01:10:00,61,70,84
2023-01-21 01:25:00,62,70,85
2023-01-21 01:40:00,63,70,86
2023-01-21 01:55:00,62,71,85
2023-01-21 02:10:00,63,70,86
2023-01-21 02:25:00,64,70,87
2023-01-21 02:40:00,63,70,86
2023-01-21 02:55:00,64,70,87
2023-01-21 03:10:00,63,70,88
2023-01-21 03:25:00,62,71,87
2023-01-21 03:40:00,61,70,86
2023-01-21 03:55:00,60,70,85
2023-01-21 04:10:00,60,70,86
2023-01-21 04:25:00,61,71,85
2023-01-21 04:40:00,62,70,84
2023-01-21 04:55:00,61,70,85
2023-01-21 05:10:00,60,71,84
2023-01-21 05:25:00,60,72,85
2023-01-21 05:40:00,61,71,86
2023-01-21 05:55:00,60,70,87
2023-01-21 06:10:00,61,70,86
2023-01-21 06:25:00,62,71,85
2023-01-21 06:40:00,61,72,86
2023-01-21 06:55:00,62,71,85
2023-01-21 07:10:00,63,70,84
2023-01-21 07:25:00,62,71,85
2023-01-21 07:40:00,63,70,86
2023-01-21 07:55:00,62,71,85
2023-01-21 08:10:00,63,72,84
2023-01-21 08:25:00,64,71,83
2023-01-21 08:40:00,65,70,82
2023-01-21 08:55:00,66,70,81
2023-01-21 09:10:00,65,71,82
2023-01-21 09:25:00,66,72,83
2023-01-21 09:40:00,65,71,82
2023-01-21 09:55:00,64,72,81
2023-01-21 10:10:00,65,73,80
2023-01-21 10:25:00,66,74,81
2023-01-21 10:40:00,67,73,80
2023-01-21 10:55:00,66,72,81
2023-01-21 11:10:00,67,71,80
2023-01-21 11:25:00,68,70,81
2023-01-21 11:40:00,69,71,82
2023-01-21 11:55:00,70,70,83
2023-01-21 12:10:00,71,71,84
2023-01-21 12:25:00,70,72,83
2023-01-21 12:40:00,69,73,84
2023-01-21 12:55:00,68,74,83
2023-01-21 13:10:00,69,75,82
2023-01-21 13:25:00,68,76,81
2023-01-21 13:40:00,67,77,80
2023-01-21 13:55:00,66,78,79
2023-01-21 14:10:00,65,79,78
2023-01-21 14:25:00,66,78,79
2023-01-21 14:40:00,65,77,80
2023-01-21 14:55:00,66,76,81
2023-01-21 15:10:00,65,75,82
2023-01-21 15:25:00,66,74,81
2023-01-21 15:40:00,67,73,80
2023-01-21 15:55:00,66,74,79
2023-01-21 16:10:00,67,75,80
2023-01-21 16:25:00,68,76,79
2023-01-21 16:40:00,67,77,78
2023-01-21 16:55:00,68,78,77
2023-01-21 17:10:00,67,79,76
2023-01-21 17:25:00,66,80,77
2023-01-21 17:40:00,67,79,78
2023-01-21 17:55:00,68,78,77
2023-01-21 18:10:00,69,77,78
2023-01-21 18:25:00,70,78,77
2023-01-21 18:40:00,69,77,78
2023-01-21 18:55:00,70,76,77
2023-01-21 19:10:00,69,75,76
2023-01-21 19:25:00,68,76,75
2023-01-21 19:40:00,67,75,74
2023-01-21 19:55:00,68,74,75
2023-01-21 20:10:00,67,73,76
2023-01-21 20:25:00,66,74,75
2023-01-21 20:40:00,65,75,76
2023-01-21 20:55:00,64,76,77
2023-01-21 21:10:00,63,77,78
2023-01-21 21:25:00,64,78,79
2023-01-21 21:40:00,63,79,78
2023-01-21 21:55:00,64,80,79
2023-01-21 22:10:00,65,79,80
2023-01-21 22:25:00,66,78,79
2023-01-21 22:40:00,67,79,80
2023-01-21 22:55:00,68,78,81
2023-01-21 23:10:00,69,79,80
2023-01-21 23:25:00,68,78,79
2023-01-21 23:40:00,69,77,80
2023-01-21 23:55:00,70,78,79
2023-01-22 00:10:00,69,79,78
2023-01-22 00:25:00,68,78,77
2023-01-22 00:40:00,69,79,76
2023-01-22 00:55:00,68,80,77
2023-01-22 01:10:00,69,79,78
2023-01-22 01:25:00,70,80,77
2023-01-22 01:40:00,71,79,78
2023-01-22 01:55:00,72,78,77
2023-01-22 02:10:00,71,79,76
2023-01-22 02:25:00,72,80,75
2023-01-22 02:40:00,73,79,76
2023-01-22 02:55:00,72,78,75
2023-01-22 03:10:00,71,77,74
2023-01-22 03:25:00,72,76,73
2023-01-22 03:40:00,71,75,72
2023-01-22 03:55:00,72,76,73
2023-01-22 04:10:00,73,75,74
2023-01-22 04:25:00,74,76,75
2023-01-22 04:40:00,75,75,74
2023-01-22 04:55:00,74,76,75
2023-01-22 05:10:00,73,77,76
2023-01-22 05:25:00,74,78,77
2023-01-22 05:40:00,75,77,78
2023-01-22 05:55:00,76,78,79
2023-01-22 06:10:00,77,77,78
2023-01-22 06:25:00,78,78,79
2023-01-22 06:40:00,77,79,80
2023-01-22 06:55:00,76,78,81
2023-01-22 07:10:00,77,79,82
2023-01-22 07:25:00,76,78,81
2023-01-22 07:40:00,75,79,80
2023-01-22 07:55:00,76,78,79
2023-01-22 08:10:00,77,79,78
2023-01-22 08:25:00,76,80,77
2023-01-22 08:40:00,75,80,76
2023-01-22 08:55:00,74,79,75
2023-01-22 09:10:00,73,80,76
2023-01-22 09:25:00,72,79,77
2023-01-22 09:40:00,71,80,76
2023-01-22 09:55:00,70,79,75
2023-01-22 10:10:00,71,80,76
2023-01-22 10:25:00,70,80,75
2023-01-22 10:40:00,71,79,76
2023-01-22 10:55:00,72,80,75
2023-01-22 11:10:00,71,80,74
2023-01-22 11:25:00,70,79,73
2023-01-22 11:40:00,69,80,72
2023-01-22 11:55:00,68,79,73
2023-01-22 12:10:00,67,78,72
2023-01-22 12:25:00,68,79,73
2023-01-22 12:40:00,69,80,72
2023-01-22 12:55:00,68,79,73
2023-01-22 13:10:00,69,80,74
2023-01-22 13:25:00,68,79,75
2023-01-22 13:40:00,67,78,76
2023-01-22 13:55:00,66,77,77
2023-01-22 14:10:00,65,78,76
2023-01-22 14:25:00,64,77,75
2023-01-22 14:40:00,65,78,74
2023-01-22 14:55:00,66,79,75
2023-01-22 15:10:00,65,78,76
2023-01-22 15:25:00,64,77,77
2023-01-22 15:40:00,65,76,76
2023-01-22 15:55:00,64,75,77
2023-01-22 16:10:00,65,74,78
2023-01-22 16:25:00,64,73,77
2023-01-22 16:40:00,65,74,76
2023-01-22 16:55:00,66,75,75
2023-01-22 17:10:00,65,74,76
2023-01-22 17:25:00,66,73,75
2023-01-22 17:40:00,65,72,76
2023-01-22 17:55:00,64,71,77
2023-01-22 18:10:00,65,72,78
2023-01-22 18:25:00,64,73,77
2023-01-22 18:40:00,65,74,76
2023-01-22 18:55:00,64,73,75
2023-01-22 19:10:00,63,74,74
2023-01-22 19:25:00,62,75,75
2023-01-22 19:40:00,61,76,76
2023-01-22 19:55:00,60,77,77
2023-01-22 20:10:00,61,78,78
2023-01-22 20:25:00,62,77,77
2023-01-22 20:40:00,63,76,76
2023-01-22 20:55:00,62,75,77
2023-01-22 21:10:00,61,76,76
2023-01-22 21:25:00,60,75,75
2023-01-22 21:40:00,60,74,74
2023-01-22 21:55:00,60,73,73
2023-01-22 22:10:00,61,72,72
2023-01-22 22:25:00,60,73,73
2023-01-22 22:40:00,60,74,72
2023-01-22 22:55:00,61,73,73
2023-01-22 23:10:00,60,72,74
2023-01-22 23:25:00,60,71,73
2023-01-22 23:40:00,61,70,72
2023-01-22 23:55:00,60,70,73
2023-01-23 00:10:00,61,70,74
2023-01-23 00:25:00,60,71,73
2023-01-23 00:40:00,60,72,72
2023-01-23 00:55:00,60,73,73
2023-01-23 01:10:00,60,74,72
2023-01-23 01:25:00,61,73,73
2023-01-23 01:40:00,62,74,72
2023-01-23 01:55:00,63,75,71
2023-01-23 02:10:00,64,76,70
2023-01-23 02:25:00,63,77,71
2023-01-23 02:40:00,62,78,72
2023-01-23 02:55:00,63,79,71
2023-01-23 03:10:00,62,78,72
2023-01-23 03:25:00,61,77,71
2023-01-23 03:40:00,60,78,72
2023-01-23 03:55:00,61,79,73
2023-01-23 04:10:00,62,78,72
2023-01-23 04:25:00,63,79,71
2023-01-23 04:40:00,62,80,72
2023-01-23 04:55:00,63,79,71
2023-01-23 05:10:00,64,78,70
2023-01-23 05:25:00,65,77,71
2023-01-23 05:40:00,64,78,72
2023-01-23 05:55:00,63,79,71
2023-01-23 06:10:00,62,80,70
2023-01-23 06:25:00,61,80,71
2023-01-23 06:40:00,62,79,70
2023-01-23 06:55:00,61,78,71
2023-01-23 07:10:00,62,79,72
2023-01-23 07:25:00,63,80,73
2023-01-23 07:40:00,64,79,74
2023-01-23 07:55:00,65,78,75
2023-01-23 08:10:00,64,79,76
2023-01-23 08:25:00,63,78,75
2023-01-23 08:40:00,64,79,76
2023-01-23 08:55:00,65,80,77
2023-01-23 09:10:00,64,79,78
2023-01-23 09:25:00,65,80,77
2023-01-23 09:40:00,66,79,76
2023-01-23 09:55:00,65,80,75
2023-01-23 10:10:00,64,80,76
2023-01-23 10:25:00,63,79,77
2023-01-23 10:40:00,62,78,78
2023-01-23 10:55:00,63,79,77
2023-01-23 11:10:00,62,80,78
2023-01-23 11:25:00,61,80,77
2023-01-23 11:40:00,62,80,78
2023-01-23 11:55:00,61,80,79
2023-01-23 12:10:00,62,79,78
2023-01-23 12:25:00,63,78,77
2023-01-23 12:40:00,64,79,78
2023-01-23 12:55:00,63,78,79
2023-01-23 13:10:00,62,77,80
2023-01-23 13:25:00,61,78,79
2023-01-23 13:40:00,60,77,80
2023-01-23 13:55:00,61,78,81
2023-01-23 14:10:00,62,77,82
2023-01-23 14:25:00,61,78,81
2023-01-23 14:40:00,60,79,80
2023-01-23 14:55:00,61,80,79
2023-01-23 15:10:00,62,80,80
2023-01-23 15:25:00,63,80,81
2023-01-23 15:40:00,62,79,80
2023-01-23 15:55:00,61,80,81
2023-01-23 16:10:00,60,80,82
2023-01-23 16:25:00,61,80,83
2023-01-23 16:40:00,62,80,84
2023-01-23 16:55:00,63,79,85
2023-01-23 17:10:00,62,78,84
2023-01-23 17:25:00,63,79,83
2023-01-23 17:40:00,62,78,82
2023-01-23 17:55:00,61,79,83
2023-01-23 18:10:00,62,78,84
2023-01-23 18:25:00,63,77,83
2023-01-23 18:40:00,64,78,84
2023-01-23 18:55:00,65,77,83
2023-01-23 19:10:00,66,78,84
2023-01-23 19:25:00,67,79,83
2023-01-23 19:40:00,68,78,82
2023-01-23 19:55:00,67,79,81
2023-01-23 20:10:00,68,78,82
2023-01-23 20:25:00,67,77,83
2023-01-23 20:40:00,68,76,82
2023-01-23 20:55:00,67,75,81
2023-01-23 21:10:00,68,74,82
2023-01-23 21:25:00,67,73,81
2023-01-23 21:40:00,68,74,82
2023-01-23 21:55:00,69,75,81
2023-01-23 22:10:00,68,76,82
2023-01-23 22:25:00,67,77,83
2023-01-23 22:40:00,68,78,82
2023-01-23 22:55:00,69,79,81
2023-01-23 23:10:00,68,78,82
2023-01-23 23:25:00,67,79,83
2023-01-23 23:40:00,68,78,82
2023-01-23 23:55:00,67,77,81
2023-01-24 00:10:00,68,78,82
2023-01-24 00:25:00,67,77,83
2023-01-24 00:40:00,66,78,84
2023-01-24 00:55:00,67,77,83
2023-01-24 01:10:00,68,76,84
2023-01-24 01:25:00,69,75,83
