Date,satsp,oat
1/21/2023 17:21,82,78
1/21/2023 17:36,83,77
1/21/2023 17:51,82,78
1/21/2023 18:06,83,79
1/21/2023 18:21,84,80
1/21/2023 18:36,83,79
1/21/2023 18:51,84,78
1/21/2023 19:06,83,77
1/21/2023 19:21,84,76
1/21/2023 19:36,85,75
1/21/2023 19:51,86,76
1/21/2023 20:06,87,77
1/21/2023 20:21,86,78
1/21/2023 20:36,85,79
1/21/2023 20:51,86,78
1/21/2023 21:06,87,79
1/21/2023 21:21,88,80
1/21/2023 21:36,89,81
1/21/2023 21:51,88,82
1/21/2023 22:06,87,81
1/21/2023 22:21,88,80
1/21/2023 22:36,87,79
1/21/2023 22:51,86,80
1/21/2023 23:06,87,79
1/21/2023 23:21,86,78
1/21/2023 23:36,85,79
1/21/2023 23:51,86,80
1/22/2023 0:06,87,79
1/22/2023 0:21,88,80
1/22/2023 0:36,87,79
1/22/2023 0:51,88,78
1/22/2023 1:06,89,79
1/22/2023 1:21,90,80
1/22/2023 1:36,90,81
1/22/2023 1:51,89,80
1/22/2023 2:06,90,79
1/22/2023 2:21,89,80
1/22/2023 2:36,88,81
1/22/2023 2:51,87,80
1/22/2023 3:06,86,81
1/22/2023 3:21,85,82
1/22/2023 3:36,86,81
1/22/2023 3:51,87,80
1/22/2023 4:06,86,79
1/22/2023 4:21,85,80
1/22/2023 4:36,84,81
1/22/2023 4:51,85,82
1/22/2023 5:06,84,81
1/22/2023 5:21,85,82
1/22/2023 5:36,84,81
1/22/2023 5:51,83,80
1/22/2023 6:06,84,81
1/22/2023 6:21,83,80
1/22/2023 6:36,84,81
1/22/2023 6:51,83,80
1/22/2023 7:06,84,79
1/22/2023 7:21,85,80
1/22/2023 7:36,84,79
1/22/2023 7:51,85,80
1/22/2023 8:06,84,79
1/22/2023 8:21,85,78
1/22/2023 8:36,84,79
1/22/2023 8:51,83,78
1/22/2023 9:06,82,79
1/22/2023 9:21,83,78
1/22/2023 9:36,84,77
1/22/2023 9:51,85,78
1/22/2023 10:06,86,79
1/22/2023 10:21,85,80
1/22/2023 10:36,84,81
1/22/2023 10:51,83,80
1/22/2023 11:06,84,79
1/22/2023 11:21,83,78
1/22/2023 11:36,84,77
1/22/2023 11:51,85,78
1/22/2023 12:06,84,79
1/22/2023 12:21,83,78
1/22/2023 12:36,84,77
1/22/2023 12:51,83,78
1/22/2023 13:06,84,79
1/22/2023 13:21,85,78
1/22/2023 13:36,84,79
1/22/2023 13:51,85,80
1/22/2023 14:06,84,81
1/22/2023 14:21,85,80
1/22/2023 14:36,86,81
1/22/2023 14:51,85,80
1/22/2023 15:06,86,81
1/22/2023 15:21,85,80
1/22/2023 15:36,86,81
1/22/2023 15:51,87,82
1/22/2023 16:06,86,83
1/22/2023 16:21,87,82
1/22/2023 16:36,88,83
1/22/2023 16:51,87,84
1/22/2023 17:06,88,85
1/22/2023 17:21,89,86
1/22/2023 17:36,88,85
1/22/2023 17:51,87,86
1/22/2023 18:06,86,85
1/22/2023 18:21,85,84
1/22/2023 18:36,86,85
1/22/2023 18:51,85,86
1/22/2023 19:06,86,85
1/22/2023 19:21,87,84
1/22/2023 19:36,86,83
1/22/2023 19:51,87,84
1/22/2023 20:06,88,83
1/22/2023 20:21,89,84
1/22/2023 20:36,88,85
1/22/2023 20:51,89,86
1/22/2023 21:06,88,85
1/22/2023 21:21,87,84
1/22/2023 21:36,86,83
1/22/2023 21:51,85,82
1/22/2023 22:06,84,81
1/22/2023 22:21,83,82
1/22/2023 22:36,84,81
1/22/2023 22:51,85,80
1/22/2023 23:06,86,79
1/22/2023 23:21,87,78
1/22/2023 23:36,86,79
1/22/2023 23:51,85,78
1/23/2023 0:06,84,79
1/23/2023 0:21,83,78
1/23/2023 0:36,84,79
1/23/2023 0:51,85,78
1/23/2023 1:06,84,77
1/23/2023 1:21,83,78
1/23/2023 1:36,82,79
1/23/2023 1:51,83,78
1/23/2023 2:06,84,79
1/23/2023 2:21,85,78
1/23/2023 2:36,86,77
1/23/2023 2:51,87,76
1/23/2023 3:06,86,77
1/23/2023 3:21,85,76
1/23/2023 3:36,86,77
1/23/2023 3:51,87,76
1/23/2023 4:06,86,77
1/23/2023 4:21,85,76
1/23/2023 4:36,86,77
1/23/2023 4:51,85,78
1/23/2023 5:06,86,79
1/23/2023 5:21,87,78
1/23/2023 5:36,88,79
1/23/2023 5:51,89,78
1/23/2023 6:06,90,77
1/23/2023 6:21,90,78
1/23/2023 6:36,89,79
1/23/2023 6:51,88,78
1/23/2023 7:06,89,79
1/23/2023 7:21,90,78
1/23/2023 7:36,90,79
1/23/2023 7:51,90,80
1/23/2023 8:06,90,81
1/23/2023 8:21,90,82
1/23/2023 8:36,90,83
1/23/2023 8:51,89,84
1/23/2023 9:06,88,83
1/23/2023 9:21,89,82
1/23/2023 9:36,90,83
1/23/2023 9:51,89,82
1/23/2023 10:06,88,83
1/23/2023 10:21,89,84
1/23/2023 10:36,88,85
1/23/2023 10:51,89,84
1/23/2023 11:06,88,85
1/23/2023 11:21,89,86
1/23/2023 11:36,88,85
1/23/2023 11:51,89,86
1/23/2023 12:06,88,85
1/23/2023 12:21,89,86
1/23/2023 12:36,88,85
1/23/2023 12:51,89,84
1/23/2023 13:06,90,85
1/23/2023 13:21,89,86
1/23/2023 13:36,90,87
1/23/2023 13:51,90,86
1/23/2023 14:06,90,85
1/23/2023 14:21,90,86
1/23/2023 14:36,90,85
1/23/2023 14:51,90,86
1/23/2023 15:06,89,85
1/23/2023 15:21,90,84
1/23/2023 15:36,90,83
1/23/2023 15:51,90,82
1/23/2023 16:06,89,83
1/23/2023 16:21,88,82
1/23/2023 16:36,87,81
1/23/2023 16:51,86,80
1/23/2023 17:06,87,79
1/23/2023 17:21,88,80
1/23/2023 17:36,87,81
1/23/2023 17:51,86,82
1/23/2023 18:06,85,81
1/23/2023 18:21,84,80
1/23/2023 18:36,83,79
1/23/2023 18:51,84,78
1/23/2023 19:06,85,77
1/23/2023 19:21,86,78
1/23/2023 19:36,87,79
1/23/2023 19:51,86,80
1/23/2023 20:06,87,81
1/23/2023 20:21,88,80
1/23/2023 20:36,89,79
1/23/2023 20:51,90,78
1/23/2023 21:06,90,79
1/23/2023 21:21,89,78
1/23/2023 21:36,88,79
1/23/2023 21:51,89,78
1/23/2023 22:06,88,77
1/23/2023 22:21,89,76
1/23/2023 22:36,88,75
1/23/2023 22:51,89,76
1/23/2023 23:06,88,75
1/23/2023 23:21,87,76
1/23/2023 23:36,88,77
1/23/2023 23:51,89,78
1/24/2023 0:06,88,77
1/24/2023 0:21,87,76
1/24/2023 0:36,86,77
1/24/2023 0:51,87,78
1/24/2023 1:06,88,79
1/24/2023 1:21,87,80
1/24/2023 1:36,86,81
1/24/2023 1:51,85,82
1/24/2023 2:06,86,83
1/24/2023 2:21,85,84
1/24/2023 2:36,84,85
1/24/2023 2:51,85,86
1/24/2023 3:06,84,87
1/24/2023 3:21,83,86
1/24/2023 3:36,82,87
1/24/2023 3:51,83,86
1/24/2023 4:06,84,87
1/24/2023 4:21,83,86
1/24/2023 4:36,82,85
1/24/2023 4:51,81,86
1/24/2023 5:06,82,87
1/24/2023 5:21,83,86
1/24/2023 5:36,82,87
1/24/2023 5:51,83,88
1/24/2023 6:06,82,89
1/24/2023 6:21,83,90
1/24/2023 6:36,82,89
1/24/2023 6:51,83,88
1/24/2023 7:06,84,89
1/24/2023 7:21,83,88
1/24/2023 7:36,84,87
1/24/2023 7:51,85,86
1/24/2023 8:06,84,85
1/24/2023 8:21,85,84
1/24/2023 8:36,84,85
1/24/2023 8:51,83,84
1/24/2023 9:06,82,83
1/24/2023 9:21,83,82
1/24/2023 9:36,82,81
1/24/2023 9:51,81,80
1/24/2023 10:06,80,79
1/24/2023 10:21,81,80
1/24/2023 10:36,80,79
1/24/2023 10:51,79,80
1/24/2023 11:06,78,79
1/24/2023 11:21,77,78
1/24/2023 11:36,78,79
1/24/2023 11:51,77,80
1/24/2023 12:06,76,81
1/24/2023 12:21,77,82
1/24/2023 12:36,78,81
1/24/2023 12:51,77,80
1/24/2023 13:06,78,81
1/24/2023 13:21,77,82
1/24/2023 13:36,76,81
1/24/2023 13:51,77,80
1/24/2023 14:06,76,79
1/24/2023 14:21,77,78
1/24/2023 14:36,78,77
1/24/2023 14:51,77,78
1/24/2023 15:06,76,79
1/24/2023 15:21,75,80
1/24/2023 15:36,74,79
1/24/2023 15:51,73,80
1/24/2023 16:06,74,79
1/24/2023 16:21,73,78
1/24/2023 16:36,72,77
1/24/2023 16:51,73,78
1/24/2023 17:06,72,77
1/24/2023 17:21,71,78
1/24/2023 17:36,70,77
1/24/2023 17:51,69,78
1/24/2023 18:06,70,79
1/24/2023 18:21,71,78
1/24/2023 18:36,72,79
1/24/2023 18:51,71,80
1/24/2023 19:06,72,79
1/24/2023 19:21,71,80
1/24/2023 19:36,70,79
1/24/2023 19:51,71,80
1/24/2023 20:06,70,81
1/24/2023 20:21,71,80
1/24/2023 20:36,72,79
1/24/2023 20:51,73,80
1/24/2023 21:06,72,81
1/24/2023 21:21,73,80
1/24/2023 21:36,72,79
1/24/2023 21:51,71,80
1/24/2023 22:06,70,79
1/24/2023 22:21,71,80
1/24/2023 22:36,72,81
1/24/2023 22:51,73,82
1/24/2023 23:06,74,81
1/24/2023 23:21,75,82
1/24/2023 23:36,76,83
1/24/2023 23:51,77,82
1/25/2023 0:06,78,81
1/25/2023 0:21,77,80
1/25/2023 0:36,76,79
1/25/2023 0:51,75,80
1/25/2023 1:06,76,81
1/25/2023 1:21,75,82
1/25/2023 1:36,74,83
1/25/2023 1:51,73,82
1/25/2023 2:06,72,81
1/25/2023 2:21,71,82
1/25/2023 2:36,70,83
1/25/2023 2:51,71,84
1/25/2023 3:06,70,83
1/25/2023 3:21,71,84
1/25/2023 3:36,72,85
1/25/2023 3:51,71,86
1/25/2023 4:06,70,85
1/25/2023 4:21,71,86
1/25/2023 4:36,72,85
1/25/2023 4:51,73,84
1/25/2023 5:06,74,85
1/25/2023 5:21,75,86
1/25/2023 5:36,74,85
1/25/2023 5:51,75,84
1/25/2023 6:06,76,85
1/25/2023 6:21,75,84
1/25/2023 6:36,74,83
1/25/2023 6:51,73,84
1/25/2023 7:06,72,83
1/25/2023 7:21,71,84
1/25/2023 7:36,72,83
1/25/2023 7:51,71,82
1/25/2023 8:06,72,83
1/25/2023 8:21,71,82
1/25/2023 8:36,70,81
1/25/2023 8:51,69,82
1/25/2023 9:06,70,83
1/25/2023 9:21,71,82
1/25/2023 9:36,70,81
1/25/2023 9:51,69,80
1/25/2023 10:06,70,79
1/25/2023 10:21,69,80
1/25/2023 10:36,68,79
1/25/2023 10:51,67,78
1/25/2023 11:06,66,79
1/25/2023 11:21,67,80
1/25/2023 11:36,68,81
1/25/2023 11:51,67,82
1/25/2023 12:06,68,81
1/25/2023 12:21,67,82
1/25/2023 12:36,68,81
1/25/2023 12:51,69,80
1/25/2023 13:06,68,79
1/25/2023 13:21,69,80
1/25/2023 13:36,70,81
1/25/2023 13:51,69,80
1/25/2023 14:06,70,79
1/25/2023 14:21,71,80
1/25/2023 14:36,70,81
1/25/2023 14:51,71,82
1/25/2023 15:06,70,81
1/25/2023 15:21,69,82
1/25/2023 15:36,70,81
1/25/2023 15:51,71,82
1/25/2023 16:06,72,81
1/25/2023 16:21,71,82
1/25/2023 16:36,72,83
1/25/2023 16:51,71,84
1/25/2023 17:06,70,83
1/25/2023 17:21,69,84
1/25/2023 17:36,70,83
1/25/2023 17:51,71,84
1/25/2023 18:06,72,85
1/25/2023 18:21,73,86
1/25/2023 18:36,72,85
1/25/2023 18:51,71,84
1/25/2023 19:06,70,83
1/25/2023 19:21,69,82
1/25/2023 19:36,70,83
1/25/2023 19:51,69,84
1/25/2023 20:06,70,85
1/25/2023 20:21,71,86
1/25/2023 20:36,72,85
1/25/2023 20:51,71,84
1/25/2023 21:06,72,83
1/25/2023 21:21,73,84
1/25/2023 21:36,72,85
1/25/2023 21:51,73,84
1/25/2023 22:06,74,85
1/25/2023 22:21,73,86
1/25/2023 22:36,74,87
1/25/2023 22:51,73,88
1/25/2023 23:06,72,87
1/25/2023 23:21,71,86
1/25/2023 23:36,72,85
1/25/2023 23:51,73,84
1/26/2023 0:06,72,83
1/26/2023 0:21,71,82
1/26/2023 0:36,70,81
1/26/2023 0:51,69,80
1/26/2023 1:06,70,79
1/26/2023 1:21,71,80
1/26/2023 1:36,70,81
1/26/2023 1:51,69,82
1/26/2023 2:06,68,83
1/26/2023 2:21,69,82
1/26/2023 2:36,70,83
1/26/2023 2:51,71,84
1/26/2023 3:06,70,85
1/26/2023 3:21,71,86
1/26/2023 3:36,72,87
1/26/2023 3:51,71,88
1/26/2023 4:06,72,89
1/26/2023 4:21,71,90
1/26/2023 4:36,72,91
1/26/2023 4:51,73,92
1/26/2023 5:06,74,91
1/26/2023 5:21,75,90
1/26/2023 5:36,76,91
1/26/2023 5:51,77,90
1/26/2023 6:06,78,89
1/26/2023 6:21,79,90
1/26/2023 6:36,78,91
1/26/2023 6:51,77,90
1/26/2023 7:06,78,89
1/26/2023 7:21,79,88
1/26/2023 7:36,80,89
1/26/2023 7:51,79,88
1/26/2023 8:06,78,87
1/26/2023 8:21,77,88
1/26/2023 8:36,76,87
1/26/2023 8:51,77,88
1/26/2023 9:06,76,89
1/26/2023 9:21,75,88
1/26/2023 9:36,76,89
1/26/2023 9:51,75,88
1/26/2023 10:06,74,89
1/26/2023 10:21,73,88
1/26/2023 10:36,72,89
1/26/2023 10:51,73,90
1/26/2023 11:06,72,89
1/26/2023 11:21,71,88
1/26/2023 11:36,70,87
1/26/2023 11:51,69,86
1/26/2023 12:06,70,87
1/26/2023 12:21,69,88
1/26/2023 12:36,68,89
1/26/2023 12:51,67,88
1/26/2023 13:06,66,87
1/26/2023 13:21,67,88
1/26/2023 13:36,66,87
1/26/2023 13:51,65,86
1/26/2023 14:06,64,87
1/26/2023 14:21,63,86
1/26/2023 14:36,64,87
1/26/2023 14:51,65,86
1/26/2023 15:06,66,85
1/26/2023 15:21,67,86
1/26/2023 15:36,68,85
1/26/2023 15:51,67,84
1/26/2023 16:06,66,83
1/26/2023 16:21,67,84
1/26/2023 16:36,68,83
1/26/2023 16:51,67,84
1/26/2023 17:06,66,85
1/26/2023 17:21,65,86
1/26/2023 17:36,64,85
1/26/2023 17:51,65,84
1/26/2023 18:06,64,85
1/26/2023 18:21,63,84
1/26/2023 18:36,62,83
1/26/2023 18:51,61,84
1/26/2023 19:06,60,85
1/26/2023 19:21,61,86
1/26/2023 19:36,60,87
1/26/2023 19:51,60,88
1/26/2023 20:06,60,89
1/26/2023 20:21,60,90
1/26/2023 20:36,61,91
1/26/2023 20:51,62,92
1/26/2023 21:06,63,91
1/26/2023 21:21,64,92
1/26/2023 21:36,65,91
1/26/2023 21:51,64,90
1/26/2023 22:06,65,89
1/26/2023 22:21,64,88
1/26/2023 22:36,63,89
1/26/2023 22:51,62,90
1/26/2023 23:06,63,89
1/26/2023 23:21,62,88
1/26/2023 23:36,63,87
1/26/2023 23:51,64,88
1/27/2023 0:06,65,89
1/27/2023 0:21,64,88
1/27/2023 0:36,63,89
1/27/2023 0:51,64,88
1/27/2023 1:06,65,89
1/27/2023 1:21,66,90
1/27/2023 1:36,67,89
1/27/2023 1:51,68,90
1/27/2023 2:06,69,89
1/27/2023 2:21,68,90
1/27/2023 2:36,69,89
1/27/2023 2:51,68,90
1/27/2023 3:06,67,91
1/27/2023 3:21,66,92
1/27/2023 3:36,65,91
1/27/2023 3:51,66,92
1/27/2023 4:06,67,91
1/27/2023 4:21,68,92
1/27/2023 4:36,69,93
1/27/2023 4:51,68,94
1/27/2023 5:06,67,93
1/27/2023 5:21,68,92
1/27/2023 5:36,67,91
1/27/2023 5:51,68,92
1/27/2023 6:06,67,93
1/27/2023 6:21,68,94
1/27/2023 6:36,69,95
1/27/2023 6:51,68,94
1/27/2023 7:06,67,93
1/27/2023 7:21,68,92
1/27/2023 7:36,67,91
1/27/2023 7:51,68,92
1/27/2023 8:06,69,91
1/27/2023 8:21,68,92
1/27/2023 8:36,69,93
1/27/2023 8:51,68,92
1/27/2023 9:06,67,91
1/27/2023 9:21,68,92
1/27/2023 9:36,69,91
1/27/2023 9:51,70,90
1/27/2023 10:06,71,89
1/27/2023 10:21,70,90
1/27/2023 10:36,71,91
1/27/2023 10:51,70,92
1/27/2023 11:06,69,93
1/27/2023 11:21,70,92
1/27/2023 11:36,69,91
1/27/2023 11:51,70,92
1/27/2023 12:06,69,91
1/27/2023 12:21,70,92
1/27/2023 12:36,69,93
1/27/2023 12:51,68,92
1/27/2023 13:06,67,93
1/27/2023 13:21,66,94
1/27/2023 13:36,67,95
1/27/2023 13:51,66,96
1/27/2023 14:06,67,97
1/27/2023 14:21,68,96
1/27/2023 14:36,67,97
1/27/2023 14:51,66,98
1/27/2023 15:06,67,97
1/27/2023 15:21,66,96
1/27/2023 15:36,67,95
1/27/2023 15:51,66,96
1/27/2023 16:06,67,95
1/27/2023 16:21,68,96
1/27/2023 16:36,69,95
1/27/2023 16:51,68,94
1/27/2023 17:06,67,93
1/27/2023 17:21,66,94
1/27/2023 17:36,65,95
1/27/2023 17:51,66,94
1/27/2023 18:06,67,93
1/27/2023 18:21,66,94
1/27/2023 18:36,67,95
1/27/2023 18:51,68,96
1/27/2023 19:06,69,95
1/27/2023 19:21,68,96
1/27/2023 19:36,69,95
1/27/2023 19:51,70,96
1/27/2023 20:06,71,95
1/27/2023 20:21,72,96
1/27/2023 20:36,71,97
1/27/2023 20:51,70,98
1/27/2023 21:06,69,97
1/27/2023 21:21,70,96
1/27/2023 21:36,69,97
1/27/2023 21:51,70,96
1/27/2023 22:06,69,95
1/27/2023 22:21,68,94
1/27/2023 22:36,67,93
1/27/2023 22:51,68,94
1/27/2023 23:06,69,93
1/27/2023 23:21,70,92
1/27/2023 23:36,71,93
1/27/2023 23:51,70,94
1/28/2023 0:06,71,95
1/28/2023 0:21,70,96
1/28/2023 0:36,69,95
1/28/2023 0:51,70,96
1/28/2023 1:06,71,97
1/28/2023 1:21,70,98
1/28/2023 1:36,69,97
1/28/2023 1:51,68,96
1/28/2023 2:06,67,95
1/28/2023 2:21,66,94
1/28/2023 2:36,65,95
1/28/2023 2:51,64,96
1/28/2023 3:06,63,95
