Date,heating_sig,economizer_sig,cooling_sig
2022-12-28 22:11:00,18,83,49
2022-12-28 22:26:00,19,82,48
2022-12-28 22:41:00,18,81,49
2022-12-28 22:56:00,17,82,50
2022-12-28 23:11:00,18,83,49
2022-12-28 23:26:00,17,82,50
2022-12-28 23:41:00,18,81,49
2022-12-28 23:56:00,17,82,48
2022-12-29 00:11:00,18,83,49
2022-12-29 00:26:00,19,82,48
2022-12-29 00:41:00,20,83,47
2022-12-29 00:56:00,19,82,48
2022-12-29 01:11:00,18,81,49
2022-12-29 01:26:00,19,80,48
2022-12-29 01:41:00,20,81,49
2022-12-29 01:56:00,19,82,48
2022-12-29 02:11:00,18,81,47
2022-12-29 02:26:00,17,82,46
2022-12-29 02:41:00,18,81,45
2022-12-29 02:56:00,17,80,44
2022-12-29 03:11:00,16,79,45
2022-12-29 03:26:00,17,80,46
2022-12-29 03:41:00,18,81,45
2022-12-29 03:56:00,19,80,46
2022-12-29 04:11:00,18,79,45
2022-12-29 04:26:00,19,78,44
2022-12-29 04:41:00,18,79,43
2022-12-29 04:56:00,17,80,42
2022-12-29 05:11:00,18,81,41
2022-12-29 05:26:00,19,80,40
2022-12-29 05:41:00,18,79,39
2022-12-29 05:56:00,19,78,38
2022-12-29 06:11:00,18,79,37
2022-12-29 06:26:00,17,78,38
2022-12-29 06:41:00,18,77,37
2022-12-29 06:56:00,17,76,38
2022-12-29 07:11:00,16,77,39
2022-12-29 07:26:00,17,78,40
2022-12-29 07:41:00,16,77,41
2022-12-29 07:56:00,15,78,42
2022-12-29 08:11:00,14,77,41
2022-12-29 08:26:00,13,76,42
2022-12-29 08:41:00,14,77,43
2022-12-29 08:56:00,15,78,44
2022-12-29 09:11:00,16,79,43
2022-12-29 09:26:00,15,80,42
2022-12-29 09:41:00,16,81,41
2022-12-29 09:56:00,17,80,40
2022-12-29 10:11:00,16,79,41
2022-12-29 10:26:00,17,78,40
2022-12-29 10:41:00,18,79,41
2022-12-29 10:56:00,17,78,40
2022-12-29 11:11:00,16,77,41
2022-12-29 11:26:00,17,76,42
2022-12-29 11:41:00,18,75,41
2022-12-29 11:56:00,19,74,42
2022-12-29 12:11:00,20,75,41
2022-12-29 12:26:00,21,74,40
2022-12-29 12:41:00,22,73,39
2022-12-29 12:56:00,21,72,38
2022-12-29 13:11:00,22,73,37
2022-12-29 13:26:00,23,74,38
2022-12-29 13:41:00,24,73,37
2022-12-29 13:56:00,23,72,36
2022-12-29 14:11:00,24,73,37
2022-12-29 14:26:00,23,72,36
2022-12-29 14:41:00,22,73,35
2022-12-29 14:56:00,23,74,34
2022-12-29 15:11:00,24,73,35
2022-12-29 15:26:00,25,72,34
2022-12-29 15:41:00,24,71,35
2022-12-29 15:56:00,23,70,36
2022-12-29 16:11:00,24,71,37
2022-12-29 16:26:00,25,70,38
2022-12-29 16:41:00,24,69,37
2022-12-29 16:56:00,25,68,36
2022-12-29 17:11:00,26,69,37
2022-12-29 17:26:00,25,70,36
2022-12-29 17:41:00,24,71,37
2022-12-29 17:56:00,23,72,38
2022-12-29 18:11:00,22,71,37
2022-12-29 18:26:00,23,72,36
2022-12-29 18:41:00,24,73,35
2022-12-29 18:56:00,25,74,36
2022-12-29 19:11:00,24,73,35
2022-12-29 19:26:00,23,72,34
2022-12-29 19:41:00,22,71,35
2022-12-29 19:56:00,23,72,34
2022-12-29 20:11:00,24,73,35
2022-12-29 20:26:00,25,72,36
2022-12-29 20:41:00,26,73,37
2022-12-29 20:56:00,25,74,38
2022-12-29 21:11:00,26,75,37
2022-12-29 21:26:00,27,74,38
2022-12-29 21:41:00,28,73,39
2022-12-29 21:56:00,29,74,40
2022-12-29 22:11:00,28,75,39
2022-12-29 22:26:00,29,74,40
2022-12-29 22:41:00,30,73,41
2022-12-29 22:56:00,31,74,42
2022-12-29 23:11:00,32,75,43
2022-12-29 23:26:00,31,76,42
2022-12-29 23:41:00,30,75,41
2022-12-29 23:56:00,29,74,40
2022-12-30 00:11:00,30,75,39
2022-12-30 00:26:00,31,76,38
2022-12-30 00:41:00,32,77,37
2022-12-30 00:56:00,33,78,36
2022-12-30 01:11:00,34,79,37
2022-12-30 01:26:00,33,78,38
2022-12-30 01:41:00,32,79,37
2022-12-30 01:56:00,33,80,36
2022-12-30 02:11:00,32,79,35
2022-12-30 02:26:00,31,78,34
2022-12-30 02:41:00,30,77,33
2022-12-30 02:56:00,31,78,32
2022-12-30 03:11:00,32,77,31
2022-12-30 03:26:00,33,76,32
2022-12-30 03:41:00,32,75,33
2022-12-30 03:56:00,31,76,32
2022-12-30 04:11:00,30,75,33
2022-12-30 04:26:00,29,76,34
2022-12-30 04:41:00,30,75,33
2022-12-30 04:56:00,31,76,34
2022-12-30 05:11:00,32,75,33
2022-12-30 05:26:00,33,76,34
2022-12-30 05:41:00,32,77,35
2022-12-30 05:56:00,31,78,34
2022-12-30 06:11:00,30,77,35
2022-12-30 06:26:00,29,78,34
2022-12-30 06:41:00,28,79,35
2022-12-30 06:56:00,27,78,36
2022-12-30 07:11:00,28,77,37
2022-12-30 07:26:00,29,76,38
2022-12-30 07:41:00,30,77,39
2022-12-30 07:56:00,29,76,38
2022-12-30 08:11:00,28,77,39
2022-12-30 08:26:00,27,76,38
2022-12-30 08:41:00,28,75,37
2022-12-30 08:56:00,29,74,36
2022-12-30 09:11:00,28,75,37
2022-12-30 09:26:00,29,74,36
2022-12-30 09:41:00,30,73,35
2022-12-30 09:56:00,29,74,36
2022-12-30 10:11:00,28,73,35
2022-12-30 10:26:00,29,72,34
2022-12-30 10:41:00,30,73,35
2022-12-30 10:56:00,31,74,36
2022-12-30 11:11:00,30,75,35
2022-12-30 11:26:00,29,74,36
2022-12-30 11:41:00,28,73,35
2022-12-30 11:56:00,29,74,34
2022-12-30 12:11:00,30,73,33
2022-12-30 12:26:00,29,74,34
2022-12-30 12:41:00,30,75,33
2022-12-30 12:56:00,31,76,34
2022-12-30 13:11:00,32,77,35
2022-12-30 13:26:00,33,78,34
2022-12-30 13:41:00,34,77,33
2022-12-30 13:56:00,35,78,32
2022-12-30 14:11:00,36,79,31
2022-12-30 14:26:00,37,80,32
2022-12-30 14:41:00,36,79,33
2022-12-30 14:56:00,35,80,32
2022-12-30 15:11:00,36,79,31
2022-12-30 15:26:00,37,80,30
2022-12-30 15:41:00,36,79,29
2022-12-30 15:56:00,37,80,28
2022-12-30 16:11:00,38,81,29
2022-12-30 16:26:00,39,82,30
2022-12-30 16:41:00,38,83,31
2022-12-30 16:56:00,39,84,32
2022-12-30 17:11:00,40,85,33
2022-12-30 17:26:00,41,86,34
2022-12-30 17:41:00,42,85,35
2022-12-30 17:56:00,41,84,36
2022-12-30 18:11:00,42,85,35
2022-12-30 18:26:00,43,86,36
2022-12-30 18:41:00,42,87,35
2022-12-30 18:56:00,41,86,36
2022-12-30 19:11:00,40,85,37
2022-12-30 19:26:00,39,84,38
2022-12-30 19:41:00,40,85,37
2022-12-30 19:56:00,41,86,36
2022-12-30 20:11:00,40,87,35
2022-12-30 20:26:00,39,88,34
2022-12-30 20:41:00,38,89,33
2022-12-30 20:56:00,37,90,32
2022-12-30 21:11:00,38,89,33
2022-12-30 21:26:00,39,90,32
2022-12-30 21:41:00,40,89,31
2022-12-30 21:56:00,41,88,30
2022-12-30 22:11:00,40,87,31
2022-12-30 22:26:00,41,86,30
2022-12-30 22:41:00,40,87,29
2022-12-30 22:56:00,39,88,28
2022-12-30 23:11:00,40,89,29
2022-12-30 23:26:00,41,90,28
2022-12-30 23:41:00,40,89,27
2022-12-30 23:56:00,41,88,26
2022-12-31 00:11:00,42,87,25
2022-12-31 00:26:00,43,88,24
2022-12-31 00:41:00,42,87,23
2022-12-31 00:56:00,43,86,24
2022-12-31 01:11:00,44,87,23
2022-12-31 01:26:00,43,86,22
