Date,satsp,oat,clg,economizer_sig,supply_vfd_speed
1/19/2023 3:36,89,77,98,20,38
1/19/2023 3:51,88,78,97,20,37
1/19/2023 4:06,89,77,96,55,36
1/19/2023 4:21,88,76,97,20,35
1/19/2023 4:36,87,77,96,20,36
1/19/2023 4:51,86,76,95,20,37
1/19/2023 5:06,85,75,96,20,38
1/19/2023 5:21,86,76,95,20,39
1/19/2023 5:36,85,75,94,85,38
1/19/2023 5:51,84,74,93,85,39
1/19/2023 6:06,83,75,92,20,38
1/19/2023 6:21,82,74,91,20,37
1/19/2023 6:36,83,75,92,20,36
1/19/2023 6:51,84,76,91,20,35
1/19/2023 7:06,85,77,92,20,34
1/19/2023 7:21,86,76,93,20,33
1/19/2023 7:36,85,75,92,20,34
1/19/2023 7:51,86,76,91,20,35
1/19/2023 8:06,85,77,92,20,36
1/19/2023 8:21,84,76,93,20,37
1/19/2023 8:36,83,75,92,85,36
1/19/2023 8:51,82,76,93,20,35
1/19/2023 9:06,83,75,94,20,36
1/19/2023 9:21,84,74,93,20,35
1/19/2023 9:36,83,73,94,20,36
1/19/2023 9:51,82,72,93,85,35
1/19/2023 10:06,81,73,94,20,34
1/19/2023 10:21,80,74,95,20,33
1/19/2023 10:36,81,73,96,20,32
1/19/2023 10:51,80,74,97,88,33
1/19/2023 11:06,79,73,96,20,32
1/19/2023 11:21,80,72,97,20,33
1/19/2023 11:36,81,73,98,20,32
1/19/2023 11:51,82,74,99,20,33
1/19/2023 12:06,83,75,98,82,32
1/19/2023 12:21,84,74,99,44,31
1/19/2023 12:36,83,73,100,20,32
1/19/2023 12:51,84,74,99,88,33
1/19/2023 13:06,83,73,100,20,34
1/19/2023 13:21,82,74,100,20,33
1/19/2023 13:36,81,73,100,45,32
1/19/2023 13:51,82,72,100,20,33
1/19/2023 14:06,83,71,99,20,34
1/19/2023 14:21,84,72,98,20,35
1/19/2023 14:36,83,73,97,20,36
1/19/2023 14:51,82,72,98,20,35
1/19/2023 15:06,81,71,97,20,34
1/19/2023 15:21,82,72,96,20,33
1/19/2023 15:36,81,71,95,20,34
1/19/2023 15:51,80,72,94,20,35
1/19/2023 16:06,81,73,95,20,36
1/19/2023 16:21,82,72,96,20,35
1/19/2023 16:36,81,73,97,20,34
1/19/2023 16:51,82,74,96,20,33
1/19/2023 17:06,83,75,95,20,32
1/19/2023 17:21,82,76,94,20,33
1/19/2023 17:36,81,75,95,20,34
1/19/2023 17:51,82,76,94,20,33
1/19/2023 18:06,81,77,95,20,34
1/19/2023 18:21,82,78,94,20,33
1/19/2023 18:36,81,77,93,20,34
1/19/2023 18:51,82,76,92,20,33
1/19/2023 19:06,81,77,93,20,34
1/19/2023 19:21,82,78,92,20,33
1/19/2023 19:36,83,79,91,20,32
1/19/2023 19:51,84,78,92,20,33
1/19/2023 20:06,83,79,91,20,32
1/19/2023 20:21,84,78,92,20,31
1/19/2023 20:36,85,79,91,20,30
1/19/2023 20:51,84,80,92,20,29
1/19/2023 21:06,83,81,91,20,28
1/19/2023 21:21,84,80,92,20,27
1/19/2023 21:36,83,81,93,20,28
1/19/2023 21:51,84,80,92,20,29
1/19/2023 22:06,83,79,91,20,30
1/19/2023 22:21,82,80,92,20,31
1/19/2023 22:36,81,79,93,20,32
1/19/2023 22:51,82,80,92,20,31
1/19/2023 23:06,81,81,93,20,30
1/19/2023 23:21,82,80,94,20,31
1/19/2023 23:36,81,79,95,20,32
1/19/2023 23:51,82,80,94,20,33
1/20/2023 0:06,81,79,95,20,34
1/20/2023 0:21,82,80,94,20,33
1/20/2023 0:36,83,81,95,20,34
1/20/2023 0:51,84,80,96,20,33
1/20/2023 1:06,85,81,95,20,34
1/20/2023 1:21,84,82,96,20,35
1/20/2023 1:36,85,81,97,20,36
1/20/2023 1:51,84,82,98,20,37
1/20/2023 2:06,83,83,97,20,36
1/20/2023 2:21,84,82,98,20,37
1/20/2023 2:36,85,81,97,20,36
1/20/2023 2:51,84,80,98,20,35
1/20/2023 3:06,85,79,97,20,36
1/20/2023 3:21,84,78,98,20,37
1/20/2023 3:36,85,79,99,20,38
1/20/2023 3:51,84,78,98,20,39
1/20/2023 4:06,83,77,99,20,38
1/20/2023 4:21,82,78,98,20,37
1/20/2023 4:36,83,79,99,20,36
1/20/2023 4:51,82,78,100,20,35
1/20/2023 5:06,81,77,100,20,36
1/20/2023 5:21,80,76,99,20,35
1/20/2023 5:36,79,75,100,20,34
1/20/2023 5:51,78,76,100,20,35
1/20/2023 6:06,79,75,99,20,36
1/20/2023 6:21,78,76,100,20,35
1/20/2023 6:36,79,77,99,20,34
1/20/2023 6:51,80,78,100,20,35
1/20/2023 7:06,79,79,99,20,36
1/20/2023 7:21,78,80,98,20,35
1/20/2023 7:36,79,79,97,20,34
1/20/2023 7:51,78,78,98,20,35
1/20/2023 8:06,79,79,97,20,36
1/20/2023 8:21,78,78,98,20,37
1/20/2023 8:36,79,77,97,20,38
1/20/2023 8:51,78,76,98,20,37
1/20/2023 9:06,77,75,99,20,38
1/20/2023 9:21,76,76,98,20,39
1/20/2023 9:36,75,75,97,20,40
1/20/2023 9:51,76,76,98,20,39
1/20/2023 10:06,77,75,99,20,38
1/20/2023 10:21,76,74,98,20,39
1/20/2023 10:36,77,73,99,20,40
1/20/2023 10:51,76,72,100,20,39
1/20/2023 11:06,77,73,100,20,38
1/20/2023 11:21,76,74,99,20,39
1/20/2023 11:36,77,73,98,20,40
1/20/2023 11:51,78,72,99,20,39
1/20/2023 12:06,77,71,100,20,40
1/20/2023 12:21,78,72,99,20,41
1/20/2023 12:36,79,71,100,20,42
1/20/2023 12:51,78,70,99,20,41
1/20/2023 13:06,77,71,100,20,42
1/20/2023 13:21,76,72,100,20,43
1/20/2023 13:36,75,73,100,20,42
1/20/2023 13:51,76,72,100,20,41
1/20/2023 14:06,75,73,100,20,40
1/20/2023 14:21,74,74,99,20,39
1/20/2023 14:36,73,73,98,20,38
1/20/2023 14:51,72,74,99,20,39
1/20/2023 15:06,71,75,98,20,38
1/20/2023 15:21,70,76,97,20,39
1/20/2023 15:36,69,77,98,20,38
1/20/2023 15:51,70,76,99,20,37
1/20/2023 16:06,71,77,98,20,36
1/20/2023 16:21,70,78,99,20,35
1/20/2023 16:36,69,77,98,20,36
1/20/2023 16:51,68,78,99,20,37
1/20/2023 17:06,67,79,100,20,36
1/20/2023 17:21,66,80,100,20,37
1/20/2023 17:36,65,81,100,20,36
1/20/2023 17:51,66,82,99,20,35
1/20/2023 18:06,65,81,100,20,36
1/20/2023 18:21,66,80,100,20,37
1/20/2023 18:36,67,81,99,20,36
1/20/2023 18:51,66,82,98,20,37
1/20/2023 19:06,67,83,99,20,38
1/20/2023 19:21,66,82,100,20,39
1/20/2023 19:36,67,81,99,20,38
1/20/2023 19:51,66,80,100,20,39
1/20/2023 20:06,67,79,99,20,38
1/20/2023 20:21,66,78,100,20,39
1/20/2023 20:36,67,79,99,20,38
1/20/2023 20:51,66,80,98,20,37
1/20/2023 21:06,65,79,99,20,36
1/20/2023 21:21,66,78,98,20,37
1/20/2023 21:36,67,79,97,20,36
1/20/2023 21:51,66,78,96,20,35
1/20/2023 22:06,65,77,97,20,34
1/20/2023 22:21,66,78,98,20,33
1/20/2023 22:36,65,77,97,20,34
1/20/2023 22:51,66,78,98,20,35
1/20/2023 23:06,65,77,99,20,36
1/20/2023 23:21,66,78,98,20,35
1/20/2023 23:36,67,77,99,20,36
1/20/2023 23:51,68,76,100,20,37
1/21/2023 0:06,69,75,99,20,36
1/21/2023 0:21,70,74,100,20,35
1/21/2023 0:36,71,75,100,20,34
1/21/2023 0:51,72,74,99,20,33
1/21/2023 1:06,73,75,100,20,34
1/21/2023 1:21,74,76,99,20,33
1/21/2023 1:36,75,75,100,20,32
1/21/2023 1:51,74,74,99,20,31
1/21/2023 2:06,73,73,100,20,32
1/21/2023 2:21,72,74,99,20,31
1/21/2023 2:36,71,73,98,20,30
1/21/2023 2:51,70,72,99,20,29
1/21/2023 3:06,71,73,98,20,30
1/21/2023 3:21,72,74,97,20,29
1/21/2023 3:36,71,75,98,20,30
1/21/2023 3:51,70,76,99,20,29
1/21/2023 4:06,71,77,100,20,30
1/21/2023 4:21,70,76,100,20,31
1/21/2023 4:36,71,77,100,20,32
1/21/2023 4:51,72,78,100,20,31
1/21/2023 5:06,73,77,99,20,30
1/21/2023 5:21,74,78,98,20,31
1/21/2023 5:36,75,77,99,20,32
1/21/2023 5:51,76,76,100,20,31
1/21/2023 6:06,77,77,100,20,32
1/21/2023 6:21,78,78,99,20,31
1/21/2023 6:36,79,79,98,20,32
1/21/2023 6:51,78,78,99,20,31
1/21/2023 7:06,77,79,98,20,32
1/21/2023 7:21,76,80,99,20,31
1/21/2023 7:36,77,79,100,20,30
1/21/2023 7:51,78,80,100,20,31
1/21/2023 8:06,79,79,100,20,30
1/21/2023 8:21,78,78,100,20,31
1/21/2023 8:36,77,77,99,20,30
1/21/2023 8:51,76,78,98,20,29
1/21/2023 9:06,75,79,97,20,28
1/21/2023 9:21,74,78,96,20,27
1/21/2023 9:36,75,79,95,20,28
1/21/2023 9:51,74,80,96,20,29
1/21/2023 10:06,73,81,95,20,30
1/21/2023 10:21,74,82,94,20,29
1/21/2023 10:36,73,81,95,20,28
1/21/2023 10:51,74,82,94,20,29
1/21/2023 11:06,73,81,95,20,30
1/21/2023 11:21,72,82,94,20,29
1/21/2023 11:36,71,81,95,20,28
1/21/2023 11:51,70,82,94,20,27
1/21/2023 12:06,71,83,93,20,26
1/21/2023 12:21,72,82,94,20,27
1/21/2023 12:36,73,81,93,20,28
1/21/2023 12:51,72,80,92,20,29
1/21/2023 13:06,73,79,91,20,28
1/21/2023 13:21,72,78,90,20,27
1/21/2023 13:36,73,79,91,20,28
1/21/2023 13:51,74,78,92,20,27
1/21/2023 14:06,75,77,91,20,26
1/21/2023 14:21,76,76,92,20,27
1/21/2023 14:36,77,77,91,20,26
1/21/2023 14:51,78,78,92,20,25
1/21/2023 15:06,79,79,91,20,24
1/21/2023 15:21,80,80,90,20,25
1/21/2023 15:36,81,79,91,20,24
1/21/2023 15:51,82,78,90,20,23
1/21/2023 16:06,81,77,91,20,22
1/21/2023 16:21,80,76,92,20,21
1/21/2023 16:36,81,77,93,20,20
1/21/2023 16:51,82,76,94,20,21
1/21/2023 17:06,81,77,93,20,20
1/21/2023 17:21,82,78,92,20,21
1/21/2023 17:36,83,77,93,20,20
1/21/2023 17:51,82,78,92,20,21
1/21/2023 18:06,83,79,91,20,20
1/21/2023 18:21,84,80,92,20,21
1/21/2023 18:36,83,79,91,20,22
1/21/2023 18:51,84,78,90,20,21
1/21/2023 19:06,83,77,89,20,22
1/21/2023 19:21,84,76,88,20,23
1/21/2023 19:36,85,75,87,20,24
1/21/2023 19:51,86,76,86,20,25
1/21/2023 20:06,87,77,87,20,24
1/21/2023 20:21,86,78,86,20,23
1/21/2023 20:36,85,79,85,20,24
1/21/2023 20:51,86,78,86,20,25
1/21/2023 21:06,87,79,87,20,24
1/21/2023 21:21,88,80,88,20,25
1/21/2023 21:36,89,81,87,20,24
1/21/2023 21:51,88,82,86,20,25
1/21/2023 22:06,87,81,85,20,24
1/21/2023 22:21,88,80,84,20,25
1/21/2023 22:36,87,79,85,20,26
1/21/2023 22:51,86,80,86,20,27
1/21/2023 23:06,87,79,85,20,26
1/21/2023 23:21,86,78,86,20,27
1/21/2023 23:36,85,79,85,20,28
1/21/2023 23:51,86,80,84,20,27
1/22/2023 0:06,87,79,83,20,26
1/22/2023 0:21,88,80,82,20,25
1/22/2023 0:36,87,79,81,20,26
1/22/2023 0:51,88,78,82,20,27
1/22/2023 1:06,89,79,83,20,26
1/22/2023 1:21,90,80,82,20,27
1/22/2023 1:36,90,81,83,20,26
1/22/2023 1:51,89,80,82,20,27
1/22/2023 2:06,90,79,81,20,28
1/22/2023 2:21,89,80,82,20,27
1/22/2023 2:36,88,81,81,20,28
1/22/2023 2:51,87,80,80,20,29
1/22/2023 3:06,86,81,79,20,28
1/22/2023 3:21,85,82,80,20,27
1/22/2023 3:36,86,81,81,20,28
1/22/2023 3:51,87,80,80,20,29
1/22/2023 4:06,86,79,79,20,28
1/22/2023 4:21,85,80,80,20,29
1/22/2023 4:36,84,81,79,20,28
1/22/2023 4:51,85,82,78,20,27
1/22/2023 5:06,84,81,77,20,26
1/22/2023 5:21,85,82,78,20,27
1/22/2023 5:36,84,81,77,20,26
1/22/2023 5:51,83,80,76,20,25
1/22/2023 6:06,84,81,77,20,26
1/22/2023 6:21,83,80,76,20,25
1/22/2023 6:36,84,81,77,20,24
1/22/2023 6:51,83,80,78,20,23
1/22/2023 7:06,84,79,77,20,24
1/22/2023 7:21,85,80,76,20,23
1/22/2023 7:36,84,79,77,20,24
1/22/2023 7:51,85,80,76,20,25
1/22/2023 8:06,84,79,77,20,26
1/22/2023 8:21,85,78,76,20,27
1/22/2023 8:36,84,79,75,20,28
1/22/2023 8:51,83,78,74,20,29
1/22/2023 9:06,82,79,75,20,28
1/22/2023 9:21,83,78,76,20,27
1/22/2023 9:36,84,77,77,20,26
1/22/2023 9:51,85,78,78,20,25
1/22/2023 10:06,86,79,79,20,26
1/22/2023 10:21,85,80,78,20,25
1/22/2023 10:36,84,81,79,20,26
1/22/2023 10:51,83,80,78,20,25
1/22/2023 11:06,84,79,79,20,24
1/22/2023 11:21,83,78,80,20,25
1/22/2023 11:36,84,77,79,20,24
1/22/2023 11:51,85,78,78,20,25
1/22/2023 12:06,84,79,79,20,24
1/22/2023 12:21,83,78,80,20,23
1/22/2023 12:36,84,77,81,20,24
1/22/2023 12:51,83,78,80,20,23
1/22/2023 13:06,84,79,81,20,22
1/22/2023 13:21,85,78,80,20,23
1/22/2023 13:36,84,79,81,20,22
1/22/2023 13:51,85,80,80,20,21
1/22/2023 14:06,84,81,81,20,22
1/22/2023 14:21,85,80,82,20,23
1/22/2023 14:36,86,81,81,20,22
1/22/2023 14:51,85,80,80,20,23
1/22/2023 15:06,86,81,79,20,22
1/22/2023 15:21,85,80,78,20,21
1/22/2023 15:36,86,81,77,20,20
1/22/2023 15:51,87,82,76,20,21
1/22/2023 16:06,86,83,77,20,22
1/22/2023 16:21,87,82,76,20,21
1/22/2023 16:36,88,83,75,20,22
1/22/2023 16:51,87,84,74,20,21
1/22/2023 17:06,88,85,75,20,20
1/22/2023 17:21,89,86,76,20,19
1/22/2023 17:36,88,85,77,20,18
1/22/2023 17:51,87,86,78,20,19
1/22/2023 18:06,86,85,79,20,20
1/22/2023 18:21,85,84,78,20,19
1/22/2023 18:36,86,85,77,20,20
1/22/2023 18:51,85,86,78,20,19
1/22/2023 19:06,86,85,77,20,20
1/22/2023 19:21,87,84,76,0,19
1/22/2023 19:36,86,83,75,0,20
1/22/2023 19:51,87,84,74,0,21
1/22/2023 20:06,88,83,75,0,22
1/22/2023 20:21,89,84,76,0,23
1/22/2023 20:36,88,85,77,0,22
1/22/2023 20:51,89,86,76,0,21
1/22/2023 21:06,88,85,75,0,20
1/22/2023 21:21,87,84,76,0,21
1/22/2023 21:36,86,83,77,0,20
1/22/2023 21:51,85,82,76,0,19
1/22/2023 22:06,84,81,75,0,18
1/22/2023 22:21,83,82,74,0,19
1/22/2023 22:36,84,81,75,0,0
1/22/2023 22:51,85,80,74,0,0
1/22/2023 23:06,86,79,75,0,0
1/22/2023 23:21,87,78,74,0,0
1/22/2023 23:36,86,79,73,0,0
1/22/2023 23:51,85,78,74,0,0
1/23/2023 0:06,84,79,73,0,0
1/23/2023 0:21,83,78,74,0,0
1/23/2023 0:36,84,79,75,0,0
1/23/2023 0:51,85,78,76,0,0
1/23/2023 1:06,84,77,77,0,0
1/23/2023 1:21,83,78,76,0,0
1/23/2023 1:36,82,79,77,0,0
1/23/2023 1:51,83,78,78,0,0
1/23/2023 2:06,84,79,79,0,0
1/23/2023 2:21,85,78,80,0,0
1/23/2023 2:36,86,77,81,0,0
1/23/2023 2:51,87,76,80,0,0
1/23/2023 3:06,86,77,81,0,0
1/23/2023 3:21,85,76,80,0,0
1/23/2023 3:36,86,77,81,0,0
1/23/2023 3:51,87,76,80,0,0
1/23/2023 4:06,86,77,81,0,0
1/23/2023 4:21,85,76,82,0,0
1/23/2023 4:36,86,77,81,0,0
1/23/2023 4:51,85,78,82,0,0
1/23/2023 5:06,86,79,81,0,0
1/23/2023 5:21,87,78,80,0,0
1/23/2023 5:36,88,79,79,0,0
1/23/2023 5:51,89,78,78,0,0
1/23/2023 6:06,90,77,79,0,0
1/23/2023 6:21,90,78,80,0,0
1/23/2023 6:36,89,79,79,0,0
1/23/2023 6:51,88,78,78,0,0
1/23/2023 7:06,89,79,77,0,0
1/23/2023 7:21,90,78,76,0,0
1/23/2023 7:36,90,79,75,0,0
1/23/2023 7:51,90,80,76,0,0
1/23/2023 8:06,90,81,75,0,0
1/23/2023 8:21,90,82,74,0,0
1/23/2023 8:36,90,83,75,0,0
1/23/2023 8:51,89,84,74,0,0
1/23/2023 9:06,88,83,75,0,0
1/23/2023 9:21,89,82,76,0,0
1/23/2023 9:36,90,83,75,0,0
1/23/2023 9:51,89,82,76,0,0
1/23/2023 10:06,88,83,75,0,0
1/23/2023 10:21,89,84,74,0,0
1/23/2023 10:36,88,85,75,0,0
1/23/2023 10:51,89,84,76,0,0
1/23/2023 11:06,88,85,77,0,0
1/23/2023 11:21,89,86,76,0,0
1/23/2023 11:36,88,85,75,0,0
1/23/2023 11:51,89,86,74,0,0
1/23/2023 12:06,88,85,75,0,0
1/23/2023 12:21,89,86,74,0,0
1/23/2023 12:36,88,85,75,0,0
1/23/2023 12:51,89,84,76,0,0
1/23/2023 13:06,90,85,77,0,0
1/23/2023 13:21,89,86,78,0,0
1/23/2023 13:36,90,87,79,0,0
1/23/2023 13:51,90,86,78,0,0
1/23/2023 14:06,90,85,79,0,0
1/23/2023 14:21,90,86,78,0,0
1/23/2023 14:36,90,85,77,0,0
1/23/2023 14:51,90,86,78,0,0
1/23/2023 15:06,89,85,79,0,0
1/23/2023 15:21,90,84,80,0,0
1/23/2023 15:36,90,83,79,0,0
1/23/2023 15:51,90,82,78,0,0
1/23/2023 16:06,89,83,79,0,0
1/23/2023 16:21,88,82,80,0,0
1/23/2023 16:36,87,81,79,0,0
1/23/2023 16:51,86,80,80,0,0
1/23/2023 17:06,87,79,79,0,0
1/23/2023 17:21,88,80,80,0,0
1/23/2023 17:36,87,81,81,0,0
1/23/2023 17:51,86,82,82,0,0
1/23/2023 18:06,85,81,83,0,0
1/23/2023 18:21,84,80,84,0,0
1/23/2023 18:36,83,79,83,0,0
1/23/2023 18:51,84,78,84,0,0
1/23/2023 19:06,85,77,83,0,0
1/23/2023 19:21,86,78,82,0,0
1/23/2023 19:36,87,79,83,0,0
1/23/2023 19:51,86,80,84,0,0
1/23/2023 20:06,87,81,85,0,0
1/23/2023 20:21,88,80,84,0,0
1/23/2023 20:36,89,79,83,0,0
1/23/2023 20:51,90,78,84,0,0
1/23/2023 21:06,90,79,83,0,0
1/23/2023 21:21,89,78,82,0,0
1/23/2023 21:36,88,79,81,0,0
1/23/2023 21:51,89,78,80,0,0
1/23/2023 22:06,88,77,81,0,0
1/23/2023 22:21,89,76,82,0,0
1/23/2023 22:36,88,75,81,0,0
1/23/2023 22:51,89,76,82,0,0
1/23/2023 23:06,88,75,81,0,0
1/23/2023 23:21,87,76,82,0,0
1/23/2023 23:36,88,77,81,0,0
1/23/2023 23:51,89,78,82,0,0
1/24/2023 0:06,88,77,83,0,0
1/24/2023 0:21,87,76,84,0,0
1/24/2023 0:36,86,77,85,0,0
1/24/2023 0:51,87,78,84,0,0
1/24/2023 1:06,88,79,85,0,0
1/24/2023 1:21,87,80,84,0,0
1/24/2023 1:36,86,81,83,0,0
1/24/2023 1:51,85,82,84,0,0
1/24/2023 2:06,86,83,83,0,0
1/24/2023 2:21,85,84,82,0,0
1/24/2023 2:36,84,85,81,0,0
1/24/2023 2:51,85,86,82,0,0
1/24/2023 3:06,84,87,83,0,0
1/24/2023 3:21,83,86,84,0,0
1/24/2023 3:36,82,87,83,0,0
1/24/2023 3:51,83,86,84,0,0
1/24/2023 4:06,84,87,83,0,0
1/24/2023 4:21,83,86,82,0,0
1/24/2023 4:36,82,85,83,0,0
1/24/2023 4:51,81,86,84,0,0
1/24/2023 5:06,82,87,85,0,0
1/24/2023 5:21,83,86,84,0,0
1/24/2023 5:36,82,87,83,0,0
1/24/2023 5:51,83,88,84,0,0
1/24/2023 6:06,82,89,83,0,0
1/24/2023 6:21,83,90,84,0,0
1/24/2023 6:36,82,89,83,0,0
1/24/2023 6:51,83,88,84,0,0
1/24/2023 7:06,84,89,83,0,0
1/24/2023 7:21,83,88,84,0,0
1/24/2023 7:36,84,87,83,0,0
1/24/2023 7:51,85,86,84,0,0
1/24/2023 8:06,84,85,83,0,0
1/24/2023 8:21,85,84,82,0,0
1/24/2023 8:36,84,85,81,0,0
1/24/2023 8:51,83,84,82,0,0
1/24/2023 9:06,82,83,83,0,0
1/24/2023 9:21,83,82,84,0,0
1/24/2023 9:36,82,81,85,0,0
1/24/2023 9:51,81,80,84,0,0
1/24/2023 10:06,80,79,85,0,0
1/24/2023 10:21,81,80,86,0,0
1/24/2023 10:36,80,79,87,0,0
1/24/2023 10:51,79,80,86,0,0
1/24/2023 11:06,78,79,85,0,0
1/24/2023 11:21,77,78,84,0,0
1/24/2023 11:36,78,79,85,0,0
1/24/2023 11:51,77,80,86,0,0
1/24/2023 12:06,76,81,87,0,0
1/24/2023 12:21,77,82,86,0,0
1/24/2023 12:36,78,81,87,0,0
1/24/2023 12:51,77,80,88,0,0
1/24/2023 13:06,78,81,89,0,0
1/24/2023 13:21,77,82,88,0,0
1/24/2023 13:36,76,81,89,0,0
1/24/2023 13:51,77,80,90,0,0
1/24/2023 14:06,76,79,91,0,0
1/24/2023 14:21,77,78,90,0,0
1/24/2023 14:36,78,77,89,0,0
1/24/2023 14:51,77,78,90,0,0
1/24/2023 15:06,76,79,91,0,0
1/24/2023 15:21,75,80,92,0,0
1/24/2023 15:36,74,79,93,0,0
1/24/2023 15:51,73,80,94,0,0
1/24/2023 16:06,74,79,93,0,0
1/24/2023 16:21,73,78,94,0,0
1/24/2023 16:36,72,77,93,0,0
1/24/2023 16:51,73,78,92,0,0
1/24/2023 17:06,72,77,91,0,0
1/24/2023 17:21,71,78,92,0,0
1/24/2023 17:36,70,77,93,30,0
1/24/2023 17:51,69,78,94,29,0
1/24/2023 18:06,70,79,95,30,0
1/24/2023 18:21,71,78,96,29,0
1/24/2023 18:36,72,79,97,30,0
1/24/2023 18:51,71,80,96,31,0
1/24/2023 19:06,72,79,95,30,0
1/24/2023 19:21,71,80,94,31,0
1/24/2023 19:36,70,79,93,32,0
1/24/2023 19:51,71,80,92,33,0
1/24/2023 20:06,70,81,93,32,0
1/24/2023 20:21,71,80,92,31,0
1/24/2023 20:36,72,79,93,32,0
1/24/2023 20:51,73,80,92,33,0
1/24/2023 21:06,72,81,91,34,0
1/24/2023 21:21,73,80,92,35,0
1/24/2023 21:36,72,79,91,34,0
1/24/2023 21:51,71,80,92,35,0
1/24/2023 22:06,70,79,93,36,0
1/24/2023 22:21,71,80,92,37,0
1/24/2023 22:36,72,81,93,36,0
1/24/2023 22:51,73,82,92,37,0
1/24/2023 23:06,74,81,93,38,0
1/24/2023 23:21,75,82,92,37,0
1/24/2023 23:36,76,83,93,38,0
1/24/2023 23:51,77,82,92,39,0
1/25/2023 0:06,78,81,93,40,0
1/25/2023 0:21,77,80,94,39,0
1/25/2023 0:36,76,79,93,38,0
1/25/2023 0:51,75,80,94,37,0
1/25/2023 1:06,76,81,95,38,0
1/25/2023 1:21,75,82,96,39,0
1/25/2023 1:36,74,83,95,38,0
1/25/2023 1:51,73,82,94,39,0
1/25/2023 2:06,72,81,95,38,0
1/25/2023 2:21,71,82,96,37,0
1/25/2023 2:36,70,83,95,38,0
1/25/2023 2:51,71,84,94,39,0
1/25/2023 3:06,70,83,95,40,0
1/25/2023 3:21,71,84,96,39,0
1/25/2023 3:36,72,85,97,38,0
1/25/2023 3:51,71,86,96,39,0
1/25/2023 4:06,70,85,97,40,0
1/25/2023 4:21,71,86,96,39,0
1/25/2023 4:36,72,85,95,40,0
1/25/2023 4:51,73,84,96,41,0
1/25/2023 5:06,74,85,97,40,0
1/25/2023 5:21,75,86,96,39,0
1/25/2023 5:36,74,85,97,40,0
1/25/2023 5:51,75,84,96,41,0
1/25/2023 6:06,76,85,95,42,0
1/25/2023 6:21,75,84,96,43,0
1/25/2023 6:36,74,83,95,44,0
1/25/2023 6:51,73,84,96,43,0
1/25/2023 7:06,72,83,97,44,0
1/25/2023 7:21,71,84,96,45,0
1/25/2023 7:36,72,83,95,44,0
1/25/2023 7:51,71,82,94,45,0
