Date,sat,oat
2023-01-19 02:06:00,66,47
2023-01-19 02:21:00,65,48
2023-01-19 02:36:00,64,47
2023-01-19 02:51:00,63,48
2023-01-19 03:06:00,62,47
2023-01-19 03:21:00,63,48
2023-01-19 03:36:00,62,47
2023-01-19 03:51:00,63,46
2023-01-19 04:06:00,62,47
2023-01-19 04:21:00,63,48
2023-01-19 04:36:00,64,47
2023-01-19 04:51:00,63,46
2023-01-19 05:06:00,64,47
2023-01-19 05:21:00,63,48
2023-01-19 05:36:00,64,47
2023-01-19 05:51:00,65,46
2023-01-19 06:06:00,66,45
2023-01-19 06:21:00,67,44
2023-01-19 06:36:00,66,43
2023-01-19 06:51:00,67,42
2023-01-19 07:06:00,66,41
2023-01-19 07:21:00,65,40
2023-01-19 07:36:00,64,39
2023-01-19 07:51:00,63,40
2023-01-19 08:06:00,64,39
2023-01-19 08:21:00,65,38
2023-01-19 08:36:00,66,37
2023-01-19 08:51:00,67,36
2023-01-19 09:06:00,66,37
2023-01-19 09:21:00,67,38
2023-01-19 09:36:00,66,39
2023-01-19 09:51:00,65,40
2023-01-19 10:06:00,64,41
2023-01-19 10:21:00,63,42
2023-01-19 10:36:00,62,43
2023-01-19 10:51:00,61,44
2023-01-19 11:06:00,60,45
2023-01-19 11:21:00,61,46
2023-01-19 11:36:00,60,47
2023-01-19 11:51:00,60,48
2023-01-19 12:06:00,61,49
2023-01-19 12:21:00,62,48
2023-01-19 12:36:00,61,49
2023-01-19 12:51:00,62,50
2023-01-19 13:06:00,63,51
2023-01-19 13:21:00,64,52
2023-01-19 13:36:00,63,51
2023-01-19 13:51:00,62,52
2023-01-19 14:06:00,63,53
2023-01-19 14:21:00,64,52
2023-01-19 14:36:00,63,53
2023-01-19 14:51:00,62,54
2023-01-19 15:06:00,63,55
2023-01-19 15:21:00,64,54
2023-01-19 15:36:00,63,53
2023-01-19 15:51:00,62,52
2023-01-19 16:06:00,63,51
2023-01-19 16:21:00,64,50
2023-01-19 16:36:00,63,51
2023-01-19 16:51:00,62,52
2023-01-19 17:06:00,61,53
2023-01-19 17:21:00,62,54
2023-01-19 17:36:00,63,55
2023-01-19 17:51:00,64,54
2023-01-19 18:06:00,63,53
2023-01-19 18:21:00,62,52
2023-01-19 18:36:00,63,51
2023-01-19 18:51:00,64,50
2023-01-19 19:06:00,63,49
2023-01-19 19:21:00,62,50
2023-01-19 19:36:00,61,49
2023-01-19 19:51:00,60,50
2023-01-19 20:06:00,60,49
2023-01-19 20:21:00,60,48
2023-01-19 20:36:00,60,47
2023-01-19 20:51:00,60,46
2023-01-19 21:06:00,60,47
2023-01-19 21:21:00,61,46
2023-01-19 21:36:00,62,47
2023-01-19 21:51:00,63,48
2023-01-19 22:06:00,62,49
2023-01-19 22:21:00,61,50
2023-01-19 22:36:00,62,49
2023-01-19 22:51:00,63,48
2023-01-19 23:06:00,62,49
2023-01-19 23:21:00,63,50
2023-01-19 23:36:00,64,49
2023-01-19 23:51:00,65,50
2023-01-20 00:06:00,64,51
2023-01-20 00:21:00,65,50
2023-01-20 00:36:00,66,51
2023-01-20 00:51:00,67,52
2023-01-20 01:06:00,68,51
2023-01-20 01:21:00,67,50
2023-01-20 01:36:00,68,49
2023-01-20 01:51:00,67,50
2023-01-20 02:06:00,68,49
2023-01-20 02:21:00,67,50
2023-01-20 02:36:00,68,49
2023-01-20 02:51:00,67,48
2023-01-20 03:06:00,66,47
2023-01-20 03:21:00,67,46
2023-01-20 03:36:00,68,45
2023-01-20 03:51:00,69,44
2023-01-20 04:06:00,70,43
2023-01-20 04:21:00,71,44
2023-01-20 04:36:00,72,45
2023-01-20 04:51:00,73,44
2023-01-20 05:06:00,72,43
2023-01-20 05:21:00,71,44
2023-01-20 05:36:00,70,43
2023-01-20 05:51:00,71,42
2023-01-20 06:06:00,72,43
2023-01-20 06:21:00,73,44
2023-01-20 06:36:00,72,45
2023-01-20 06:51:00,73,46
2023-01-20 07:06:00,74,45
2023-01-20 07:21:00,73,44
2023-01-20 07:36:00,72,43
2023-01-20 07:51:00,73,42
2023-01-20 08:06:00,74,43
2023-01-20 08:21:00,73,44
2023-01-20 08:36:00,72,43
2023-01-20 08:51:00,71,42
2023-01-20 09:06:00,70,43
2023-01-20 09:21:00,71,42
2023-01-20 09:36:00,70,41
2023-01-20 09:51:00,69,40
2023-01-20 10:06:00,68,41
2023-01-20 10:21:00,67,40
2023-01-20 10:36:00,66,41
2023-01-20 10:51:00,67,40
2023-01-20 11:06:00,66,39
2023-01-20 11:21:00,67,38
2023-01-20 11:36:00,68,39
2023-01-20 11:51:00,67,40
2023-01-20 12:06:00,66,39
2023-01-20 12:21:00,67,38
2023-01-20 12:36:00,68,39
2023-01-20 12:51:00,67,38
2023-01-20 13:06:00,68,39
2023-01-20 13:21:00,67,38
2023-01-20 13:36:00,68,37
2023-01-20 13:51:00,67,38
2023-01-20 14:06:00,68,37
2023-01-20 14:21:00,67,36
2023-01-20 14:36:00,68,35
2023-01-20 14:51:00,69,36
2023-01-20 15:06:00,68,35
2023-01-20 15:21:00,67,34
2023-01-20 15:36:00,66,33
2023-01-20 15:51:00,67,34
2023-01-20 16:06:00,66,35
2023-01-20 16:21:00,65,34
2023-01-20 16:36:00,64,33
2023-01-20 16:51:00,63,32
2023-01-20 17:06:00,64,33
2023-01-20 17:21:00,65,34
2023-01-20 17:36:00,64,33
2023-01-20 17:51:00,63,32
2023-01-20 18:06:00,64,31
2023-01-20 18:21:00,65,30
2023-01-20 18:36:00,64,31
2023-01-20 18:51:00,65,32
2023-01-20 19:06:00,64,31
2023-01-20 19:21:00,65,32
2023-01-20 19:36:00,64,31
2023-01-20 19:51:00,63,32
2023-01-20 20:06:00,64,31
2023-01-20 20:21:00,63,30
2023-01-20 20:36:00,64,29
2023-01-20 20:51:00,65,30
2023-01-20 21:06:00,66,29
2023-01-20 21:21:00,65,30
2023-01-20 21:36:00,66,31
2023-01-20 21:51:00,65,30
2023-01-20 22:06:00,64,29
2023-01-20 22:21:00,63,30
2023-01-20 22:36:00,64,29
2023-01-20 22:51:00,65,28
2023-01-20 23:06:00,66,27
2023-01-20 23:21:00,65,28
2023-01-20 23:36:00,64,27
2023-01-20 23:51:00,65,26
2023-01-21 00:06:00,64,25
2023-01-21 00:21:00,65,26
2023-01-21 00:36:00,64,27
2023-01-21 00:51:00,65,28
2023-01-21 01:06:00,64,27
2023-01-21 01:21:00,65,26
2023-01-21 01:36:00,66,25
2023-01-21 01:51:00,67,24
2023-01-21 02:06:00,68,23
2023-01-21 02:21:00,67,22
2023-01-21 02:36:00,66,23
2023-01-21 02:51:00,67,22
2023-01-21 03:06:00,66,23
2023-01-21 03:21:00,67,24
2023-01-21 03:36:00,68,23
2023-01-21 03:51:00,69,22
2023-01-21 04:06:00,70,21
2023-01-21 04:21:00,69,22
2023-01-21 04:36:00,68,23
2023-01-21 04:51:00,69,22
2023-01-21 05:06:00,70,21
2023-01-21 05:21:00,71,22
2023-01-21 05:36:00,70,21
2023-01-21 05:51:00,69,20
2023-01-21 06:06:00,68,21
2023-01-21 06:21:00,69,20
2023-01-21 06:36:00,70,21
2023-01-21 06:51:00,71,22
2023-01-21 07:06:00,72,23
2023-01-21 07:21:00,73,24
2023-01-21 07:36:00,74,23
2023-01-21 07:51:00,73,24
2023-01-21 08:06:00,74,23
2023-01-21 08:21:00,73,24
2023-01-21 08:36:00,72,23
2023-01-21 08:51:00,73,22
2023-01-21 09:06:00,72,23
2023-01-21 09:21:00,71,22
2023-01-21 09:36:00,70,21
2023-01-21 09:51:00,69,20
2023-01-21 10:06:00,68,21
2023-01-21 10:21:00,69,20
2023-01-21 10:36:00,68,21
2023-01-21 10:51:00,69,20
2023-01-21 11:06:00,68,21
2023-01-21 11:21:00,69,20
2023-01-21 11:36:00,70,21
2023-01-21 11:51:00,71,20
2023-01-21 12:06:00,70,19
2023-01-21 12:21:00,71,18
2023-01-21 12:36:00,72,19
2023-01-21 12:51:00,73,20
2023-01-21 13:06:00,72,21
2023-01-21 13:21:00,73,20
2023-01-21 13:36:00,72,21
2023-01-21 13:51:00,73,22
2023-01-21 14:06:00,72,21
2023-01-21 14:21:00,71,20
2023-01-21 14:36:00,70,19
2023-01-21 14:51:00,69,18
2023-01-21 15:06:00,68,17
2023-01-21 15:21:00,67,16
2023-01-21 15:36:00,66,17
2023-01-21 15:51:00,65,18
2023-01-21 16:06:00,66,19
2023-01-21 16:21:00,65,18
2023-01-21 16:36:00,64,19
2023-01-21 16:51:00,65,20
2023-01-21 17:06:00,66,21
2023-01-21 17:21:00,67,22
2023-01-21 17:36:00,66,21
2023-01-21 17:51:00,67,22
2023-01-21 18:06:00,66,21
2023-01-21 18:21:00,65,20
2023-01-21 18:36:00,66,19
2023-01-21 18:51:00,67,20
2023-01-21 19:06:00,68,21
2023-01-21 19:21:00,69,22
2023-01-21 19:36:00,68,21
2023-01-21 19:51:00,67,20
2023-01-21 20:06:00,66,19
2023-01-21 20:21:00,67,18
2023-01-21 20:36:00,66,19
2023-01-21 20:51:00,67,20
2023-01-21 21:06:00,66,19
2023-01-21 21:21:00,65,18
2023-01-21 21:36:00,64,17
2023-01-21 21:51:00,65,16
2023-01-21 22:06:00,64,15
2023-01-21 22:21:00,65,14
2023-01-21 22:36:00,66,15
2023-01-21 22:51:00,67,14
2023-01-21 23:06:00,66,15
2023-01-21 23:21:00,65,16
2023-01-21 23:36:00,64,15
2023-01-21 23:51:00,65,14
2023-01-22 00:06:00,64,13
2023-01-22 00:21:00,63,14
2023-01-22 00:36:00,62,13
2023-01-22 00:51:00,63,14
2023-01-22 01:06:00,64,13
2023-01-22 01:21:00,65,12
2023-01-22 01:36:00,64,13
2023-01-22 01:51:00,65,14
2023-01-22 02:06:00,66,15
2023-01-22 02:21:00,65,14
2023-01-22 02:36:00,64,13
2023-01-22 02:51:00,63,14
2023-01-22 03:06:00,64,13
2023-01-22 03:21:00,65,12
2023-01-22 03:36:00,66,11
2023-01-22 03:51:00,65,10
2023-01-22 04:06:00,64,9
2023-01-22 04:21:00,63,10
2023-01-22 04:36:00,64,9
2023-01-22 04:51:00,63,10
2023-01-22 05:06:00,62,9
2023-01-22 05:21:00,63,10
2023-01-22 05:36:00,64,9
2023-01-22 05:51:00,63,8
2023-01-22 06:06:00,64,7
2023-01-22 06:21:00,65,6
2023-01-22 06:36:00,66,7
2023-01-22 06:51:00,65,8
2023-01-22 07:06:00,66,9
2023-01-22 07:21:00,67,8
2023-01-22 07:36:00,68,9
2023-01-22 07:51:00,67,8
2023-01-22 08:06:00,66,7
2023-01-22 08:21:00,67,8
2023-01-22 08:36:00,66,9
2023-01-22 08:51:00,67,10
2023-01-22 09:06:00,68,9
2023-01-22 09:21:00,67,10
2023-01-22 09:36:00,68,11
2023-01-22 09:51:00,67,10
2023-01-22 10:06:00,68,9
2023-01-22 10:21:00,67,8
2023-01-22 10:36:00,68,7
2023-01-22 10:51:00,67,8
2023-01-22 11:06:00,66,9
2023-01-22 11:21:00,67,10
2023-01-22 11:36:00,68,9
2023-01-22 11:51:00,67,10
2023-01-22 12:06:00,66,9
2023-01-22 12:21:00,65,10
2023-01-22 12:36:00,66,9
2023-01-22 12:51:00,67,8
2023-01-22 13:06:00,66,7
2023-01-22 13:21:00,65,8
2023-01-22 13:36:00,66,7
2023-01-22 13:51:00,67,8
2023-01-22 14:06:00,66,7
2023-01-22 14:21:00,65,8
2023-01-22 14:36:00,66,7
2023-01-22 14:51:00,65,6
2023-01-22 15:06:00,66,7
2023-01-22 15:21:00,67,8
2023-01-22 15:36:00,68,7
2023-01-22 15:51:00,69,6
2023-01-22 16:06:00,68,7
2023-01-22 16:21:00,69,8
2023-01-22 16:36:00,70,9
2023-01-22 16:51:00,69,8
2023-01-22 17:06:00,70,9
2023-01-22 17:21:00,69,8
2023-01-22 17:36:00,68,7
2023-01-22 17:51:00,69,6
2023-01-22 18:06:00,68,7
2023-01-22 18:21:00,67,8
2023-01-22 18:36:00,66,9
2023-01-22 18:51:00,65,8
2023-01-22 19:06:00,66,9
2023-01-22 19:21:00,65,8
2023-01-22 19:36:00,66,9
2023-01-22 19:51:00,65,10
2023-01-22 20:06:00,64,9
2023-01-22 20:21:00,65,10
2023-01-22 20:36:00,64,9
2023-01-22 20:51:00,65,8
2023-01-22 21:06:00,66,7
2023-01-22 21:21:00,65,8
2023-01-22 21:36:00,66,9
2023-01-22 21:51:00,65,10
2023-01-22 22:06:00,66,9
2023-01-22 22:21:00,65,10
2023-01-22 22:36:00,64,11
2023-01-22 22:51:00,65,12
2023-01-22 23:06:00,66,13
2023-01-22 23:21:00,65,12
2023-01-22 23:36:00,66,13
2023-01-22 23:51:00,65,14
2023-01-23 00:06:00,66,15
2023-01-23 00:21:00,65,14
2023-01-23 00:36:00,64,13
2023-01-23 00:51:00,63,12
2023-01-23 01:06:00,64,11
2023-01-23 01:21:00,63,12
2023-01-23 01:36:00,62,13
2023-01-23 01:51:00,61,12
2023-01-23 02:06:00,62,11
2023-01-23 02:21:00,63,10
2023-01-23 02:36:00,62,9
2023-01-23 02:51:00,61,10
2023-01-23 03:06:00,60,11
2023-01-23 03:21:00,61,12
2023-01-23 03:36:00,62,11
2023-01-23 03:51:00,63,12
2023-01-23 04:06:00,62,11
2023-01-23 04:21:00,63,10
2023-01-23 04:36:00,62,11
2023-01-23 04:51:00,61,12
2023-01-23 05:06:00,62,11
2023-01-23 05:21:00,61,12
2023-01-23 05:36:00,60,11
2023-01-23 05:51:00,61,12
2023-01-23 06:06:00,62,11
2023-01-23 06:21:00,63,10
2023-01-23 06:36:00,64,11
2023-01-23 06:51:00,63,10
2023-01-23 07:06:00,62,9
2023-01-23 07:21:00,61,8
2023-01-23 07:36:00,62,9
2023-01-23 07:51:00,61,10
2023-01-23 08:06:00,62,9
2023-01-23 08:21:00,61,10
2023-01-23 08:36:00,62,11
2023-01-23 08:51:00,61,12
2023-01-23 09:06:00,62,11
2023-01-23 09:21:00,61,12
2023-01-23 09:36:00,62,11
2023-01-23 09:51:00,63,10
2023-01-23 10:06:00,64,11
2023-01-23 10:21:00,65,10
2023-01-23 10:36:00,66,11
2023-01-23 10:51:00,67,12
2023-01-23 11:06:00,66,13
2023-01-23 11:21:00,65,12
2023-01-23 11:36:00,64,13
2023-01-23 11:51:00,65,12
2023-01-23 12:06:00,66,13
2023-01-23 12:21:00,67,14
2023-01-23 12:36:00,66,13
2023-01-23 12:51:00,65,14
2023-01-23 13:06:00,64,15
2023-01-23 13:21:00,63,14
2023-01-23 13:36:00,64,15
2023-01-23 13:51:00,65,14
2023-01-23 14:06:00,66,13
2023-01-23 14:21:00,67,12
2023-01-23 14:36:00,68,13
2023-01-23 14:51:00,67,14
2023-01-23 15:06:00,66,13
2023-01-23 15:21:00,67,12
2023-01-23 15:36:00,66,13
2023-01-23 15:51:00,67,12
2023-01-23 16:06:00,66,11
2023-01-23 16:21:00,65,12
2023-01-23 16:36:00,64,13
2023-01-23 16:51:00,63,12
2023-01-23 17:06:00,64,11
2023-01-23 17:21:00,63,10
2023-01-23 17:36:00,62,9
2023-01-23 17:51:00,63,8
2023-01-23 18:06:00,64,9
2023-01-23 18:21:00,63,8
2023-01-23 18:36:00,62,9
2023-01-23 18:51:00,61,8
2023-01-23 19:06:00,60,7
2023-01-23 19:21:00,61,6
2023-01-23 19:36:00,62,7
2023-01-23 19:51:00,63,6
2023-01-23 20:06:00,62,5
2023-01-23 20:21:00,61,4
2023-01-23 20:36:00,62,5
2023-01-23 20:51:00,63,6
2023-01-23 21:06:00,62,7
2023-01-23 21:21:00,63,8
2023-01-23 21:36:00,62,9
2023-01-23 21:51:00,61,8
2023-01-23 22:06:00,62,7
2023-01-23 22:21:00,61,6
2023-01-23 22:36:00,60,5
2023-01-23 22:51:00,61,4
2023-01-23 23:06:00,60,3
2023-01-23 23:21:00,60,2
2023-01-23 23:36:00,60,1
2023-01-23 23:51:00,61,0
2023-01-24 00:06:00,62,1
2023-01-24 00:21:00,63,2
2023-01-24 00:36:00,64,1
2023-01-24 00:51:00,65,0
2023-01-24 01:06:00,66,-1
2023-01-24 01:21:00,67,-2
2023-01-24 01:36:00,66,-1
2023-01-24 01:51:00,67,-2
2023-01-24 02:06:00,68,-3
2023-01-24 02:21:00,67,-2
2023-01-24 02:36:00,68,-3
2023-01-24 02:51:00,67,-2
2023-01-24 03:06:00,68,-3
2023-01-24 03:21:00,67,-2
2023-01-24 03:36:00,66,-1
2023-01-24 03:51:00,67,0
2023-01-24 04:06:00,68,-1
2023-01-24 04:21:00,67,-2
2023-01-24 04:36:00,68,-1
2023-01-24 04:51:00,67,0
2023-01-24 05:06:00,66,1
2023-01-24 05:21:00,67,2
2023-01-24 05:36:00,66,1
2023-01-24 05:51:00,65,2
2023-01-24 06:06:00,64,1
2023-01-24 06:21:00,63,2
2023-01-24 06:36:00,62,1
2023-01-24 06:51:00,61,2
2023-01-24 07:06:00,60,3
2023-01-24 07:21:00,61,2
2023-01-24 07:36:00,60,1
2023-01-24 07:51:00,61,2
2023-01-24 08:06:00,60,1
2023-01-24 08:21:00,61,0
2023-01-24 08:36:00,62,-1
2023-01-24 08:51:00,61,0
2023-01-24 09:06:00,62,1
2023-01-24 09:21:00,61,2
2023-01-24 09:36:00,62,3
2023-01-24 09:51:00,63,2
2023-01-24 10:06:00,62,1
2023-01-24 10:21:00,63,2
2023-01-24 10:36:00,64,1
2023-01-24 10:51:00,63,2
2023-01-24 11:06:00,64,3
2023-01-24 11:21:00,65,4
2023-01-24 11:36:00,66,3
2023-01-24 11:51:00,65,2
2023-01-24 12:06:00,64,3
2023-01-24 12:21:00,63,4
2023-01-24 12:36:00,62,3
2023-01-24 12:51:00,63,4
2023-01-24 13:06:00,64,3
2023-01-24 13:21:00,65,4
2023-01-24 13:36:00,66,5
2023-01-24 13:51:00,67,4
2023-01-24 14:06:00,68,5
2023-01-24 14:21:00,69,6
2023-01-24 14:36:00,70,7
2023-01-24 14:51:00,71,6
2023-01-24 15:06:00,72,5
2023-01-24 15:21:00,71,6
2023-01-24 15:36:00,70,7
2023-01-24 15:51:00,69,8
2023-01-24 16:06:00,70,9
2023-01-24 16:21:00,71,8
2023-01-24 16:36:00,70,9
2023-01-24 16:51:00,71,8
2023-01-24 17:06:00,72,7
2023-01-24 17:21:00,73,6
2023-01-24 17:36:00,74,5
2023-01-24 17:51:00,73,4
2023-01-24 18:06:00,72,5
2023-01-24 18:21:00,71,4
2023-01-24 18:36:00,70,3
2023-01-24 18:51:00,69,4
2023-01-24 19:06:00,68,3
2023-01-24 19:21:00,69,2
2023-01-24 19:36:00,68,1
2023-01-24 19:51:00,67,0
2023-01-24 20:06:00,68,-1
2023-01-24 20:21:00,69,-2
2023-01-24 20:36:00,70,-1
2023-01-24 20:51:00,71,-2
2023-01-24 21:06:00,70,-1
2023-01-24 21:21:00,69,-2
2023-01-24 21:36:00,68,-3
2023-01-24 21:51:00,67,-4
2023-01-24 22:06:00,68,-5
2023-01-24 22:21:00,67,-6
2023-01-24 22:36:00,66,-5
2023-01-24 22:51:00,65,-6
2023-01-24 23:06:00,64,-5
2023-01-24 23:21:00,65,-4
2023-01-24 23:36:00,66,-3
2023-01-24 23:51:00,65,-4
2023-01-25 00:06:00,66,-5
2023-01-25 00:21:00,65,-4
2023-01-25 00:36:00,66,-5
2023-01-25 00:51:00,65,-6
2023-01-25 01:06:00,64,-7
2023-01-25 01:21:00,65,-6
2023-01-25 01:36:00,64,-7
2023-01-25 01:51:00,65,-6
2023-01-25 02:06:00,66,-7
2023-01-25 02:21:00,65,-6
2023-01-25 02:36:00,64,-5
2023-01-25 02:51:00,63,-6
2023-01-25 03:06:00,64,-5
2023-01-25 03:21:00,65,-6
2023-01-25 03:36:00,64,-7
2023-01-25 03:51:00,65,-8
2023-01-25 04:06:00,66,-7
2023-01-25 04:21:00,67,-6
2023-01-25 04:36:00,68,-5
2023-01-25 04:51:00,67,-6
2023-01-25 05:06:00,66,-5
2023-01-25 05:21:00,67,-6
2023-01-25 05:36:00,66,-5
2023-01-25 05:51:00,65,-6
2023-01-25 06:06:00,66,-5
2023-01-25 06:21:00,65,-4
2023-01-25 06:36:00,64,-3
2023-01-25 06:51:00,65,-2
2023-01-25 07:06:00,64,-1
2023-01-25 07:21:00,63,0
2023-01-25 07:36:00,62,1
2023-01-25 07:51:00,63,2
2023-01-25 08:06:00,62,1
2023-01-25 08:21:00,63,2
2023-01-25 08:36:00,62,1
2023-01-25 08:51:00,63,0
2023-01-25 09:06:00,62,1
2023-01-25 09:21:00,63,2
2023-01-25 09:36:00,64,1
2023-01-25 09:51:00,65,2
2023-01-25 10:06:00,64,1
2023-01-25 10:21:00,63,2
2023-01-25 10:36:00,62,3
2023-01-25 10:51:00,61,4
2023-01-25 11:06:00,60,5
2023-01-25 11:21:00,61,4
2023-01-25 11:36:00,62,5
2023-01-25 11:51:00,63,4
2023-01-25 12:06:00,64,5
2023-01-25 12:21:00,65,4
2023-01-25 12:36:00,66,5
2023-01-25 12:51:00,65,6
2023-01-25 13:06:00,64,5
2023-01-25 13:21:00,63,6
2023-01-25 13:36:00,64,7
2023-01-25 13:51:00,65,8
2023-01-25 14:06:00,64,7
2023-01-25 14:21:00,65,8
2023-01-25 14:36:00,64,9
2023-01-25 14:51:00,65,8
2023-01-25 15:06:00,64,7
2023-01-25 15:21:00,65,6
2023-01-25 15:36:00,64,5
2023-01-25 15:51:00,63,4
2023-01-25 16:06:00,62,5
2023-01-25 16:21:00,61,6
2023-01-25 16:36:00,62,7
2023-01-25 16:51:00,61,8
2023-01-25 17:06:00,62,9
2023-01-25 17:21:00,61,8
2023-01-25 17:36:00,60,9
2023-01-25 17:51:00,61,10
2023-01-25 18:06:00,60,9
2023-01-25 18:21:00,60,8
2023-01-25 18:36:00,61,7
2023-01-25 18:51:00,62,6
2023-01-25 19:06:00,63,5
2023-01-25 19:21:00,62,4
2023-01-25 19:36:00,63,5
2023-01-25 19:51:00,64,4
2023-01-25 20:06:00,65,5
2023-01-25 20:21:00,64,6
2023-01-25 20:36:00,63,7
2023-01-25 20:51:00,62,8
2023-01-25 21:06:00,61,9
2023-01-25 21:21:00,62,8
2023-01-25 21:36:00,61,9
2023-01-25 21:51:00,62,8
2023-01-25 22:06:00,61,7
2023-01-25 22:21:00,62,6
2023-01-25 22:36:00,61,7
2023-01-25 22:51:00,62,6
2023-01-25 23:06:00,61,5
2023-01-25 23:21:00,60,6
2023-01-25 23:36:00,60,7
2023-01-25 23:51:00,60,8
2023-01-26 00:06:00,60,7
2023-01-26 00:21:00,60,6
2023-01-26 00:36:00,61,7
2023-01-26 00:51:00,60,8
2023-01-26 01:06:00,60,9
2023-01-26 01:21:00,61,8
2023-01-26 01:36:00,60,9
2023-01-26 01:51:00,60,8
2023-01-26 02:06:00,60,7
2023-01-26 02:21:00,60,6
2023-01-26 02:36:00,60,7
2023-01-26 02:51:00,61,8
2023-01-26 03:06:00,62,7
2023-01-26 03:21:00,61,8
2023-01-26 03:36:00,60,7
2023-01-26 03:51:00,61,6
2023-01-26 04:06:00,62,5
2023-01-26 04:21:00,63,6
2023-01-26 04:36:00,64,5
2023-01-26 04:51:00,63,6
2023-01-26 05:06:00,64,5
2023-01-26 05:21:00,65,4
2023-01-26 05:36:00,66,5
2023-01-26 05:51:00,65,6
2023-01-26 06:06:00,66,5
2023-01-26 06:21:00,65,6
2023-01-26 06:36:00,66,5
2023-01-26 06:51:00,67,6
2023-01-26 07:06:00,66,5
2023-01-26 07:21:00,65,4
2023-01-26 07:36:00,66,5
2023-01-26 07:51:00,65,6
2023-01-26 08:06:00,64,7
2023-01-26 08:21:00,65,8
2023-01-26 08:36:00,66,9
2023-01-26 08:51:00,65,10
2023-01-26 09:06:00,64,11
2023-01-26 09:21:00,63,12
2023-01-26 09:36:00,64,11
2023-01-26 09:51:00,65,12
2023-01-26 10:06:00,66,11
2023-01-26 10:21:00,67,12
2023-01-26 10:36:00,68,13
2023-01-26 10:51:00,69,14
2023-01-26 11:06:00,68,13
2023-01-26 11:21:00,67,14
2023-01-26 11:36:00,68,13
2023-01-26 11:51:00,69,14
2023-01-26 12:06:00,70,13
2023-01-26 12:21:00,71,12
2023-01-26 12:36:00,72,11
2023-01-26 12:51:00,73,12
2023-01-26 13:06:00,72,13
2023-01-26 13:21:00,71,12
2023-01-26 13:36:00,70,11
2023-01-26 13:51:00,69,10
2023-01-26 14:06:00,68,9
2023-01-26 14:21:00,69,10
2023-01-26 14:36:00,70,11
2023-01-26 14:51:00,69,12
2023-01-26 15:06:00,68,11
2023-01-26 15:21:00,69,12
2023-01-26 15:36:00,68,13
2023-01-26 15:51:00,67,12
2023-01-26 16:06:00,68,13
2023-01-26 16:21:00,69,12
2023-01-26 16:36:00,68,11
2023-01-26 16:51:00,69,10
2023-01-26 17:06:00,68,9
2023-01-26 17:21:00,67,10
2023-01-26 17:36:00,66,11
2023-01-26 17:51:00,67,12
2023-01-26 18:06:00,68,11
2023-01-26 18:21:00,69,10
2023-01-26 18:36:00,68,9
2023-01-26 18:51:00,69,10
2023-01-26 19:06:00,70,11
2023-01-26 19:21:00,71,12
2023-01-26 19:36:00,72,13
2023-01-26 19:51:00,73,14
2023-01-26 20:06:00,74,13
2023-01-26 20:21:00,73,14
2023-01-26 20:36:00,72,13
2023-01-26 20:51:00,73,12
2023-01-26 21:06:00,74,11
2023-01-26 21:21:00,75,10
2023-01-26 21:36:00,74,9
2023-01-26 21:51:00,75,10
2023-01-26 22:06:00,74,9
2023-01-26 22:21:00,73,10
2023-01-26 22:36:00,72,9
