Date,sat,mat
2022-12-24 23:29:00,44,55
2022-12-24 23:44:00,43,54
2022-12-24 23:59:00,42,55
2022-12-25 00:14:00,41,54
2022-12-25 00:29:00,40,53
2022-12-25 00:44:00,39,54
2022-12-25 00:59:00,38,55
2022-12-25 01:14:00,37,56
2022-12-25 01:29:00,38,57
2022-12-25 01:44:00,39,56
2022-12-25 01:59:00,38,55
2022-12-25 02:14:00,39,54
2022-12-25 02:29:00,38,55
2022-12-25 02:44:00,37,56
2022-12-25 02:59:00,38,55
2022-12-25 03:14:00,37,56
2022-12-25 03:29:00,38,55
2022-12-25 03:44:00,39,56
2022-12-25 03:59:00,40,55
2022-12-25 04:14:00,41,54
2022-12-25 04:29:00,40,53
2022-12-25 04:44:00,39,52
2022-12-25 04:59:00,40,53
2022-12-25 05:14:00,39,54
2022-12-25 05:29:00,38,53
2022-12-25 05:44:00,37,52
2022-12-25 05:59:00,36,51
2022-12-25 06:14:00,37,52
2022-12-25 06:29:00,36,53
2022-12-25 06:44:00,35,54
2022-12-25 06:59:00,34,53
2022-12-25 07:14:00,33,52
2022-12-25 07:29:00,32,51
2022-12-25 07:44:00,33,52
2022-12-25 07:59:00,34,51
2022-12-25 08:14:00,33,52
2022-12-25 08:29:00,32,53
2022-12-25 08:44:00,33,54
2022-12-25 08:59:00,32,55
2022-12-25 09:14:00,33,54
2022-12-25 09:29:00,34,53
2022-12-25 09:44:00,33,52
2022-12-25 09:59:00,34,53
2022-12-25 10:14:00,35,54
2022-12-25 10:29:00,36,53
2022-12-25 10:44:00,37,54
2022-12-25 10:59:00,38,55
2022-12-25 11:14:00,39,56
2022-12-25 11:29:00,40,55
2022-12-25 11:44:00,39,54
2022-12-25 11:59:00,40,55
2022-12-25 12:14:00,39,54
2022-12-25 12:29:00,40,53
2022-12-25 12:44:00,39,54
2022-12-25 12:59:00,40,55
2022-12-25 13:14:00,41,56
2022-12-25 13:29:00,40,55
2022-12-25 13:44:00,39,54
2022-12-25 13:59:00,40,53
2022-12-25 14:14:00,39,52
2022-12-25 14:29:00,38,53
2022-12-25 14:44:00,39,52
2022-12-25 14:59:00,40,51
2022-12-25 15:14:00,39,50
2022-12-25 15:29:00,40,51
2022-12-25 15:44:00,41,50
2022-12-25 15:59:00,40,49
2022-12-25 16:14:00,41,50
2022-12-25 16:29:00,42,51
2022-12-25 16:44:00,41,52
2022-12-25 16:59:00,42,51
2022-12-25 17:14:00,41,50
2022-12-25 17:29:00,40,49
2022-12-25 17:44:00,41,48
2022-12-25 17:59:00,42,47
2022-12-25 18:14:00,43,48
2022-12-25 18:29:00,42,47
2022-12-25 18:44:00,41,46
2022-12-25 18:59:00,40,47
2022-12-25 19:14:00,39,48
2022-12-25 19:29:00,40,49
2022-12-25 19:44:00,41,48
2022-12-25 19:59:00,40,49
2022-12-25 20:14:00,41,50
2022-12-25 20:29:00,42,51
2022-12-25 20:44:00,43,52
2022-12-25 20:59:00,44,51
2022-12-25 21:14:00,45,52
2022-12-25 21:29:00,44,51
2022-12-25 21:44:00,45,50
2022-12-25 21:59:00,46,49
2022-12-25 22:14:00,45,48
2022-12-25 22:29:00,44,49
2022-12-25 22:44:00,45,48
2022-12-25 22:59:00,46,49
2022-12-25 23:14:00,47,48
2022-12-25 23:29:00,46,47
2022-12-25 23:44:00,45,46
2022-12-25 23:59:00,46,47
2022-12-26 00:14:00,47,46
2022-12-26 00:29:00,48,47
2022-12-26 00:44:00,47,48
2022-12-26 00:59:00,48,47
2022-12-26 01:14:00,47,46
2022-12-26 01:29:00,46,45
2022-12-26 01:44:00,45,46
2022-12-26 01:59:00,46,47
2022-12-26 02:14:00,45,46
2022-12-26 02:29:00,46,45
2022-12-26 02:44:00,47,46
2022-12-26 02:59:00,46,45
2022-12-26 03:14:00,47,46
2022-12-26 03:29:00,48,45
2022-12-26 03:44:00,47,46
2022-12-26 03:59:00,46,47
2022-12-26 04:14:00,47,46
2022-12-26 04:29:00,48,47
2022-12-26 04:44:00,49,46
2022-12-26 04:59:00,48,47
2022-12-26 05:14:00,47,46
2022-12-26 05:29:00,46,47
2022-12-26 05:44:00,47,48
2022-12-26 05:59:00,48,49
2022-12-26 06:14:00,49,50
2022-12-26 06:29:00,50,51
2022-12-26 06:44:00,49,50
2022-12-26 06:59:00,48,49
2022-12-26 07:14:00,49,48
2022-12-26 07:29:00,48,49
2022-12-26 07:44:00,49,50
2022-12-26 07:59:00,48,51
2022-12-26 08:14:00,47,50
2022-12-26 08:29:00,48,51
2022-12-26 08:44:00,47,50
2022-12-26 08:59:00,48,51
2022-12-26 09:14:00,47,50
2022-12-26 09:29:00,48,51
2022-12-26 09:44:00,49,50
2022-12-26 09:59:00,48,49
2022-12-26 10:14:00,47,50
2022-12-26 10:29:00,48,49
2022-12-26 10:44:00,49,50
2022-12-26 10:59:00,48,51
2022-12-26 11:14:00,49,52
2022-12-26 11:29:00,48,53
2022-12-26 11:44:00,47,52
2022-12-26 11:59:00,46,51
2022-12-26 12:14:00,47,50
2022-12-26 12:29:00,46,51
2022-12-26 12:44:00,45,52
2022-12-26 12:59:00,44,53
2022-12-26 13:14:00,43,52
2022-12-26 13:29:00,44,51
2022-12-26 13:44:00,43,52
2022-12-26 13:59:00,44,51
2022-12-26 14:14:00,45,52
2022-12-26 14:29:00,44,51
2022-12-26 14:44:00,43,52
2022-12-26 14:59:00,42,51
2022-12-26 15:14:00,41,50
2022-12-26 15:29:00,42,51
2022-12-26 15:44:00,41,50
2022-12-26 15:59:00,42,51
2022-12-26 16:14:00,43,52
2022-12-26 16:29:00,44,51
2022-12-26 16:44:00,43,52
2022-12-26 16:59:00,44,51
2022-12-26 17:14:00,43,50
2022-12-26 17:29:00,42,51
2022-12-26 17:44:00,43,52
2022-12-26 17:59:00,44,53
2022-12-26 18:14:00,45,52
2022-12-26 18:29:00,46,53
2022-12-26 18:44:00,45,52
2022-12-26 18:59:00,44,53
2022-12-26 19:14:00,43,52
2022-12-26 19:29:00,44,51
2022-12-26 19:44:00,45,50
2022-12-26 19:59:00,46,49
2022-12-26 20:14:00,47,50
2022-12-26 20:29:00,48,49
2022-12-26 20:44:00,49,50
2022-12-26 20:59:00,50,49
2022-12-26 21:14:00,49,50
2022-12-26 21:29:00,50,49
2022-12-26 21:44:00,51,48
2022-12-26 21:59:00,52,49
2022-12-26 22:14:00,51,48
2022-12-26 22:29:00,52,47
2022-12-26 22:44:00,53,48
2022-12-26 22:59:00,54,47
2022-12-26 23:14:00,53,46
2022-12-26 23:29:00,54,45
2022-12-26 23:44:00,55,44
2022-12-26 23:59:00,56,43
2022-12-27 00:14:00,55,44
2022-12-27 00:29:00,56,45
2022-12-27 00:44:00,57,44
2022-12-27 00:59:00,56,45
2022-12-27 01:14:00,55,44
2022-12-27 01:29:00,56,45
2022-12-27 01:44:00,55,44
2022-12-27 01:59:00,54,45
2022-12-27 02:14:00,53,46
2022-12-27 02:29:00,52,47
2022-12-27 02:44:00,51,46
2022-12-27 02:59:00,50,45
2022-12-27 03:14:00,49,46
2022-12-27 03:29:00,50,47
2022-12-27 03:44:00,49,46
2022-12-27 03:59:00,50,47
2022-12-27 04:14:00,49,48
2022-12-27 04:29:00,50,47
2022-12-27 04:44:00,49,46
2022-12-27 04:59:00,48,47
2022-12-27 05:14:00,47,46
2022-12-27 05:29:00,48,47
2022-12-27 05:44:00,49,46
2022-12-27 05:59:00,50,45
2022-12-27 06:14:00,51,46
2022-12-27 06:29:00,50,47
2022-12-27 06:44:00,49,46
2022-12-27 06:59:00,50,47
2022-12-27 07:14:00,51,46
2022-12-27 07:29:00,50,45
2022-12-27 07:44:00,49,44
2022-12-27 07:59:00,48,45
2022-12-27 08:14:00,47,44
2022-12-27 08:29:00,46,45
2022-12-27 08:44:00,45,46
2022-12-27 08:59:00,46,45
2022-12-27 09:14:00,45,44
2022-12-27 09:29:00,46,45
2022-12-27 09:44:00,45,44
2022-12-27 09:59:00,44,45
2022-12-27 10:14:00,45,46
2022-12-27 10:29:00,44,45
2022-12-27 10:44:00,45,46
2022-12-27 10:59:00,46,45
2022-12-27 11:14:00,47,44
2022-12-27 11:29:00,46,43
2022-12-27 11:44:00,45,44
2022-12-27 11:59:00,44,43
2022-12-27 12:14:00,45,42
2022-12-27 12:29:00,46,41
2022-12-27 12:44:00,45,40
2022-12-27 12:59:00,44,41
2022-12-27 13:14:00,43,40
2022-12-27 13:29:00,44,41
2022-12-27 13:44:00,43,40
2022-12-27 13:59:00,44,39
2022-12-27 14:14:00,45,40
2022-12-27 14:29:00,46,39
2022-12-27 14:44:00,45,40
2022-12-27 14:59:00,44,39
2022-12-27 15:14:00,43,38
2022-12-27 15:29:00,42,37
2022-12-27 15:44:00,43,38
2022-12-27 15:59:00,42,37
2022-12-27 16:14:00,41,36
2022-12-27 16:29:00,42,35
2022-12-27 16:44:00,43,36
2022-12-27 16:59:00,42,35
2022-12-27 17:14:00,41,34
2022-12-27 17:29:00,40,33
2022-12-27 17:44:00,41,32
2022-12-27 17:59:00,42,31
2022-12-27 18:14:00,43,30
2022-12-27 18:29:00,42,30
2022-12-27 18:44:00,41,31
2022-12-27 18:59:00,40,32
2022-12-27 19:14:00,41,31
2022-12-27 19:29:00,42,32
2022-12-27 19:44:00,43,31
2022-12-27 19:59:00,42,30
2022-12-27 20:14:00,41,31
2022-12-27 20:29:00,40,32
2022-12-27 20:44:00,39,31
2022-12-27 20:59:00,40,30
2022-12-27 21:14:00,41,31
2022-12-27 21:29:00,40,32
2022-12-27 21:44:00,41,31
2022-12-27 21:59:00,40,30
2022-12-27 22:14:00,39,31
2022-12-27 22:29:00,38,30
2022-12-27 22:44:00,39,31
2022-12-27 22:59:00,40,30
2022-12-27 23:14:00,39,31
2022-12-27 23:29:00,40,32
2022-12-27 23:44:00,39,31
2022-12-27 23:59:00,38,30
2022-12-28 00:14:00,37,31
2022-12-28 00:29:00,36,30
2022-12-28 00:44:00,37,31
2022-12-28 00:59:00,38,32
2022-12-28 01:14:00,37,33
2022-12-28 01:29:00,36,34
2022-12-28 01:44:00,35,33
2022-12-28 01:59:00,34,32
2022-12-28 02:14:00,33,33
2022-12-28 02:29:00,32,34
2022-12-28 02:44:00,31,33
2022-12-28 02:59:00,30,32
2022-12-28 03:14:00,31,31
2022-12-28 03:29:00,30,30
2022-12-28 03:44:00,30,31
2022-12-28 03:59:00,31,32
2022-12-28 04:14:00,30,33
2022-12-28 04:29:00,30,32
2022-12-28 04:44:00,30,31
2022-12-28 04:59:00,30,32
2022-12-28 05:14:00,31,33
2022-12-28 05:29:00,30,34
2022-12-28 05:44:00,31,33
2022-12-28 05:59:00,32,32
2022-12-28 06:14:00,33,33
2022-12-28 06:29:00,34,32
2022-12-28 06:44:00,35,33
2022-12-28 06:59:00,34,32
2022-12-28 07:14:00,33,31
2022-12-28 07:29:00,34,30
2022-12-28 07:44:00,33,30
2022-12-28 07:59:00,32,30
2022-12-28 08:14:00,31,31
2022-12-28 08:29:00,32,30
2022-12-28 08:44:00,31,31
2022-12-28 08:59:00,32,32
2022-12-28 09:14:00,33,31
2022-12-28 09:29:00,32,30
2022-12-28 09:44:00,33,30
2022-12-28 09:59:00,34,31
2022-12-28 10:14:00,35,32
2022-12-28 10:29:00,34,31
2022-12-28 10:44:00,35,32
2022-12-28 10:59:00,36,33
2022-12-28 11:14:00,35,32
2022-12-28 11:29:00,34,33
2022-12-28 11:44:00,33,34
2022-12-28 11:59:00,32,35
2022-12-28 12:14:00,33,36
2022-12-28 12:29:00,32,35
2022-12-28 12:44:00,31,36
2022-12-28 12:59:00,30,37
2022-12-28 13:14:00,31,36
2022-12-28 13:29:00,32,37
2022-12-28 13:44:00,31,36
2022-12-28 13:59:00,30,37
2022-12-28 14:14:00,30,38
2022-12-28 14:29:00,30,37
2022-12-28 14:44:00,31,36
2022-12-28 14:59:00,30,35
2022-12-28 15:14:00,30,36
2022-12-28 15:29:00,30,37
2022-12-28 15:44:00,30,38
2022-12-28 15:59:00,31,39
2022-12-28 16:14:00,30,38
2022-12-28 16:29:00,30,39
2022-12-28 16:44:00,30,40
2022-12-28 16:59:00,31,39
2022-12-28 17:14:00,32,38
2022-12-28 17:29:00,31,37
2022-12-28 17:44:00,32,36
2022-12-28 17:59:00,33,37
2022-12-28 18:14:00,32,38
2022-12-28 18:29:00,31,39
2022-12-28 18:44:00,32,40
2022-12-28 18:59:00,31,41
2022-12-28 19:14:00,30,40
2022-12-28 19:29:00,30,39
2022-12-28 19:44:00,31,40
2022-12-28 19:59:00,30,39
2022-12-28 20:14:00,30,40
2022-12-28 20:29:00,31,39
2022-12-28 20:44:00,32,40
2022-12-28 20:59:00,31,41
2022-12-28 21:14:00,30,42
2022-12-28 21:29:00,30,41
2022-12-28 21:44:00,31,42
2022-12-28 21:59:00,30,41
2022-12-28 22:14:00,30,40
2022-12-28 22:29:00,31,39
2022-12-28 22:44:00,32,40
2022-12-28 22:59:00,33,39
2022-12-28 23:14:00,34,38
2022-12-28 23:29:00,35,39
2022-12-28 23:44:00,34,38
2022-12-28 23:59:00,35,39
2022-12-29 00:14:00,36,40
2022-12-29 00:29:00,35,39
2022-12-29 00:44:00,34,40
2022-12-29 00:59:00,33,41
2022-12-29 01:14:00,32,42
2022-12-29 01:29:00,33,43
2022-12-29 01:44:00,32,42
2022-12-29 01:59:00,31,41
2022-12-29 02:14:00,32,42
2022-12-29 02:29:00,33,43
2022-12-29 02:44:00,34,44
2022-12-29 02:59:00,33,45
2022-12-29 03:14:00,34,44
2022-12-29 03:29:00,35,43
2022-12-29 03:44:00,36,42
2022-12-29 03:59:00,37,41
2022-12-29 04:14:00,38,40
2022-12-29 04:29:00,39,39
2022-12-29 04:44:00,40,38
2022-12-29 04:59:00,39,37
2022-12-29 05:14:00,38,38
2022-12-29 05:29:00,39,39
2022-12-29 05:44:00,38,40
2022-12-29 05:59:00,37,41
2022-12-29 06:14:00,36,42
2022-12-29 06:29:00,35,41
2022-12-29 06:44:00,36,42
2022-12-29 06:59:00,35,43
2022-12-29 07:14:00,36,44
2022-12-29 07:29:00,37,45
2022-12-29 07:44:00,36,46
2022-12-29 07:59:00,35,47
2022-12-29 08:14:00,34,46
2022-12-29 08:29:00,35,47
2022-12-29 08:44:00,36,48
2022-12-29 08:59:00,37,49
2022-12-29 09:14:00,36,48
2022-12-29 09:29:00,37,49
2022-12-29 09:44:00,36,48
2022-12-29 09:59:00,37,49
2022-12-29 10:14:00,38,48
2022-12-29 10:29:00,37,47
2022-12-29 10:44:00,38,48
2022-12-29 10:59:00,39,47
2022-12-29 11:14:00,40,46
2022-12-29 11:29:00,41,47
2022-12-29 11:44:00,42,48
2022-12-29 11:59:00,43,47
2022-12-29 12:14:00,42,48
2022-12-29 12:29:00,41,47
2022-12-29 12:44:00,42,46
2022-12-29 12:59:00,43,45
2022-12-29 13:14:00,44,44
2022-12-29 13:29:00,45,45
2022-12-29 13:44:00,46,46
2022-12-29 13:59:00,45,47
2022-12-29 14:14:00,44,46
2022-12-29 14:29:00,43,45
2022-12-29 14:44:00,42,44
2022-12-29 14:59:00,41,43
2022-12-29 15:14:00,40,42
2022-12-29 15:29:00,41,43
2022-12-29 15:44:00,40,44
2022-12-29 15:59:00,39,43
2022-12-29 16:14:00,38,42
2022-12-29 16:29:00,37,43
2022-12-29 16:44:00,36,44
2022-12-29 16:59:00,35,45
2022-12-29 17:14:00,36,44
2022-12-29 17:29:00,35,43
2022-12-29 17:44:00,34,42
2022-12-29 17:59:00,33,43
2022-12-29 18:14:00,32,44
2022-12-29 18:29:00,31,45
2022-12-29 18:44:00,32,46
2022-12-29 18:59:00,33,45
2022-12-29 19:14:00,34,46
2022-12-29 19:29:00,33,47
2022-12-29 19:44:00,32,46
2022-12-29 19:59:00,33,45
2022-12-29 20:14:00,32,46
2022-12-29 20:29:00,33,45
2022-12-29 20:44:00,34,46
2022-12-29 20:59:00,35,47
2022-12-29 21:14:00,36,46
2022-12-29 21:29:00,35,47
2022-12-29 21:44:00,36,48
2022-12-29 21:59:00,37,47
2022-12-29 22:14:00,38,48
2022-12-29 22:29:00,39,47
2022-12-29 22:44:00,40,46
2022-12-29 22:59:00,41,45
2022-12-29 23:14:00,40,46
2022-12-29 23:29:00,39,45
2022-12-29 23:44:00,40,46
2022-12-29 23:59:00,39,45
2022-12-30 00:14:00,38,44
2022-12-30 00:29:00,39,45
2022-12-30 00:44:00,40,44
2022-12-30 00:59:00,39,43
2022-12-30 01:14:00,40,42
2022-12-30 01:29:00,41,43
2022-12-30 01:44:00,42,42
2022-12-30 01:59:00,41,43
2022-12-30 02:14:00,40,44
2022-12-30 02:29:00,39,45
2022-12-30 02:44:00,40,46
2022-12-30 02:59:00,39,47
2022-12-30 03:14:00,40,46
2022-12-30 03:29:00,41,47
2022-12-30 03:44:00,42,48
2022-12-30 03:59:00,43,47
2022-12-30 04:14:00,42,46
2022-12-30 04:29:00,41,45
2022-12-30 04:44:00,40,46
2022-12-30 04:59:00,39,45
2022-12-30 05:14:00,38,46
2022-12-30 05:29:00,39,47
2022-12-30 05:44:00,38,48
2022-12-30 05:59:00,37,47
2022-12-30 06:14:00,36,48
2022-12-30 06:29:00,37,47
2022-12-30 06:44:00,38,46
2022-12-30 06:59:00,39,47
2022-12-30 07:14:00,38,48
2022-12-30 07:29:00,37,49
2022-12-30 07:44:00,36,48
2022-12-30 07:59:00,35,49
2022-12-30 08:14:00,34,48
2022-12-30 08:29:00,33,47
2022-12-30 08:44:00,34,48
2022-12-30 08:59:00,33,49
2022-12-30 09:14:00,34,48
2022-12-30 09:29:00,35,49
2022-12-30 09:44:00,34,48
2022-12-30 09:59:00,33,47
2022-12-30 10:14:00,32,48
2022-12-30 10:29:00,31,49
2022-12-30 10:44:00,32,50
2022-12-30 10:59:00,33,49
2022-12-30 11:14:00,34,50
2022-12-30 11:29:00,35,49
2022-12-30 11:44:00,34,48
2022-12-30 11:59:00,33,47
2022-12-30 12:14:00,34,48
2022-12-30 12:29:00,35,49
2022-12-30 12:44:00,36,48
2022-12-30 12:59:00,37,49
2022-12-30 13:14:00,38,48
2022-12-30 13:29:00,37,47
2022-12-30 13:44:00,36,48
2022-12-30 13:59:00,37,49
2022-12-30 14:14:00,36,48
2022-12-30 14:29:00,35,49
2022-12-30 14:44:00,34,48
2022-12-30 14:59:00,33,47
2022-12-30 15:14:00,32,46
2022-12-30 15:29:00,33,47
2022-12-30 15:44:00,34,48
2022-12-30 15:59:00,33,47
2022-12-30 16:14:00,32,48
2022-12-30 16:29:00,31,49
2022-12-30 16:44:00,30,48
2022-12-30 16:59:00,31,49
2022-12-30 17:14:00,30,50
2022-12-30 17:29:00,30,49
2022-12-30 17:44:00,30,50
2022-12-30 17:59:00,31,49
2022-12-30 18:14:00,30,48
2022-12-30 18:29:00,30,47
2022-12-30 18:44:00,30,46
2022-12-30 18:59:00,30,47
2022-12-30 19:14:00,31,48
2022-12-30 19:29:00,32,49
2022-12-30 19:44:00,31,50
2022-12-30 19:59:00,30,49
2022-12-30 20:14:00,30,48
2022-12-30 20:29:00,30,49
2022-12-30 20:44:00,30,50
2022-12-30 20:59:00,30,49
2022-12-30 21:14:00,31,50
2022-12-30 21:29:00,30,51
2022-12-30 21:44:00,31,52
2022-12-30 21:59:00,30,53
2022-12-30 22:14:00,31,54
2022-12-30 22:29:00,30,53
2022-12-30 22:44:00,30,54
2022-12-30 22:59:00,30,55
2022-12-30 23:14:00,30,56
2022-12-30 23:29:00,30,55
2022-12-30 23:44:00,31,56
2022-12-30 23:59:00,30,57
2022-12-31 00:14:00,31,56
2022-12-31 00:29:00,32,55
2022-12-31 00:44:00,33,54
2022-12-31 00:59:00,34,55
2022-12-31 01:14:00,35,54
2022-12-31 01:29:00,36,53
2022-12-31 01:44:00,37,54
2022-12-31 01:59:00,38,53
2022-12-31 02:14:00,39,54
2022-12-31 02:29:00,38,55
2022-12-31 02:44:00,39,54
2022-12-31 02:59:00,40,55
2022-12-31 03:14:00,41,56
2022-12-31 03:29:00,42,57
2022-12-31 03:44:00,41,56
2022-12-31 03:59:00,40,55
2022-12-31 04:14:00,39,56
2022-12-31 04:29:00,40,57
2022-12-31 04:44:00,41,58
2022-12-31 04:59:00,42,59
2022-12-31 05:14:00,43,58
2022-12-31 05:29:00,44,59
2022-12-31 05:44:00,45,58
2022-12-31 05:59:00,46,57
2022-12-31 06:14:00,47,56
2022-12-31 06:29:00,48,57
2022-12-31 06:44:00,49,56
2022-12-31 06:59:00,48,55
2022-12-31 07:14:00,49,54
2022-12-31 07:29:00,48,55
2022-12-31 07:44:00,47,56
2022-12-31 07:59:00,46,57
2022-12-31 08:14:00,47,56
2022-12-31 08:29:00,46,55
2022-12-31 08:44:00,45,54
2022-12-31 08:59:00,44,55
2022-12-31 09:14:00,45,56
2022-12-31 09:29:00,46,55
2022-12-31 09:44:00,45,54
2022-12-31 09:59:00,46,53
2022-12-31 10:14:00,47,52
2022-12-31 10:29:00,46,53
2022-12-31 10:44:00,47,52
2022-12-31 10:59:00,46,53
2022-12-31 11:14:00,47,52
2022-12-31 11:29:00,46,53
2022-12-31 11:44:00,47,52
2022-12-31 11:59:00,46,53
2022-12-31 12:14:00,47,54
2022-12-31 12:29:00,48,53
2022-12-31 12:44:00,47,52
2022-12-31 12:59:00,46,51
2022-12-31 13:14:00,45,52
2022-12-31 13:29:00,44,53
2022-12-31 13:44:00,43,54
2022-12-31 13:59:00,44,55
2022-12-31 14:14:00,45,54
2022-12-31 14:29:00,46,53
2022-12-31 14:44:00,45,52
2022-12-31 14:59:00,44,53
2022-12-31 15:14:00,45,54
2022-12-31 15:29:00,46,55
2022-12-31 15:44:00,45,56
2022-12-31 15:59:00,46,57
2022-12-31 16:14:00,45,56
2022-12-31 16:29:00,44,55
2022-12-31 16:44:00,43,56
2022-12-31 16:59:00,44,55
2022-12-31 17:14:00,45,54
2022-12-31 17:29:00,44,55
2022-12-31 17:44:00,45,56
2022-12-31 17:59:00,44,55
2022-12-31 18:14:00,43,56
2022-12-31 18:29:00,44,55
2022-12-31 18:44:00,45,56
2022-12-31 18:59:00,46,55
2022-12-31 19:14:00,45,56
2022-12-31 19:29:00,44,55
2022-12-31 19:44:00,43,56
2022-12-31 19:59:00,44,57
2022-12-31 20:14:00,45,58
2022-12-31 20:29:00,44,57
2022-12-31 20:44:00,43,58
2022-12-31 20:59:00,42,59
2022-12-31 21:14:00,41,58
2022-12-31 21:29:00,40,59
2022-12-31 21:44:00,39,58
2022-12-31 21:59:00,38,59
2022-12-31 22:14:00,37,60
2022-12-31 22:29:00,36,61
2022-12-31 22:44:00,35,62
2022-12-31 22:59:00,34,61
2022-12-31 23:14:00,35,62
2022-12-31 23:29:00,34,63
2022-12-31 23:44:00,35,64
2022-12-31 23:59:00,36,65
2023-01-01 00:14:00,35,64
2023-01-01 00:29:00,36,65
2023-01-01 00:44:00,37,64
2023-01-01 00:59:00,38,65
2023-01-01 01:14:00,39,64
2023-01-01 01:29:00,40,63
2023-01-01 01:44:00,41,62
2023-01-01 01:59:00,40,61
2023-01-01 02:14:00,41,60
2023-01-01 02:29:00,40,61
2023-01-01 02:44:00,39,62
2023-01-01 02:59:00,40,61
2023-01-01 03:14:00,41,62
2023-01-01 03:29:00,40,61
2023-01-01 03:44:00,39,62
2023-01-01 03:59:00,40,63
2023-01-01 04:14:00,41,62
2023-01-01 04:29:00,42,61
2023-01-01 04:44:00,43,62
2023-01-01 04:59:00,44,61
2023-01-01 05:14:00,45,60
2023-01-01 05:29:00,44,59
2023-01-01 05:44:00,43,58
2023-01-01 05:59:00,42,57
2023-01-01 06:14:00,41,58
2023-01-01 06:29:00,42,57
2023-01-01 06:44:00,41,58
2023-01-01 06:59:00,40,59
2023-01-01 07:14:00,41,60
2023-01-01 07:29:00,40,61
2023-01-01 07:44:00,41,60
2023-01-01 07:59:00,40,61
2023-01-01 08:14:00,39,62
2023-01-01 08:29:00,40,61
2023-01-01 08:44:00,41,60
2023-01-01 08:59:00,42,59
2023-01-01 09:14:00,43,60
2023-01-01 09:29:00,42,61
2023-01-01 09:44:00,41,60
2023-01-01 09:59:00,42,61
2023-01-01 10:14:00,43,62
2023-01-01 10:29:00,42,63
2023-01-01 10:44:00,43,62
2023-01-01 10:59:00,44,63
2023-01-01 11:14:00,45,64
2023-01-01 11:29:00,44,63
2023-01-01 11:44:00,43,64
2023-01-01 11:59:00,44,63
2023-01-01 12:14:00,45,64
2023-01-01 12:29:00,44,63
2023-01-01 12:44:00,43,64
2023-01-01 12:59:00,42,65
2023-01-01 13:14:00,41,64
2023-01-01 13:29:00,42,65
2023-01-01 13:44:00,43,64
2023-01-01 13:59:00,44,63
2023-01-01 14:14:00,43,62
2023-01-01 14:29:00,42,63
2023-01-01 14:44:00,43,64
2023-01-01 14:59:00,44,63
2023-01-01 15:14:00,43,64
2023-01-01 15:29:00,44,63
2023-01-01 15:44:00,45,64
2023-01-01 15:59:00,46,65
2023-01-01 16:14:00,47,66
2023-01-01 16:29:00,48,65
2023-01-01 16:44:00,49,64
2023-01-01 16:59:00,50,63
2023-01-01 17:14:00,49,64
2023-01-01 17:29:00,50,65
2023-01-01 17:44:00,51,64
2023-01-01 17:59:00,52,65
2023-01-01 18:14:00,53,64
2023-01-01 18:29:00,52,65
2023-01-01 18:44:00,53,64
2023-01-01 18:59:00,54,63
2023-01-01 19:14:00,53,62
2023-01-01 19:29:00,54,63
2023-01-01 19:44:00,53,64
2023-01-01 19:59:00,52,65
2023-01-01 20:14:00,53,66
2023-01-01 20:29:00,52,67
2023-01-01 20:44:00,53,66
2023-01-01 20:59:00,52,67
