Date,mat,rat,oat
2022-12-22 12:24:00,47,73,21
2022-12-22 12:39:00,46,72,20
2022-12-22 12:54:00,47,71,19
2022-12-22 13:09:00,46,70,20
2022-12-22 13:24:00,47,69,21
2022-12-22 13:39:00,46,70,20
2022-12-22 13:54:00,47,71,19
2022-12-22 14:09:00,48,70,18
2022-12-22 14:24:00,49,69,19
2022-12-22 14:39:00,48,68,18
2022-12-22 14:54:00,49,67,17
2022-12-22 15:09:00,48,68,16
2022-12-22 15:24:00,47,69,17
2022-12-22 15:39:00,48,68,16
2022-12-22 15:54:00,47,69,15
2022-12-22 16:09:00,46,70,16
2022-12-22 16:24:00,45,69,15
2022-12-22 16:39:00,46,68,16
2022-12-22 16:54:00,45,67,17
2022-12-22 17:09:00,44,66,16
2022-12-22 17:24:00,45,65,17
2022-12-22 17:39:00,44,66,18
2022-12-22 17:54:00,45,67,19
2022-12-22 18:09:00,44,66,18
2022-12-22 18:24:00,43,65,19
2022-12-22 18:39:00,44,64,18
2022-12-22 18:54:00,43,65,19
2022-12-22 19:09:00,44,66,18
2022-12-22 19:24:00,45,67,19
2022-12-22 19:39:00,44,68,18
2022-12-22 19:54:00,43,67,19
2022-12-22 20:09:00,44,68,18
2022-12-22 20:24:00,45,67,17
2022-12-22 20:39:00,44,66,18
2022-12-22 20:54:00,43,65,19
2022-12-22 21:09:00,42,66,20
2022-12-22 21:24:00,43,67,21
2022-12-22 21:39:00,44,66,22
2022-12-22 21:54:00,43,67,23
2022-12-22 22:09:00,44,66,22
2022-12-22 22:24:00,43,65,21
2022-12-22 22:39:00,44,64,20
2022-12-22 22:54:00,45,65,19
2022-12-22 23:09:00,44,64,18
2022-12-22 23:24:00,45,65,19
2022-12-22 23:39:00,44,66,18
2022-12-22 23:54:00,43,65,19
2022-12-23 00:09:00,42,64,18
2022-12-23 00:24:00,43,65,19
2022-12-23 00:39:00,44,64,20
2022-12-23 00:54:00,43,63,19
2022-12-23 01:09:00,44,64,18
2022-12-23 01:24:00,43,63,17
2022-12-23 01:39:00,44,62,18
2022-12-23 01:54:00,43,61,17
2022-12-23 02:09:00,42,60,18
2022-12-23 02:24:00,41,61,19
2022-12-23 02:39:00,42,62,20
2022-12-23 02:54:00,43,61,21
2022-12-23 03:09:00,44,62,20
2022-12-23 03:24:00,43,63,21
2022-12-23 03:39:00,42,62,20
2022-12-23 03:54:00,41,63,19
2022-12-23 04:09:00,40,64,20
2022-12-23 04:24:00,41,63,19
2022-12-23 04:39:00,42,62,18
2022-12-23 04:54:00,41,63,17
2022-12-23 05:09:00,42,64,16
2022-12-23 05:24:00,43,63,17
2022-12-23 05:39:00,44,62,18
2022-12-23 05:54:00,45,61,17
2022-12-23 06:09:00,46,62,18
2022-12-23 06:24:00,47,63,17
2022-12-23 06:39:00,48,62,18
2022-12-23 06:54:00,49,63,17
2022-12-23 07:09:00,48,64,18
2022-12-23 07:24:00,49,65,17
2022-12-23 07:39:00,50,64,18
2022-12-23 07:54:00,49,63,19
2022-12-23 08:09:00,48,62,20
2022-12-23 08:24:00,47,63,19
2022-12-23 08:39:00,48,62,20
2022-12-23 08:54:00,47,63,19
2022-12-23 09:09:00,48,62,18
2022-12-23 09:24:00,49,63,17
2022-12-23 09:39:00,48,62,18
2022-12-23 09:54:00,49,61,19
2022-12-23 10:09:00,48,60,20
2022-12-23 10:24:00,47,59,21
2022-12-23 10:39:00,48,58,20
2022-12-23 10:54:00,49,59,19
2022-12-23 11:09:00,48,58,18
2022-12-23 11:24:00,47,57,19
2022-12-23 11:39:00,48,56,20
2022-12-23 11:54:00,49,55,19
2022-12-23 12:09:00,48,54,20
2022-12-23 12:24:00,49,53,21
2022-12-23 12:39:00,50,52,22
2022-12-23 12:54:00,51,53,21
2022-12-23 13:09:00,52,54,22
2022-12-23 13:24:00,51,55,21
2022-12-23 13:39:00,50,54,22
2022-12-23 13:54:00,49,55,23
2022-12-23 14:09:00,50,54,24
2022-12-23 14:24:00,51,53,25
2022-12-23 14:39:00,52,52,26
2022-12-23 14:54:00,51,51,25
2022-12-23 15:09:00,50,52,26
2022-12-23 15:24:00,49,53,27
2022-12-23 15:39:00,48,54,28
2022-12-23 15:54:00,49,55,29
2022-12-23 16:09:00,48,54,28
2022-12-23 16:24:00,49,53,27
2022-12-23 16:39:00,48,54,28
2022-12-23 16:54:00,49,53,27
2022-12-23 17:09:00,50,54,28
2022-12-23 17:24:00,49,53,29
2022-12-23 17:39:00,50,52,30
2022-12-23 17:54:00,51,53,29
2022-12-23 18:09:00,50,52,30
2022-12-23 18:24:00,51,53,29
2022-12-23 18:39:00,50,52,30
2022-12-23 18:54:00,51,53,31
2022-12-23 19:09:00,52,52,32
2022-12-23 19:24:00,51,53,33
2022-12-23 19:39:00,50,52,32
2022-12-23 19:54:00,49,53,33
2022-12-23 20:09:00,50,52,34
2022-12-23 20:24:00,49,53,35
2022-12-23 20:39:00,48,54,36
2022-12-23 20:54:00,49,55,37
2022-12-23 21:09:00,48,54,36
2022-12-23 21:24:00,49,53,35
2022-12-23 21:39:00,50,52,36
2022-12-23 21:54:00,51,51,35
2022-12-23 22:09:00,52,52,36
2022-12-23 22:24:00,53,51,37
2022-12-23 22:39:00,52,52,36
2022-12-23 22:54:00,53,53,37
2022-12-23 23:09:00,54,52,36
2022-12-23 23:24:00,53,51,35
2022-12-23 23:39:00,54,50,36
2022-12-23 23:54:00,53,49,35
2022-12-24 00:09:00,52,48,34
2022-12-24 00:24:00,53,47,35
2022-12-24 00:39:00,54,46,34
2022-12-24 00:54:00,55,45,33
2022-12-24 01:09:00,54,46,34
2022-12-24 01:24:00,55,47,35
2022-12-24 01:39:00,56,48,36
2022-12-24 01:54:00,57,47,35
2022-12-24 02:09:00,58,46,34
2022-12-24 02:24:00,59,45,33
2022-12-24 02:39:00,58,46,34
2022-12-24 02:54:00,57,47,33
2022-12-24 03:09:00,56,48,34
2022-12-24 03:24:00,57,49,33
2022-12-24 03:39:00,58,48,34
2022-12-24 03:54:00,57,49,35
2022-12-24 04:09:00,58,50,36
2022-12-24 04:24:00,57,49,37
2022-12-24 04:39:00,58,48,36
2022-12-24 04:54:00,57,47,35
2022-12-24 05:09:00,58,46,34
2022-12-24 05:24:00,57,45,35
2022-12-24 05:39:00,56,46,36
2022-12-24 05:54:00,55,45,37
2022-12-24 06:09:00,54,46,36
2022-12-24 06:24:00,53,47,35
2022-12-24 06:39:00,54,46,34
2022-12-24 06:54:00,53,47,33
2022-12-24 07:09:00,54,48,34
2022-12-24 07:24:00,55,47,35
2022-12-24 07:39:00,54,48,34
2022-12-24 07:54:00,53,49,35
2022-12-24 08:09:00,54,50,36
2022-12-24 08:24:00,53,51,35
2022-12-24 08:39:00,52,50,36
2022-12-24 08:54:00,51,49,35
2022-12-24 09:09:00,50,50,36
2022-12-24 09:24:00,51,49,35
2022-12-24 09:39:00,52,50,36
2022-12-24 09:54:00,51,49,37
2022-12-24 10:09:00,52,50,38
2022-12-24 10:24:00,51,51,37
2022-12-24 10:39:00,52,52,38
2022-12-24 10:54:00,53,53,39
2022-12-24 11:09:00,52,52,38
2022-12-24 11:24:00,51,51,37
2022-12-24 11:39:00,52,50,36
2022-12-24 11:54:00,51,51,37
2022-12-24 12:09:00,50,50,38
2022-12-24 12:24:00,51,51,39
2022-12-24 12:39:00,50,52,38
2022-12-24 12:54:00,51,51,39
2022-12-24 13:09:00,50,52,38
2022-12-24 13:24:00,49,53,37
2022-12-24 13:39:00,50,54,36
2022-12-24 13:54:00,51,53,37
2022-12-24 14:09:00,50,52,36
2022-12-24 14:24:00,51,53,35
2022-12-24 14:39:00,50,52,34
2022-12-24 14:54:00,51,53,33
2022-12-24 15:09:00,50,54,32
2022-12-24 15:24:00,49,53,31
2022-12-24 15:39:00,50,52,32
2022-12-24 15:54:00,51,51,33
2022-12-24 16:09:00,52,50,34
2022-12-24 16:24:00,51,49,35
2022-12-24 16:39:00,50,50,36
2022-12-24 16:54:00,51,51,37
2022-12-24 17:09:00,50,50,38
2022-12-24 17:24:00,51,51,39
2022-12-24 17:39:00,50,50,38
2022-12-24 17:54:00,49,51,39
2022-12-24 18:09:00,48,50,38
2022-12-24 18:24:00,49,49,37
2022-12-24 18:39:00,50,48,38
2022-12-24 18:54:00,49,47,39
2022-12-24 19:09:00,48,46,40
2022-12-24 19:24:00,49,47,41
2022-12-24 19:39:00,48,48,40
2022-12-24 19:54:00,47,47,39
2022-12-24 20:09:00,46,48,40
2022-12-24 20:24:00,45,47,41
2022-12-24 20:39:00,44,46,42
2022-12-24 20:54:00,43,45,41
2022-12-24 21:09:00,44,44,42
2022-12-24 21:24:00,43,43,41
2022-12-24 21:39:00,42,42,40
2022-12-24 21:54:00,43,41,41
2022-12-24 22:09:00,42,42,42
2022-12-24 22:24:00,43,43,41
2022-12-24 22:39:00,42,44,42
2022-12-24 22:54:00,43,43,43
2022-12-24 23:09:00,44,42,42
2022-12-24 23:24:00,45,41,41
2022-12-24 23:39:00,46,42,40
2022-12-24 23:54:00,45,41,39
2022-12-25 00:09:00,44,42,38
2022-12-25 00:24:00,45,41,39
2022-12-25 00:39:00,44,40,38
2022-12-25 00:54:00,43,39,39
2022-12-25 01:09:00,44,38,40
2022-12-25 01:24:00,43,39,41
2022-12-25 01:39:00,44,38,42
2022-12-25 01:54:00,43,39,43
2022-12-25 02:09:00,44,40,44
2022-12-25 02:24:00,43,41,45
2022-12-25 02:39:00,44,40,46
2022-12-25 02:54:00,43,41,45
2022-12-25 03:09:00,44,42,46
2022-12-25 03:24:00,45,41,45
2022-12-25 03:39:00,46,40,46
2022-12-25 03:54:00,47,39,47
2022-12-25 04:09:00,48,40,48
2022-12-25 04:24:00,47,41,49
2022-12-25 04:39:00,46,42,48
2022-12-25 04:54:00,45,43,47
2022-12-25 05:09:00,46,42,46
2022-12-25 05:24:00,45,43,47
2022-12-25 05:39:00,46,42,46
2022-12-25 05:54:00,45,43,47
2022-12-25 06:09:00,46,44,48
2022-12-25 06:24:00,47,45,49
2022-12-25 06:39:00,48,46,50
2022-12-25 06:54:00,49,45,49
2022-12-25 07:09:00,50,44,48
2022-12-25 07:24:00,51,45,49
2022-12-25 07:39:00,52,46,50
2022-12-25 07:54:00,53,47,49
2022-12-25 08:09:00,52,48,50
2022-12-25 08:24:00,53,47,49
2022-12-25 08:39:00,54,48,48
2022-12-25 08:54:00,53,47,47
2022-12-25 09:09:00,54,48,46
2022-12-25 09:24:00,53,49,45
2022-12-25 09:39:00,52,50,44
2022-12-25 09:54:00,53,51,45
2022-12-25 10:09:00,52,52,46
2022-12-25 10:24:00,53,53,45
2022-12-25 10:39:00,54,54,44
2022-12-25 10:54:00,55,55,45
2022-12-25 11:09:00,56,54,46
2022-12-25 11:24:00,55,55,47
2022-12-25 11:39:00,56,56,46
2022-12-25 11:54:00,57,55,45
2022-12-25 12:09:00,56,56,44
2022-12-25 12:24:00,57,57,43
2022-12-25 12:39:00,58,58,42
2022-12-25 12:54:00,57,57,43
2022-12-25 13:09:00,58,56,44
2022-12-25 13:24:00,59,57,45
2022-12-25 13:39:00,60,56,46
2022-12-25 13:54:00,61,57,47
2022-12-25 14:09:00,60,56,46
2022-12-25 14:24:00,59,57,45
2022-12-25 14:39:00,60,56,46
2022-12-25 14:54:00,61,57,47
2022-12-25 15:09:00,60,58,46
2022-12-25 15:24:00,59,59,45
2022-12-25 15:39:00,58,60,46
2022-12-25 15:54:00,57,61,45
2022-12-25 16:09:00,58,60,46
2022-12-25 16:24:00,57,61,47
2022-12-25 16:39:00,56,60,46
2022-12-25 16:54:00,57,59,45
2022-12-25 17:09:00,58,58,46
2022-12-25 17:24:00,57,59,47
2022-12-25 17:39:00,58,60,48
2022-12-25 17:54:00,57,59,49
2022-12-25 18:09:00,56,60,50
2022-12-25 18:24:00,55,61,51
2022-12-25 18:39:00,54,62,50
2022-12-25 18:54:00,55,63,49
2022-12-25 19:09:00,54,64,48
2022-12-25 19:24:00,55,65,47
2022-12-25 19:39:00,54,64,46
2022-12-25 19:54:00,55,63,45
2022-12-25 20:09:00,56,64,44
2022-12-25 20:24:00,55,65,43
2022-12-25 20:39:00,54,64,44
2022-12-25 20:54:00,55,63,43
2022-12-25 21:09:00,56,64,42
2022-12-25 21:24:00,57,65,41
2022-12-25 21:39:00,58,64,42
2022-12-25 21:54:00,57,63,41
2022-12-25 22:09:00,56,62,40
2022-12-25 22:24:00,55,61,41
2022-12-25 22:39:00,54,60,42
2022-12-25 22:54:00,55,59,41
2022-12-25 23:09:00,54,58,40
2022-12-25 23:24:00,55,57,41
2022-12-25 23:39:00,56,58,40
2022-12-25 23:54:00,57,57,41
2022-12-26 00:09:00,58,56,42
2022-12-26 00:24:00,59,55,41
2022-12-26 00:39:00,58,54,42
2022-12-26 00:54:00,59,55,43
2022-12-26 01:09:00,60,54,42
2022-12-26 01:24:00,61,55,41
2022-12-26 01:39:00,60,54,42
2022-12-26 01:54:00,61,53,43
2022-12-26 02:09:00,62,52,44
2022-12-26 02:24:00,63,51,45
2022-12-26 02:39:00,62,52,44
2022-12-26 02:54:00,63,53,45
2022-12-26 03:09:00,64,52,44
2022-12-26 03:24:00,65,53,43
2022-12-26 03:39:00,66,54,44
2022-12-26 03:54:00,67,53,45
2022-12-26 04:09:00,66,52,44
2022-12-26 04:24:00,67,53,45
2022-12-26 04:39:00,68,52,46
2022-12-26 04:54:00,67,51,45
2022-12-26 05:09:00,68,50,46
2022-12-26 05:24:00,67,49,47
2022-12-26 05:39:00,68,50,46
2022-12-26 05:54:00,69,49,47
2022-12-26 06:09:00,68,50,46
2022-12-26 06:24:00,67,49,47
2022-12-26 06:39:00,68,50,46
2022-12-26 06:54:00,69,51,47
2022-12-26 07:09:00,68,50,46
2022-12-26 07:24:00,69,49,47
2022-12-26 07:39:00,68,50,48
2022-12-26 07:54:00,67,51,47
2022-12-26 08:09:00,66,52,48
2022-12-26 08:24:00,67,51,49
2022-12-26 08:39:00,68,52,50
2022-12-26 08:54:00,69,51,49
2022-12-26 09:09:00,68,52,48
2022-12-26 09:24:00,67,51,47
2022-12-26 09:39:00,66,50,48
2022-12-26 09:54:00,65,49,47
2022-12-26 10:09:00,66,48,48
2022-12-26 10:24:00,65,49,49
2022-12-26 10:39:00,66,48,50
2022-12-26 10:54:00,65,47,51
2022-12-26 11:09:00,64,46,50
2022-12-26 11:24:00,63,45,49
2022-12-26 11:39:00,64,44,48
2022-12-26 11:54:00,65,43,49
2022-12-26 12:09:00,66,44,48
2022-12-26 12:24:00,67,43,47
2022-12-26 12:39:00,68,42,46
2022-12-26 12:54:00,69,41,47
2022-12-26 13:09:00,68,42,48
2022-12-26 13:24:00,67,43,47
2022-12-26 13:39:00,68,42,46
2022-12-26 13:54:00,67,43,47
2022-12-26 14:09:00,68,42,48
2022-12-26 14:24:00,67,41,49
2022-12-26 14:39:00,66,40,50
2022-12-26 14:54:00,67,39,49
2022-12-26 15:09:00,66,40,50
2022-12-26 15:24:00,65,39,51
2022-12-26 15:39:00,66,40,50
2022-12-26 15:54:00,65,39,51
2022-12-26 16:09:00,66,38,52
2022-12-26 16:24:00,67,37,51
2022-12-26 16:39:00,68,38,52
2022-12-26 16:54:00,67,37,51
2022-12-26 17:09:00,68,36,50
2022-12-26 17:24:00,67,35,51
2022-12-26 17:39:00,68,34,52
2022-12-26 17:54:00,69,35,51
2022-12-26 18:09:00,70,36,50
2022-12-26 18:24:00,69,35,51
2022-12-26 18:39:00,68,34,52
2022-12-26 18:54:00,67,35,53
2022-12-26 19:09:00,68,34,52
2022-12-26 19:24:00,69,33,53
2022-12-26 19:39:00,68,32,54
2022-12-26 19:54:00,67,33,55
2022-12-26 20:09:00,68,34,54
2022-12-26 20:24:00,67,33,55
2022-12-26 20:39:00,66,32,56
2022-12-26 20:54:00,65,33,55
2022-12-26 21:09:00,64,34,54
2022-12-26 21:24:00,65,35,53
2022-12-26 21:39:00,66,36,54
2022-12-26 21:54:00,65,35,53
2022-12-26 22:09:00,66,36,54
2022-12-26 22:24:00,65,37,53
2022-12-26 22:39:00,66,36,52
2022-12-26 22:54:00,67,37,53
2022-12-26 23:09:00,66,38,52
2022-12-26 23:24:00,67,39,53
2022-12-26 23:39:00,68,40,52
2022-12-26 23:54:00,69,39,53
2022-12-27 00:09:00,68,40,52
2022-12-27 00:24:00,67,39,51
2022-12-27 00:39:00,66,40,50
2022-12-27 00:54:00,65,41,51
2022-12-27 01:09:00,64,40,52
2022-12-27 01:24:00,65,39,51
2022-12-27 01:39:00,64,40,50
2022-12-27 01:54:00,65,39,49
2022-12-27 02:09:00,66,38,48
2022-12-27 02:24:00,65,39,49
2022-12-27 02:39:00,66,38,48
2022-12-27 02:54:00,67,37,47
2022-12-27 03:09:00,66,38,46
2022-12-27 03:24:00,65,39,47
2022-12-27 03:39:00,66,40,48
2022-12-27 03:54:00,65,39,49
2022-12-27 04:09:00,66,40,50
2022-12-27 04:24:00,67,41,51
2022-12-27 04:39:00,66,40,52
2022-12-27 04:54:00,65,39,53
2022-12-27 05:09:00,66,38,52
2022-12-27 05:24:00,67,37,53
2022-12-27 05:39:00,66,38,54
2022-12-27 05:54:00,67,39,55
2022-12-27 06:09:00,66,38,56
2022-12-27 06:24:00,65,39,55
2022-12-27 06:39:00,64,40,54
2022-12-27 06:54:00,65,41,53
2022-12-27 07:09:00,64,40,54
2022-12-27 07:24:00,63,41,53
2022-12-27 07:39:00,64,40,54
2022-12-27 07:54:00,63,39,55
2022-12-27 08:09:00,62,40,56
2022-12-27 08:24:00,61,39,57
2022-12-27 08:39:00,60,40,58
2022-12-27 08:54:00,59,39,57
2022-12-27 09:09:00,58,38,56
2022-12-27 09:24:00,59,37,55
2022-12-27 09:39:00,60,38,56
2022-12-27 09:54:00,59,37,57
2022-12-27 10:09:00,58,36,58
2022-12-27 10:24:00,57,35,59
2022-12-27 10:39:00,58,34,58
2022-12-27 10:54:00,59,33,57
2022-12-27 11:09:00,58,32,56
2022-12-27 11:24:00,57,31,57
2022-12-27 11:39:00,56,32,56
2022-12-27 11:54:00,55,33,57
2022-12-27 12:09:00,56,32,56
2022-12-27 12:24:00,55,31,55
2022-12-27 12:39:00,54,30,54
2022-12-27 12:54:00,53,30,53
2022-12-27 13:09:00,54,30,54
2022-12-27 13:24:00,53,30,55
2022-12-27 13:39:00,54,30,54
2022-12-27 13:54:00,55,30,53
2022-12-27 14:09:00,56,31,54
2022-12-27 14:24:00,55,30,55
2022-12-27 14:39:00,54,31,54
2022-12-27 14:54:00,53,32,55
2022-12-27 15:09:00,52,31,56
2022-12-27 15:24:00,51,32,57
2022-12-27 15:39:00,52,33,56
2022-12-27 15:54:00,53,34,57
2022-12-27 16:09:00,52,33,56
2022-12-27 16:24:00,53,34,57
2022-12-27 16:39:00,54,35,56
2022-12-27 16:54:00,55,36,57
2022-12-27 17:09:00,54,35,56
2022-12-27 17:24:00,53,34,55
2022-12-27 17:39:00,54,35,56
2022-12-27 17:54:00,53,36,55
2022-12-27 18:09:00,52,35,54
2022-12-27 18:24:00,51,34,53
2022-12-27 18:39:00,52,35,54
2022-12-27 18:54:00,51,34,53
2022-12-27 19:09:00,50,35,52
2022-12-27 19:24:00,51,36,53
2022-12-27 19:39:00,50,37,54
2022-12-27 19:54:00,51,38,55
2022-12-27 20:09:00,52,39,54
2022-12-27 20:24:00,53,38,55
2022-12-27 20:39:00,54,37,56
2022-12-27 20:54:00,53,36,55
2022-12-27 21:09:00,52,35,56
2022-12-27 21:24:00,53,36,57
2022-12-27 21:39:00,54,35,56
2022-12-27 21:54:00,53,36,55
2022-12-27 22:09:00,52,37,56
2022-12-27 22:24:00,51,36,57
2022-12-27 22:39:00,50,35,58
2022-12-27 22:54:00,51,36,59
2022-12-27 23:09:00,50,35,58
2022-12-27 23:24:00,49,36,57
2022-12-27 23:39:00,50,37,56
2022-12-27 23:54:00,51,38,55
2022-12-28 00:09:00,50,37,56
2022-12-28 00:24:00,49,36,57
2022-12-28 00:39:00,50,35,56
2022-12-28 00:54:00,51,34,57
2022-12-28 01:09:00,52,33,56
2022-12-28 01:24:00,53,34,57
2022-12-28 01:39:00,52,35,58
2022-12-28 01:54:00,53,36,57
2022-12-28 02:09:00,52,35,56
2022-12-28 02:24:00,53,36,55
2022-12-28 02:39:00,54,37,54
2022-12-28 02:54:00,55,38,55
2022-12-28 03:09:00,56,37,56
2022-12-28 03:24:00,57,38,57
2022-12-28 03:39:00,58,39,56
2022-12-28 03:54:00,59,40,57
2022-12-28 04:09:00,58,39,58
2022-12-28 04:24:00,59,38,59
2022-12-28 04:39:00,58,39,58
2022-12-28 04:54:00,59,38,57
2022-12-28 05:09:00,60,37,56
2022-12-28 05:24:00,59,36,57
2022-12-28 05:39:00,60,35,58
2022-12-28 05:54:00,61,36,59
2022-12-28 06:09:00,62,35,60
2022-12-28 06:24:00,63,36,59
2022-12-28 06:39:00,64,35,58
2022-12-28 06:54:00,63,34,59
2022-12-28 07:09:00,64,33,60
2022-12-28 07:24:00,63,32,59
2022-12-28 07:39:00,64,33,58
2022-12-28 07:54:00,65,34,57
2022-12-28 08:09:00,64,33,58
2022-12-28 08:24:00,63,32,59
2022-12-28 08:39:00,64,31,60
2022-12-28 08:54:00,63,30,59
2022-12-28 09:09:00,64,31,60
2022-12-28 09:24:00,63,32,59
2022-12-28 09:39:00,64,31,60
2022-12-28 09:54:00,63,30,59
2022-12-28 10:09:00,64,31,58
2022-12-28 10:24:00,65,32,59
2022-12-28 10:39:00,64,33,60
2022-12-28 10:54:00,63,32,61
2022-12-28 11:09:00,64,31,62
2022-12-28 11:24:00,63,32,61
2022-12-28 11:39:00,64,31,60
2022-12-28 11:54:00,63,32,61
2022-12-28 12:09:00,64,31,62
2022-12-28 12:24:00,65,30,61
2022-12-28 12:39:00,66,30,62
2022-12-28 12:54:00,65,30,61
2022-12-28 13:09:00,64,30,60
2022-12-28 13:24:00,63,31,61
2022-12-28 13:39:00,62,32,60
2022-12-28 13:54:00,63,31,59
2022-12-28 14:09:00,64,30,60
2022-12-28 14:24:00,65,31,61
2022-12-28 14:39:00,64,30,62
2022-12-28 14:54:00,65,31,61
2022-12-28 15:09:00,64,32,62
2022-12-28 15:24:00,63,31,63
2022-12-28 15:39:00,62,32,64
2022-12-28 15:54:00,61,31,63
2022-12-28 16:09:00,62,30,64
2022-12-28 16:24:00,63,30,65
2022-12-28 16:39:00,62,31,64
2022-12-28 16:54:00,61,30,63
2022-12-28 17:09:00,62,31,62
2022-12-28 17:24:00,61,32,63
2022-12-28 17:39:00,60,31,64
2022-12-28 17:54:00,61,32,63
2022-12-28 18:09:00,60,31,64
2022-12-28 18:24:00,61,30,65
2022-12-28 18:39:00,60,31,66
2022-12-28 18:54:00,59,32,65
2022-12-28 19:09:00,58,31,66
2022-12-28 19:24:00,59,30,67
2022-12-28 19:39:00,58,31,66
2022-12-28 19:54:00,57,32,65
2022-12-28 20:09:00,56,33,66
2022-12-28 20:24:00,57,34,67
2022-12-28 20:39:00,56,35,68
2022-12-28 20:54:00,55,36,67
2022-12-28 21:09:00,56,37,66
2022-12-28 21:24:00,57,38,65
2022-12-28 21:39:00,58,37,64
2022-12-28 21:54:00,59,38,65
2022-12-28 22:09:00,60,37,66
2022-12-28 22:24:00,59,38,67
2022-12-28 22:39:00,60,39,66
2022-12-28 22:54:00,59,40,67
2022-12-28 23:09:00,58,41,66
2022-12-28 23:24:00,59,40,65
2022-12-28 23:39:00,58,39,66
2022-12-28 23:54:00,59,40,65
2022-12-29 00:09:00,60,39,64
2022-12-29 00:24:00,61,38,63
2022-12-29 00:39:00,60,39,64
2022-12-29 00:54:00,61,38,63
2022-12-29 01:09:00,60,39,62
2022-12-29 01:24:00,61,38,63
2022-12-29 01:39:00,60,39,62
2022-12-29 01:54:00,61,40,61
2022-12-29 02:09:00,62,39,60
2022-12-29 02:24:00,61,40,59
2022-12-29 02:39:00,62,39,60
2022-12-29 02:54:00,61,40,61
2022-12-29 03:09:00,62,41,62
2022-12-29 03:24:00,63,40,61
2022-12-29 03:39:00,62,39,60
2022-12-29 03:54:00,61,40,61
2022-12-29 04:09:00,60,41,62
