Date,AHU: Supply Air Temperature,AHU: Supply Air Temperature Set Point,AHU: Outdoor Air Temperature,AHU: Mixed Air Temperature,AHU: Return Air Temperature,AHU: Supply Air Fan Status,AHU: Return Air Fan Status,AHU: Supply Air Fan Speed Control Signal,AHU: Return Air Fan Speed Control Signal,AHU: Exhaust Air Damper Control Signal,AHU: Outdoor Air Damper Control Signal,AHU: Return Air Damper Control Signal,AHU: Cooling Coil Valve Control Signal,AHU: Heating Coil Valve Control Signal,AHU: Supply Air Duct Static Pressure Set Point,AHU: Supply Air Duct Static Pressure,Occupancy Mode Indicator,Fault Detection Ground Truth
8/28/2007 0:17,75.49,55,80.16,73.44,73.65,0,0,0.2,0.2,0,0,1,0,0,1.4,0,0,1
8/28/2007 0:18,75.49,55,80.16,73.44,73.65,0,0,0.2,0.2,0,0,1,0,0,1.4,0,0,1
8/28/2007 0:19,75.49,55,80.25,73.44,73.65,0,0,0.2,0.2,0,0,1,0,0,1.4,0,0,1
8/28/2007 0:20,75.49,55,80.23,73.44,73.65,0,0,0.2,0.2,0,0,1,0,0,1.4,0,0,1
8/28/2007 0:21,75.38,55,80.18,73.65,73.86,0,0,0.2,0.2,0,0,1,0,0,1.4,0,0,1
8/28/2007 0:22,75.49,55,80.06,73.44,73.55,0,0,0.2,0.2,0,0,1,0,0,1.4,0,0,1
8/28/2007 0:23,75.49,55,79.93,73.44,73.55,0,0,0.2,0.2,0,0,1,0,0,1.4,0,0,1
8/28/2007 0:24,75.71,55,79.93,73.44,73.55,0,0,0.2,0.2,0,0,1,0,0,1.4,0,0,1
8/28/2007 0:25,75.38,55,80,73.44,73.55,0,0,0.2,0.2,0,0,1,0,0,1.4,0,0,1
8/28/2007 0:26,75.49,55,80.09,73.44,73.55,0,0,0.2,0.2,0,0,1,0,0,1.4,0,0,1
8/28/2007 0:27,75.38,55,80.12,73.44,73.55,0,0,0.2,0.2,0,0,1,0,0,1.4,0,0,1
8/28/2007 0:28,75.49,55,79.98,73.44,73.55,0,0,0.2,0.2,0,0,1,0,0,1.4,0,0,1
8/28/2007 0:29,75.38,55,79.84,73.44,73.44,0,0,0.2,0.2,0,0,1,0,0,1.4,0,0,1
8/28/2007 0:30,75.38,55,79.81,73.65,73.76,0,0,0.2,0.2,0,0,1,0,0,1.4,0,0,1
8/28/2007 0:31,75.38,55,79.85,73.44,73.55,0,0,0.2,0.2,0,0,1,0,0,1.4,0,0,1
8/28/2007 0:32,75.49,55,79.93,73.44,73.55,0,0,0.2,0.2,0,0,1,0,0,1.4,0,0,1
8/28/2007 0:33,75.38,55,79.87,73.44,73.55,0,0,0.2,0.2,0,0,1,0,0,1.4,0,0,1
8/28/2007 0:34,75.38,55,79.83,73.44,73.65,0,0,0.2,0.2,0,0,1,0,0,1.4,0,0,1
8/28/2007 0:35,75.38,55,79.76,73.44,73.65,0,0,0.2,0.2,0,0,1,0,0,1.4,0,0,1
8/28/2007 0:36,75.28,55,79.7,73.33,73.65,0,0,0.2,0.2,0,0,1,0,0,1.4,0,0,1
8/28/2007 0:37,75.28,55,79.75,73.44,73.65,0,0,0.2,0.2,0,0,1,0,0,1.4,0,0,1
8/28/2007 0:38,75.28,55,79.74,73.44,73.76,0,0,0.2,0.2,0,0,1,0,0,1.4,0,0,1
8/28/2007 0:39,75.6,55,79.8,73.33,73.76,0,0,0.2,0.2,0,0,1,0,0,1.4,0,0,1
8/28/2007 0:40,75.28,55,79.86,73.33,73.86,0,0,0.2,0.2,0,0,1,0,0,1.4,0,0,1
8/28/2007 0:41,75.6,55,79.81,73.44,73.86,0,0,0.2,0.2,0,0,1,0,0,1.4,0,0,1
8/28/2007 0:42,75.28,55,79.84,73.65,73.97,0,0,0.2,0.2,0,0,1,0,0,1.4,0,0,1
8/28/2007 0:43,75.28,55,79.86,73.44,73.86,0,0,0.2,0.2,0,0,1,0,0,1.4,0,0,1
8/28/2007 0:44,75.49,55,79.83,73.65,73.97,0,0,0.2,0.2,0,0,1,0,0,1.4,0,0,1
8/28/2007 0:45,75.49,55,79.88,73.33,73.76,0,0,0.2,0.2,0,0,1,0,0,1.4,0,0,1
8/28/2007 0:46,75.28,55,79.83,73.44,73.86,0,0,0.2,0.2,0,0,1,0,0,1.4,0,0,1
8/28/2007 0:47,75.28,55,79.79,73.44,73.76,0,0,0.2,0.2,0,0,1,0,0,1.4,0,0,1
8/28/2007 0:48,75.49,55,79.76,73.33,73.65,0,0,0.2,0.2,0,0,1,0,0,1.4,0,0,1
8/28/2007 0:49,75.17,55,79.69,73.54,73.97,0,0,0.2,0.2,0,0,1,0,0,1.4,0,0,1
8/28/2007 0:50,75.17,55,79.59,73.33,73.76,0,0,0.2,0.2,0,0,1,0,0,1.4,0,0,1
8/28/2007 0:51,75.17,55,79.57,73.33,73.76,0,0,0.2,0.2,0,0,1,0,0,1.4,0,0,1
8/28/2007 0:52,75.17,55,79.56,73.33,73.76,0,0,0.2,0.2,0,0,1,0,0,1.4,0,0,1
8/28/2007 0:53,75.17,55,79.56,73.44,73.65,0,0,0.2,0.2,0,0,1,0,0,1.4,0,0,1
8/28/2007 0:54,75.06,55,79.57,73.33,73.65,0,0,0.2,0.2,0,0,1,0,0,1.4,0,0,1
8/28/2007 0:55,75.17,55,79.56,73.33,73.65,0,0,0.2,0.2,0,0,1,0,0,1.4,0,0,1
8/28/2007 0:56,75.17,55,79.51,73.33,73.65,0,0,0.2,0.2,0,0,1,0,0,1.4,0,0,1
8/28/2007 0:57,75.17,55,79.52,73.33,73.65,0,0,0.2,0.2,0,0,1,0,0,1.4,0,0,1
8/28/2007 0:58,75.28,55,79.54,73.23,73.65,0,0,0.2,0.2,0,0,1,0,0,1.4,0,0,1
8/28/2007 0:59,75.17,55,79.55,73.33,73.65,0,0,0.2,0.2,0,0,1,0,0,1.4,0,0,1
8/28/2007 1:00,75.17,55,79.59,73.33,73.65,0,0,0.2,0.2,0,0,1,0,0,1.4,0,0,1
8/28/2007 1:01,74.95,55,79.61,73.33,73.55,0,0,0.2,0.2,0,0,1,0,0,1.4,0,0,1
8/28/2007 1:02,75.17,55,79.66,73.33,73.65,0,0,0.2,0.2,0,0,1,0,0,1.4,0,0,1
8/28/2007 1:03,75.17,55,79.57,73.33,73.55,0,0,0.2,0.2,0,0,1,0,0,1.4,0,0,1
8/28/2007 1:04,75.06,55,79.51,73.33,73.65,0,0,0.2,0.2,0,0,1,0,0,1.4,0,0,1
8/28/2007 1:05,75.06,55,79.48,73.33,73.55,0,0,0.2,0.2,0,0,1,0,0,1.4,0,0,1
8/28/2007 1:06,75.06,55,79.5,73.23,73.55,0,0,0.2,0.2,0,0,1,0,0,1.4,0,0,1
8/28/2007 1:07,75.17,55,79.47,73.33,73.55,0,0,0.2,0.2,0,0,1,0,0,1.4,0,0,1
8/28/2007 1:08,75.17,55,79.48,73.23,73.55,0,0,0.2,0.2,0,0,1,0,0,1.4,0,0,1
8/28/2007 1:09,75.06,55,79.52,73.33,73.44,0,0,0.2,0.2,0,0,1,0,0,1.4,0,0,1
8/28/2007 1:10,75.06,55,79.51,73.33,73.55,0,0,0.2,0.2,0,0,1,0,0,1.4,0,0,1
8/28/2007 1:11,75.17,55,79.49,73.33,73.44,0,0,0.2,0.2,0,0,1,0,0,1.4,0,0,1
8/28/2007 1:12,75.06,55,79.5,73.23,73.55,0,0,0.2,0.2,0,0,1,0,0,1.4,0,0,1
8/28/2007 1:13,75.06,55,79.45,73.23,73.55,0,0,0.2,0.2,0,0,1,0,0,1.4,0,0,1
8/28/2007 1:14,75.06,55,79.47,73.23,73.55,0,0,0.2,0.2,0,0,1,0,0,1.4,0,0,1
8/28/2007 1:15,75.06,55,79.34,73.33,73.55,0,0,0.2,0.2,0,0,1,0,0,1.4,0,0,1
8/28/2007 1:16,75.06,55,79.25,73.54,73.76,0,0,0.2,0.2,0,0,1,0,0,1.4,0,0,1
8/28/2007 1:17,75.06,55,79.31,73.33,73.65,0,0,0.2,0.2,0,0,1,0,0,1.4,0,0,1
8/28/2007 1:18,75.06,55,79.33,73.54,73.97,0,0,0.2,0.2,0,0,1,0,0,1.4,0,0,1
8/28/2007 1:19,74.95,55,79.27,73.54,73.86,0,0,0.2,0.2,0,0,1,0,0,1.4,0,0,1
8/28/2007 1:20,74.95,55,79.28,73.23,73.76,0,0,0.2,0.2,0,0,1,0,0,1.4,0,0,1
8/28/2007 1:21,74.95,55,79.27,73.33,73.76,0,0,0.2,0.2,0,0,1,0,0,1.4,0,0,1
8/28/2007 1:22,75.06,55,79.25,73.23,73.76,0,0,0.2,0.2,0,0,1,0,0,1.4,0,0,1
8/28/2007 1:23,75.28,55,79.19,73.33,73.76,0,0,0.2,0.2,0,0,1,0,0,1.4,0,0,1
8/28/2007 1:24,75.06,55,79.16,73.33,73.86,0,0,0.2,0.2,0,0,1,0,0,1.4,0,0,1
8/28/2007 1:25,74.95,55,79.24,73.23,73.86,0,0,0.2,0.2,0,0,1,0,0,1.4,0,0,1
8/28/2007 1:26,74.95,55,79.17,73.33,73.76,0,0,0.2,0.2,0,0,1,0,0,1.4,0,0,1
8/28/2007 1:27,75.17,55,79.16,73.23,73.76,0,0,0.2,0.2,0,0,1,0,0,1.4,0,0,1
8/28/2007 1:28,74.95,55,79.11,73.44,73.97,0,0,0.2,0.2,0,0,1,0,0,1.4,0,0,1
8/28/2007 1:29,74.95,55,79.11,73.33,73.76,0,0,0.2,0.2,0,0,1,0,0,1.4,0,0,1
8/28/2007 1:30,75.06,55,79.08,73.33,73.76,0,0,0.2,0.2,0,0,1,0,0,1.4,0,0,1
8/28/2007 1:31,74.95,55,79.05,73.23,73.76,0,0,0.2,0.2,0,0,1,0,0,1.4,0,0,1
8/28/2007 1:32,74.95,55,79.09,73.33,73.76,0,0,0.2,0.2,0,0,1,0,0,1.4,0,0,1
8/28/2007 1:33,75.06,55,79.01,73.33,73.76,0,0,0.2,0.2,0,0,1,0,0,1.4,0,0,1
8/28/2007 1:34,74.95,55,78.95,73.23,73.65,0,0,0.2,0.2,0,0,1,0,0,1.4,0,0,1
8/28/2007 1:35,75.17,55,78.91,73.33,73.76,0,0,0.2,0.2,0,0,1,0,0,1.4,0,0,1
8/28/2007 1:36,74.84,55,78.91,73.33,73.65,0,0,0.2,0.2,0,0,1,0,0,1.4,0,0,1
8/28/2007 1:37,74.95,55,78.86,73.23,73.65,0,0,0.2,0.2,0,0,1,0,0,1.4,0,0,1
8/28/2007 1:38,74.95,55,78.84,73.33,73.65,0,0,0.2,0.2,0,0,1,0,0,1.4,0,0,1
8/28/2007 1:39,74.84,55,78.84,73.23,73.65,0,0,0.2,0.2,0,0,1,0,0,1.4,0,0,1
8/28/2007 1:40,74.84,55,78.74,73.33,73.55,0,0,0.2,0.2,0,0,1,0,0,1.4,0,0,1
8/28/2007 1:41,74.95,55,78.65,73.33,73.65,0,0,0.2,0.2,0,0,1,0,0,1.4,0,0,1
8/28/2007 1:42,75.06,55,78.64,73.23,73.65,0,0,0.2,0.2,0,0,1,0,0,1.4,0,0,1
8/28/2007 1:43,74.84,55,78.57,73.23,73.55,0,0,0.2,0.2,0,0,1,0,0,1.4,0,0,1
8/28/2007 1:44,74.84,55,78.64,73.23,73.55,0,0,0.2,0.2,0,0,1,0,0,1.4,0,0,1
8/28/2007 1:45,74.84,55,78.66,73.23,73.55,0,0,0.2,0.2,0,0,1,0,0,1.4,0,0,1
8/28/2007 1:46,74.84,55,78.74,73.23,73.55,0,0,0.2,0.2,0,0,1,0,0,1.4,0,0,1
8/28/2007 1:47,74.84,55,78.67,73.23,73.55,0,0,0.2,0.2,0,0,1,0,0,1.4,0,0,1
8/28/2007 1:48,74.84,55,78.54,73.23,73.55,0,0,0.2,0.2,0,0,1,0,0,1.4,0,0,1
8/28/2007 1:49,74.84,55,78.48,73.33,73.55,0,0,0.2,0.2,0,0,1,0,0,1.4,0,0,1
8/28/2007 1:50,74.84,55,78.41,73.23,73.55,0,0,0.2,0.2,0,0,1,0,0,1.4,0,0,1
8/28/2007 1:51,74.84,55,78.42,73.23,73.55,0,0,0.2,0.2,0,0,1,0,0,1.4,0,0,1
8/28/2007 1:52,74.84,55,78.39,73.23,73.55,0,0,0.2,0.2,0,0,1,0,0,1.4,0,0,1
8/28/2007 1:53,74.84,55,78.32,73.23,73.55,0,0,0.2,0.2,0,0,1,0,0,1.4,0,0,1
8/28/2007 1:54,74.84,55,78.36,73.23,73.55,0,0,0.2,0.2,0,0,1,0,0,1.4,0,0,1
8/28/2007 1:55,74.84,55,78.52,73.23,73.55,0,0,0.2,0.2,0,0,1,0,0,1.4,0,0,1
8/28/2007 1:56,74.84,55,78.45,73.33,73.55,0,0,0.2,0.2,0,0,1,0,0,1.4,0,0,1
8/28/2007 1:57,74.84,55,78.44,73.23,73.55,0,0,0.2,0.2,0,0,1,0,0,1.4,0,0,1
8/28/2007 1:58,74.84,55,78.38,73.23,73.44,0,0,0.2,0.2,0,0,1,0,0,1.4,0,0,1
8/28/2007 1:59,74.84,55,78.3,73.23,73.55,0,0,0.2,0.2,0,0,1,0,0,1.4,0,0,1
8/28/2007 2:00,74.74,55,78.25,73.23,73.55,0,0,0.2,0.2,0,0,1,0,0,1.4,0,0,1
8/28/2007 2:01,74.74,55,78.18,73.23,73.55,0,0,0.2,0.2,0,0,1,0,0,1.4,0,0,1
8/28/2007 2:02,74.84,55,78.19,73.23,73.55,0,0,0.2,0.2,0,0,1,0,0,1.4,0,0,1
8/28/2007 2:03,74.74,55,78.16,73.23,73.55,0,0,0.2,0.2,0,0,1,0,0,1.4,0,0,1
8/28/2007 2:04,74.74,55,78.1,73.23,73.55,0,0,0.2,0.2,0,0,1,0,0,1.4,0,0,1
8/28/2007 2:05,74.84,55,78.07,73.23,73.65,0,0,0.2,0.2,0,0,1,0,0,1.4,0,0,1
8/28/2007 2:06,74.95,55,78.07,73.23,73.65,0,0,0.2,0.2,0,0,1,0,0,1.4,0,0,1
8/28/2007 2:07,74.74,55,77.96,73.23,73.76,0,0,0.2,0.2,0,0,1,0,0,1.4,0,0,1
8/28/2007 2:08,74.74,55,78,73.23,73.76,0,0,0.2,0.2,0,0,1,0,0,1.4,0,0,1
8/28/2007 2:09,74.74,55,78.02,73.23,73.76,0,0,0.2,0.2,0,0,1,0,0,1.4,0,0,1
8/28/2007 2:10,74.74,55,78.06,73.23,73.76,0,0,0.2,0.2,0,0,1,0,0,1.4,0,0,1
8/28/2007 2:11,74.74,55,78.08,73.23,73.76,0,0,0.2,0.2,0,0,1,0,0,1.4,0,0,1
8/28/2007 2:12,74.74,55,78.03,73.23,73.86,0,0,0.2,0.2,0,0,1,0,0,1.4,0,0,1
8/28/2007 2:13,74.74,55,78.04,73.23,73.86,0,0,0.2,0.2,0,0,1,0,0,1.4,0,0,1
8/28/2007 2:14,74.74,55,77.98,73.12,73.76,0,0,0.2,0.2,0,0,1,0,0,1.4,0,0,1
8/28/2007 2:15,74.63,55,78,73.23,73.76,0,0,0.2,0.2,0,0,1,0,0,1.4,0,0,1
8/28/2007 2:16,74.63,55,78.04,73.23,73.76,0,0,0.2,0.2,0,0,1,0,0,1.4,0,0,1
8/28/2007 2:17,74.63,55,78.02,73.23,73.76,0,0,0.2,0.2,0,0,1,0,0,1.4,0,0,1
8/28/2007 2:18,74.74,55,77.91,73.44,73.97,0,0,0.2,0.2,0,0,1,0,0,1.4,0,0,1
8/28/2007 2:19,74.74,55,77.93,73.23,73.76,0,0,0.2,0.2,0,0,1,0,0,1.4,0,0,1
8/28/2007 2:20,74.63,55,78,73.12,73.76,0,0,0.2,0.2,0,0,1,0,0,1.4,0,0,1
8/28/2007 2:21,74.63,55,78.09,73.23,73.76,0,0,0.2,0.2,0,0,1,0,0,1.4,0,0,1
8/28/2007 2:22,74.63,55,78.09,73.44,73.97,0,0,0.2,0.2,0,0,1,0,0,1.4,0,0,1
8/28/2007 2:23,74.84,55,78.05,73.23,73.76,0,0,0.2,0.2,0,0,1,0,0,1.4,0,0,1
8/28/2007 2:24,74.63,55,78.01,73.23,73.65,0,0,0.2,0.2,0,0,1,0,0,1.4,0,0,1
8/28/2007 2:25,74.63,55,77.93,73.12,73.65,0,0,0.2,0.2,0,0,1,0,0,1.4,0,0,1
8/28/2007 2:26,74.63,55,77.89,73.23,73.65,0,0,0.2,0.2,0,0,1,0,0,1.4,0,0,1
8/28/2007 2:27,74.63,55,77.87,73.23,73.76,0,0,0.2,0.2,0,0,1,0,0,1.4,0,0,1
8/28/2007 2:28,74.63,55,77.83,73.23,73.65,0,0,0.2,0.2,0,0,1,0,0,1.4,0,0,1
8/28/2007 2:29,74.63,55,77.94,73.12,73.65,0,0,0.2,0.2,0,0,1,0,0,1.4,0,0,1
8/28/2007 2:30,74.84,55,78.02,73.23,73.65,0,0,0.2,0.2,0,0,1,0,0,1.4,0,0,1
8/28/2007 2:31,74.63,55,78.01,73.12,73.65,0,0,0.2,0.2,0,0,1,0,0,1.4,0,0,1
8/28/2007 2:32,74.74,55,77.98,73.23,73.55,0,0,0.2,0.2,0,0,1,0,0,1.4,0,0,1
8/28/2007 2:33,74.52,55,77.89,73.23,73.65,0,0,0.2,0.2,0,0,1,0,0,1.4,0,0,1
8/28/2007 2:34,74.63,55,77.9,73.23,73.55,0,0,0.2,0.2,0,0,1,0,0,1.4,0,0,1
8/28/2007 2:35,74.52,55,77.87,73.23,73.55,0,0,0.2,0.2,0,0,1,0,0,1.4,0,0,1
8/28/2007 2:36,74.63,55,77.79,73.23,73.55,0,0,0.2,0.2,0,0,1,0,0,1.4,0,0,1
8/28/2007 2:37,74.63,55,77.65,73.23,73.55,0,0,0.2,0.2,0,0,1,0,0,1.4,0,0,1
8/28/2007 2:38,74.63,55,77.59,73.23,73.55,0,0,0.2,0.2,0,0,1,0,0,1.4,0,0,1
8/28/2007 2:39,74.63,55,77.66,73.12,73.55,0,0,0.2,0.2,0,0,1,0,0,1.4,0,0,1
8/28/2007 2:40,74.63,55,77.68,73.33,73.76,0,0,0.2,0.2,0,0,1,0,0,1.4,0,0,1
8/28/2007 2:41,74.63,55,77.7,73.44,73.76,0,0,0.2,0.2,0,0,1,0,0,1.4,0,0,1
8/28/2007 2:42,74.52,55,77.72,73.23,73.55,0,0,0.2,0.2,0,0,1,0,0,1.4,0,0,1
8/28/2007 2:43,74.52,55,77.67,73.12,73.44,0,0,0.2,0.2,0,0,1,0,0,1.4,0,0,1
8/28/2007 2:44,74.52,55,77.62,73.23,73.55,0,0,0.2,0.2,0,0,1,0,0,1.4,0,0,1
8/28/2007 2:45,74.52,55,77.66,73.12,73.55,0,0,0.2,0.2,0,0,1,0,0,1.4,0,0,1
8/28/2007 2:46,74.52,55,77.59,73.23,73.44,0,0,0.2,0.2,0,0,1,0,0,1.4,0,0,1
8/28/2007 2:47,74.52,55,77.54,73.12,73.44,0,0,0.2,0.2,0,0,1,0,0,1.4,0,0,1
8/28/2007 2:48,74.52,55,77.51,73.12,73.44,0,0,0.2,0.2,0,0,1,0,0,1.4,0,0,1
8/28/2007 2:49,74.52,55,77.54,73.33,73.65,0,0,0.2,0.2,0,0,1,0,0,1.4,0,0,1
8/28/2007 2:50,74.74,55,77.53,73.23,73.44,0,0,0.2,0.2,0,0,1,0,0,1.4,0,0,1
8/28/2007 2:51,74.52,55,77.47,73.23,73.55,0,0,0.2,0.2,0,0,1,0,0,1.4,0,0,1
8/28/2007 2:52,74.52,55,77.52,73.23,73.55,0,0,0.2,0.2,0,0,1,0,0,1.4,0,0,1
8/28/2007 2:53,74.52,55,77.47,73.12,73.55,0,0,0.2,0.2,0,0,1,0,0,1.4,0,0,1
8/28/2007 2:54,74.63,55,77.48,73.12,73.65,0,0,0.2,0.2,0,0,1,0,0,1.4,0,0,1
8/28/2007 2:55,74.52,55,77.47,73.12,73.65,0,0,0.2,0.2,0,0,1,0,0,1.4,0,0,1
8/28/2007 2:56,74.52,55,77.47,73.12,73.76,0,0,0.2,0.2,0,0,1,0,0,1.4,0,0,1
8/28/2007 2:57,74.52,55,77.39,73.12,73.76,0,0,0.2,0.2,0,0,1,0,0,1.4,0,0,1
8/28/2007 2:58,74.52,55,77.31,73.12,73.76,0,0,0.2,0.2,0,0,1,0,0,1.4,0,0,1
8/28/2007 2:59,74.74,55,77.29,73.12,73.86,0,0,0.2,0.2,0,0,1,0,0,1.4,0,0,1
8/28/2007 3:00,74.52,55,77.27,73.33,73.97,0,0,0.2,0.2,0,0,1,0,0,1.4,0,0,1
8/28/2007 3:01,74.52,55,77.27,73.12,73.76,0,0,0.2,0.2,0,0,1,0,0,1.4,0,0,1
8/28/2007 3:02,74.41,55,77.22,73.12,73.86,0,0,0.2,0.2,0,0,1,0,0,1.4,0,0,1
8/28/2007 3:03,74.63,55,77.28,73.33,73.97,0,0,0.2,0.2,0,0,1,0,0,1.4,0,0,1
8/28/2007 3:04,74.52,55,77.24,73.12,73.76,0,0,0.2,0.2,0,0,1,0,0,1.4,0,0,1
8/28/2007 3:05,74.41,55,77.2,73.23,73.76,0,0,0.2,0.2,0,0,1,0,0,1.4,0,0,1
8/28/2007 3:06,74.52,55,77.15,73.23,73.86,0,0,0.2,0.2,0,0,1,0,0,1.4,0,0,1
8/28/2007 3:07,74.74,55,77.12,73.33,73.97,0,0,0.2,0.2,0,0,1,0,0,1.4,0,0,1
8/28/2007 3:08,74.41,55,77.01,73.23,73.65,0,0,0.2,0.2,0,0,1,0,0,1.4,0,0,1
8/28/2007 3:09,74.52,55,76.95,73.12,73.76,0,0,0.2,0.2,0,0,1,0,0,1.4,0,0,1
8/28/2007 3:10,74.52,55,76.93,73.12,73.65,0,0,0.2,0.2,0,0,1,0,0,1.4,0,0,1
8/28/2007 3:11,74.41,55,76.91,73.23,73.76,0,0,0.2,0.2,0,0,1,0,0,1.4,0,0,1
8/28/2007 3:12,74.41,55,76.97,73.12,73.65,0,0,0.2,0.2,0,0,1,0,0,1.4,0,0,1
8/28/2007 3:13,74.74,55,77.07,73.23,73.65,0,0,0.2,0.2,0,0,1,0,0,1.4,0,0,1
8/28/2007 3:14,74.52,55,76.97,73.23,73.65,0,0,0.2,0.2,0,0,1,0,0,1.4,0,0,1
8/28/2007 3:15,74.52,55,76.85,73.12,73.65,0,0,0.2,0.2,0,0,1,0,0,1.4,0,0,1
8/28/2007 3:16,74.52,55,76.79,73.12,73.55,0,0,0.2,0.2,0,0,1,0,0,1.4,0,0,1
8/28/2007 3:17,74.52,55,76.8,73.12,73.65,0,0,0.2,0.2,0,0,1,0,0,1.4,0,0,1
8/28/2007 3:18,74.63,55,76.74,73.12,73.65,0,0,0.2,0.2,0,0,1,0,0,1.4,0,0,1
8/28/2007 3:19,74.52,55,76.66,73.12,73.65,0,0,0.2,0.2,0,0,1,0,0,1.4,0,0,1
8/28/2007 3:20,74.41,55,76.66,73.23,73.65,0,0,0.2,0.2,0,0,1,0,0,1.4,0,0,1
8/28/2007 3:21,74.41,55,76.69,73.12,73.65,0,0,0.2,0.2,0,0,1,0,0,1.4,0,0,1
8/28/2007 3:22,74.41,55,76.71,73.12,73.55,0,0,0.2,0.2,0,0,1,0,0,1.4,0,0,1
8/28/2007 3:23,74.41,55,76.68,73.12,73.55,0,0,0.2,0.2,0,0,1,0,0,1.4,0,0,1
8/28/2007 3:24,74.63,55,76.66,73.12,73.55,0,0,0.2,0.2,0,0,1,0,0,1.4,0,0,1
8/28/2007 3:25,74.63,55,76.64,73.33,73.65,0,0,0.2,0.2,0,0,1,0,0,1.4,0,0,1
8/28/2007 3:26,74.41,55,76.66,73.12,73.55,0,0,0.2,0.2,0,0,1,0,0,1.4,0,0,1
8/28/2007 3:27,74.41,55,76.61,73.12,73.55,0,0,0.2,0.2,0,0,1,0,0,1.4,0,0,1
8/28/2007 3:28,74.41,55,76.62,73.01,73.55,0,0,0.2,0.2,0,0,1,0,0,1.4,0,0,1
8/28/2007 3:29,74.52,55,76.56,73.12,73.55,0,0,0.2,0.2,0,0,1,0,0,1.4,0,0,1
8/28/2007 3:30,74.63,55,76.6,73.12,73.55,0,0,0.2,0.2,0,0,1,0,0,1.4,0,0,1
8/28/2007 3:31,74.63,55,76.56,73.12,73.55,0,0,0.2,0.2,0,0,1,0,0,1.4,0,0,1
8/28/2007 3:32,74.41,55,76.5,73.12,73.44,0,0,0.2,0.2,0,0,1,0,0,1.4,0,0,1
8/28/2007 3:33,74.63,55,76.5,73.12,73.55,0,0,0.2,0.2,0,0,1,0,0,1.4,0,0,1
8/28/2007 3:34,74.52,55,76.43,73.12,73.44,0,0,0.2,0.2,0,0,1,0,0,1.4,0,0,1
8/28/2007 3:35,74.31,55,76.44,73.12,73.55,0,0,0.2,0.2,0,0,1,0,0,1.4,0,0,1
8/28/2007 3:36,74.41,55,76.38,73.12,73.44,0,0,0.2,0.2,0,0,1,0,0,1.4,0,0,1
8/28/2007 3:37,74.41,55,76.36,73.12,73.55,0,0,0.2,0.2,0,0,1,0,0,1.4,0,0,1
8/28/2007 3:38,74.41,55,76.29,73.12,73.44,0,0,0.2,0.2,0,0,1,0,0,1.4,0,0,1
