Date,AHU: Supply Air Temperature,AHU: Supply Air Temperature Set Point,AHU: Outdoor Air Temperature,AHU: Mixed Air Temperature,AHU: Return Air Temperature,AHU: Supply Air Fan Status,AHU: Return Air Fan Status,AHU: Supply Air Fan Speed Control Signal,AHU: Return Air Fan Speed Control Signal,AHU: Exhaust Air Damper Control Signal,AHU: Outdoor Air Damper Control Signal,AHU: Return Air Damper Control Signal,AHU: Cooling Coil Valve Control Signal,AHU: Heating Coil Valve Control Signal,AHU: Supply Air Duct Static Pressure Set Point,AHU: Supply Air Duct Static Pressure,Occupancy Mode Indicator,Fault Detection Ground Truth
8/28/2007 0:41,80.27,55,79.81,76.7,76.66,1,0,1,0,0,0,1,0,0,1.4,1.08,0,1
8/28/2007 0:42,80.3,55,79.84,76.73,76.7,1,0,1,0,0,0,1,0,0,1.4,1.08,0,1
8/28/2007 0:43,80.33,55,79.86,76.76,76.73,1,0,1,0,0,0,1,0,0,1.4,1.08,0,1
8/28/2007 0:44,80.36,55,79.83,76.79,76.76,1,0,1,0,0,0,1,0,0,1.4,1.08,0,1
8/28/2007 0:45,80.39,55,79.88,76.81,76.78,1,0,1,0,0,0,1,0,0,1.4,1.08,0,1
8/28/2007 0:46,80.42,55,79.83,76.84,76.81,1,0,1,0,0,0,1,0,0,1.4,1.08,0,1
8/28/2007 0:47,80.44,55,79.79,76.87,76.84,1,0,1,0,0,0,1,0,0,1.4,1.08,0,1
8/28/2007 0:48,80.47,55,79.76,76.9,76.87,1,0,1,0,0,0,1,0,0,1.4,1.08,0,1
8/28/2007 0:49,80.49,55,79.69,76.93,76.9,1,0,1,0,0,0,1,0,0,1.4,1.08,0,1
8/28/2007 0:50,80.52,55,79.59,76.95,76.93,1,0,1,0,0,0,1,0,0,1.4,1.08,0,1
8/28/2007 0:51,80.55,55,79.57,76.98,76.95,1,0,1,0,0,0,1,0,0,1.4,1.08,0,1
8/28/2007 0:52,80.57,55,79.56,77.01,76.98,1,0,1,0,0,0,1,0,0,1.4,1.08,0,1
8/28/2007 0:53,80.6,55,79.56,77.03,77.01,1,0,1,0,0,0,1,0,0,1.4,1.08,0,1
8/28/2007 0:54,80.62,55,79.57,77.06,77.03,1,0,1,0,0,0,1,0,0,1.4,1.08,0,1
8/28/2007 0:55,80.65,55,79.56,77.09,77.06,1,0,1,0,0,0,1,0,0,1.4,1.08,0,1
8/28/2007 0:56,80.67,55,79.51,77.11,77.09,1,0,1,0,0,0,1,0,0,1.4,1.08,0,1
8/28/2007 0:57,80.7,55,79.52,77.14,77.11,1,0,1,0,0,0,1,0,0,1.4,1.08,0,1
8/28/2007 0:58,80.72,55,79.54,77.16,77.14,1,0,1,0,0,0,1,0,0,1.4,1.08,0,1
8/28/2007 0:59,80.74,55,79.55,77.19,77.16,1,0,1,0,0,0,1,0,0,1.4,1.08,0,1
8/28/2007 1:00,80.77,55,79.59,77.21,77.19,1,0,1,0,0,0,1,0,0,1.4,1.08,0,1
8/28/2007 1:01,80.79,55,79.61,77.24,77.21,1,0,1,0,0,0,1,0,0,1.4,1.08,0,1
8/28/2007 1:02,80.82,55,79.66,77.26,77.24,1,0,1,0,0,0,1,0,0,1.4,1.08,0,1
8/28/2007 1:03,80.84,55,79.57,77.28,77.26,1,0,1,0,0,0,1,0,0,1.4,1.08,0,1
8/28/2007 1:04,80.86,55,79.51,77.31,77.29,1,0,1,0,0,0,1,0,0,1.4,1.08,0,1
8/28/2007 1:05,80.88,55,79.48,77.33,77.31,1,0,1,0,0,0,1,0,0,1.4,1.08,0,1
8/28/2007 1:06,80.9,55,79.5,77.35,77.33,1,0,1,0,0,0,1,0,0,1.4,1.08,0,1
8/28/2007 1:07,80.93,55,79.47,77.38,77.36,1,0,1,0,0,0,1,0,0,1.4,1.08,0,1
8/28/2007 1:08,80.95,55,79.48,77.4,77.38,1,0,1,0,0,0,1,0,0,1.4,1.08,0,1
8/28/2007 1:09,80.97,55,79.52,77.42,77.4,1,0,1,0,0,0,1,0,0,1.4,1.08,0,1
8/28/2007 1:10,80.99,55,79.51,77.44,77.42,1,0,1,0,0,0,1,0,0,1.4,1.08,0,1
8/28/2007 1:11,81.01,55,79.49,77.47,77.45,1,0,1,0,0,0,1,0,0,1.4,1.08,0,1
8/28/2007 1:12,81.03,55,79.5,77.49,77.47,1,0,1,0,0,0,1,0,0,1.4,1.08,0,1
8/28/2007 1:13,81.05,55,79.45,77.51,77.49,1,0,1,0,0,0,1,0,0,1.4,1.08,0,1
8/28/2007 1:14,81.07,55,79.47,77.53,77.51,1,0,1,0,0,0,1,0,0,1.4,1.08,0,1
8/28/2007 1:15,81.09,55,79.34,77.55,77.53,1,0,1,0,0,0,1,0,0,1.4,1.08,0,1
8/28/2007 1:16,81.11,55,79.25,77.57,77.55,1,0,1,0,0,0,1,0,0,1.4,1.08,0,1
8/28/2007 1:17,81.13,55,79.31,77.59,77.57,1,0,1,0,0,0,1,0,0,1.4,1.08,0,1
8/28/2007 1:18,81.15,55,79.33,77.61,77.59,1,0,1,0,0,0,1,0,0,1.4,1.08,0,1
8/28/2007 1:19,81.17,55,79.27,77.63,77.62,1,0,1,0,0,0,1,0,0,1.4,1.08,0,1
8/28/2007 1:20,81.19,55,79.28,77.65,77.64,1,0,1,0,0,0,1,0,0,1.4,1.08,0,1
8/28/2007 1:21,81.2,55,79.27,77.67,77.66,1,0,1,0,0,0,1,0,0,1.4,1.08,0,1
8/28/2007 1:22,81.23,55,79.25,77.69,77.67,1,0,1,0,0,0,1,0,0,1.4,1.08,0,1
8/28/2007 1:23,81.24,55,79.19,77.71,77.69,1,0,1,0,0,0,1,0,0,1.4,1.08,0,1
8/28/2007 1:24,81.26,55,79.16,77.73,77.71,1,0,1,0,0,0,1,0,0,1.4,1.08,0,1
8/28/2007 1:25,81.28,55,79.24,77.75,77.73,1,0,1,0,0,0,1,0,0,1.4,1.08,0,1
8/28/2007 1:26,81.3,55,79.17,77.77,77.75,1,0,1,0,0,0,1,0,0,1.4,1.08,0,1
8/28/2007 1:27,81.32,55,79.16,77.78,77.77,1,0,1,0,0,0,1,0,0,1.4,1.08,0,1
8/28/2007 1:28,81.33,55,79.11,77.8,77.79,1,0,1,0,0,0,1,0,0,1.4,1.08,0,1
8/28/2007 1:29,81.35,55,79.11,77.82,77.81,1,0,1,0,0,0,1,0,0,1.4,1.08,0,1
8/28/2007 1:30,81.37,55,79.08,77.84,77.83,1,0,1,0,0,0,1,0,0,1.4,1.08,0,1
8/28/2007 1:31,81.38,55,79.05,77.86,77.84,1,0,1,0,0,0,1,0,0,1.4,1.08,0,1
8/28/2007 1:32,81.4,55,79.09,77.87,77.86,1,0,1,0,0,0,1,0,0,1.4,1.08,0,1
8/28/2007 1:33,81.42,55,79.01,77.89,77.88,1,0,1,0,0,0,1,0,0,1.4,1.08,0,1
8/28/2007 1:34,81.43,55,78.95,77.91,77.9,1,0,1,0,0,0,1,0,0,1.4,1.08,0,1
8/28/2007 1:35,81.45,55,78.91,77.92,77.91,1,0,1,0,0,0,1,0,0,1.4,1.08,0,1
8/28/2007 1:36,81.47,55,78.91,77.94,77.93,1,0,1,0,0,0,1,0,0,1.4,1.08,0,1
8/28/2007 1:37,81.48,55,78.86,77.96,77.95,1,0,1,0,0,0,1,0,0,1.4,1.08,0,1
8/28/2007 1:38,81.5,55,78.84,77.97,77.97,1,0,1,0,0,0,1,0,0,1.4,1.08,0,1
8/28/2007 1:39,81.51,55,78.84,77.99,77.98,1,0,1,0,0,0,1,0,0,1.4,1.08,0,1
8/28/2007 1:40,81.53,55,78.74,78.01,78,1,0,1,0,0,0,1,0,0,1.4,1.08,0,1
8/28/2007 1:41,81.54,55,78.65,78.02,78.02,1,0,1,0,0,0,1,0,0,1.4,1.08,0,1
8/28/2007 1:42,81.56,55,78.64,78.04,78.03,1,0,1,0,0,0,1,0,0,1.4,1.08,0,1
8/28/2007 1:43,81.57,55,78.57,78.05,78.05,1,0,1,0,0,0,1,0,0,1.4,1.08,0,1
8/28/2007 1:44,81.59,55,78.64,78.07,78.06,1,0,1,0,0,0,1,0,0,1.4,1.08,0,1
8/28/2007 1:45,81.6,55,78.66,78.08,78.08,1,0,1,0,0,0,1,0,0,1.4,1.08,0,1
8/28/2007 1:46,81.62,55,78.74,78.1,78.09,1,0,1,0,0,0,1,0,0,1.4,1.08,0,1
8/28/2007 1:47,81.63,55,78.67,78.12,78.11,1,0,1,0,0,0,1,0,0,1.4,1.08,0,1
8/28/2007 1:48,81.65,55,78.54,78.13,78.13,1,0,1,0,0,0,1,0,0,1.4,1.08,0,1
8/28/2007 1:49,81.66,55,78.48,78.14,78.14,1,0,1,0,0,0,1,0,0,1.4,1.08,0,1
8/28/2007 1:50,81.67,55,78.41,78.16,78.16,1,0,1,0,0,0,1,0,0,1.4,1.08,0,1
8/28/2007 1:51,81.69,55,78.42,78.17,78.17,1,0,1,0,0,0,1,0,0,1.4,1.08,0,1
8/28/2007 1:52,81.7,55,78.39,78.19,78.19,1,0,1,0,0,0,1,0,0,1.4,1.08,0,1
8/28/2007 1:53,81.71,55,78.32,78.2,78.2,1,0,1,0,0,0,1,0,0,1.4,1.08,0,1
8/28/2007 1:54,81.73,55,78.36,78.22,78.21,1,0,1,0,0,0,1,0,0,1.4,1.08,0,1
8/28/2007 1:55,81.74,55,78.52,78.23,78.23,1,0,1,0,0,0,1,0,0,1.4,1.08,0,1
8/28/2007 1:56,81.75,55,78.45,78.24,78.24,1,0,1,0,0,0,1,0,0,1.4,1.08,0,1
8/28/2007 1:57,81.77,55,78.44,78.26,78.26,1,0,1,0,0,0,1,0,0,1.4,1.08,0,1
8/28/2007 1:58,81.78,55,78.38,78.27,78.27,1,0,1,0,0,0,1,0,0,1.4,1.08,0,1
8/28/2007 1:59,81.79,55,78.3,78.28,78.28,1,0,1,0,0,0,1,0,0,1.4,1.08,0,1
8/28/2007 2:00,81.8,55,78.25,78.3,78.3,1,0,1,0,0,0,1,0,0,1.4,1.08,0,1
8/28/2007 2:01,81.82,55,78.18,78.31,78.31,1,0,1,0,0,0,1,0,0,1.4,1.08,0,1
8/28/2007 2:02,81.83,55,78.19,78.32,78.33,1,0,1,0,0,0,1,0,0,1.4,1.08,0,1
8/28/2007 2:03,81.84,55,78.16,78.34,78.34,1,0,1,0,0,0,1,0,0,1.4,1.08,0,1
8/28/2007 2:04,81.85,55,78.1,78.35,78.35,1,0,1,0,0,0,1,0,0,1.4,1.08,0,1
8/28/2007 2:05,81.87,55,78.07,78.36,78.36,1,0,1,0,0,0,1,0,0,1.4,1.08,0,1
8/28/2007 2:06,81.88,55,78.07,78.37,78.38,1,0,1,0,0,0,1,0,0,1.4,1.08,0,1
8/28/2007 2:07,81.89,55,77.96,78.39,78.39,1,0,1,0,0,0,1,0,0,1.4,1.08,0,1
8/28/2007 2:08,81.9,55,78,78.4,78.4,1,0,1,0,0,0,1,0,0,1.4,1.08,0,1
8/28/2007 2:09,81.91,55,78.02,78.41,78.42,1,0,1,0,0,0,1,0,0,1.4,1.08,0,1
8/28/2007 2:10,81.92,55,78.06,78.42,78.43,1,0,1,0,0,0,1,0,0,1.4,1.08,0,1
8/28/2007 2:11,81.94,55,78.08,78.44,78.44,1,0,1,0,0,0,1,0,0,1.4,1.08,0,1
8/28/2007 2:12,81.95,55,78.03,78.45,78.45,1,0,1,0,0,0,1,0,0,1.4,1.08,0,1
8/28/2007 2:13,81.96,55,78.04,78.46,78.47,1,0,1,0,0,0,1,0,0,1.4,1.08,0,1
8/28/2007 2:14,81.97,55,77.98,78.47,78.48,1,0,1,0,0,0,1,0,0,1.4,1.08,0,1
8/28/2007 2:15,81.98,55,78,78.48,78.49,1,0,1,0,0,0,1,0,0,1.4,1.08,0,1
8/28/2007 2:16,81.99,55,78.04,78.5,78.5,1,0,1,0,0,0,1,0,0,1.4,1.08,0,1
8/28/2007 2:17,82,55,78.02,78.51,78.51,1,0,1,0,0,0,1,0,0,1.4,1.08,0,1
8/28/2007 2:18,82.01,55,77.91,78.52,78.53,1,0,1,0,0,0,1,0,0,1.4,1.08,0,1
8/28/2007 2:19,82.02,55,77.93,78.53,78.54,1,0,1,0,0,0,1,0,0,1.4,1.08,0,1
8/28/2007 2:20,82.04,55,78,78.54,78.55,1,0,1,0,0,0,1,0,0,1.4,1.08,0,1
8/28/2007 2:21,82.05,55,78.09,78.56,78.56,1,0,1,0,0,0,1,0,0,1.4,1.08,0,1
8/28/2007 2:22,82.06,55,78.09,78.57,78.57,1,0,1,0,0,0,1,0,0,1.4,1.08,0,1
8/28/2007 2:23,82.07,55,78.05,78.58,78.58,1,0,1,0,0,0,1,0,0,1.4,1.08,0,1
8/28/2007 2:24,82.08,55,78.01,78.59,78.59,1,0,1,0,0,0,1,0,0,1.4,1.08,0,1
8/28/2007 2:25,82.09,55,77.93,78.6,78.61,1,0,1,0,0,0,1,0,0,1.4,1.08,0,1
8/28/2007 2:26,82.1,55,77.89,78.61,78.62,1,0,1,0,0,0,1,0,0,1.4,1.08,0,1
8/28/2007 2:27,82.11,55,77.87,78.62,78.63,1,0,1,0,0,0,1,0,0,1.4,1.08,0,1
8/28/2007 2:28,82.12,55,77.83,78.63,78.64,1,0,1,0,0,0,1,0,0,1.4,1.08,0,1
8/28/2007 2:29,82.13,55,77.94,78.64,78.65,1,0,1,0,0,0,1,0,0,1.4,1.08,0,1
8/28/2007 2:30,82.14,55,78.02,78.65,78.66,1,0,1,0,0,0,1,0,0,1.4,1.08,0,1
8/28/2007 2:31,82.15,55,78.01,78.67,78.67,1,0,1,0,0,0,1,0,0,1.4,1.08,0,1
8/28/2007 2:32,82.16,55,77.98,78.68,78.68,1,0,1,0,0,0,1,0,0,1.4,1.08,0,1
8/28/2007 2:33,82.17,55,77.89,78.69,78.69,1,0,1,0,0,0,1,0,0,1.4,1.08,0,1
8/28/2007 2:34,82.18,55,77.9,78.7,78.7,1,0,1,0,0,0,1,0,0,1.4,1.08,0,1
8/28/2007 2:35,82.19,55,77.87,78.71,78.71,1,0,1,0,0,0,1,0,0,1.4,1.08,0,1
8/28/2007 2:36,82.2,55,77.79,78.72,78.72,1,0,1,0,0,0,1,0,0,1.4,1.08,0,1
8/28/2007 2:37,82.21,55,77.65,78.72,78.73,1,0,1,0,0,0,1,0,0,1.4,1.08,0,1
8/28/2007 2:38,82.22,55,77.59,78.73,78.74,1,0,1,0,0,0,1,0,0,1.4,1.08,0,1
8/28/2007 2:39,82.23,55,77.66,78.74,78.75,1,0,1,0,0,0,1,0,0,1.4,1.08,0,1
8/28/2007 2:40,82.24,55,77.68,78.75,78.76,1,0,1,0,0,0,1,0,0,1.4,1.08,0,1
8/28/2007 2:41,82.25,55,77.7,78.76,78.77,1,0,1,0,0,0,1,0,0,1.4,1.08,0,1
8/28/2007 2:42,82.26,55,77.72,78.77,78.78,1,0,1,0,0,0,1,0,0,1.4,1.08,0,1
8/28/2007 2:43,82.27,55,77.67,78.78,78.79,1,0,1,0,0,0,1,0,0,1.4,1.08,0,1
8/28/2007 2:44,82.28,55,77.62,78.79,78.8,1,0,1,0,0,0,1,0,0,1.4,1.08,0,1
8/28/2007 2:45,82.28,55,77.66,78.8,78.81,1,0,1,0,0,0,1,0,0,1.4,1.08,0,1
8/28/2007 2:46,82.29,55,77.59,78.81,78.82,1,0,1,0,0,0,1,0,0,1.4,1.08,0,1
8/28/2007 2:47,82.3,55,77.54,78.82,78.83,1,0,1,0,0,0,1,0,0,1.4,1.08,0,1
8/28/2007 2:48,82.31,55,77.51,78.83,78.84,1,0,1,0,0,0,1,0,0,1.4,1.08,0,1
8/28/2007 2:49,82.32,55,77.54,78.84,78.85,1,0,1,0,0,0,1,0,0,1.4,1.08,0,1
8/28/2007 2:50,82.33,55,77.53,78.85,78.86,1,0,1,0,0,0,1,0,0,1.4,1.08,0,1
8/28/2007 2:51,82.34,55,77.47,78.86,78.87,1,0,1,0,0,0,1,0,0,1.4,1.08,0,1
8/28/2007 2:52,82.35,55,77.52,78.87,78.88,1,0,1,0,0,0,1,0,0,1.4,1.08,0,1
8/28/2007 2:53,82.35,55,77.47,78.88,78.89,1,0,1,0,0,0,1,0,0,1.4,1.08,0,1
8/28/2007 2:54,82.36,55,77.48,78.88,78.9,1,0,1,0,0,0,1,0,0,1.4,1.08,0,1
8/28/2007 2:55,82.37,55,77.47,78.89,78.91,1,0,1,0,0,0,1,0,0,1.4,1.08,0,1
8/28/2007 2:56,82.38,55,77.47,78.9,78.92,1,0,1,0,0,0,1,0,0,1.4,1.08,0,1
8/28/2007 2:57,82.39,55,77.39,78.91,78.93,1,0,1,0,0,0,1,0,0,1.4,1.08,0,1
8/28/2007 2:58,82.4,55,77.31,78.92,78.93,1,0,1,0,0,0,1,0,0,1.4,1.08,0,1
8/28/2007 2:59,82.4,55,77.29,78.93,78.94,1,0,1,0,0,0,1,0,0,1.4,1.08,0,1
8/28/2007 3:00,82.41,55,77.27,78.94,78.95,1,0,1,0,0,0,1,0,0,1.4,1.08,0,1
8/28/2007 3:01,82.42,55,77.27,78.94,78.96,1,0,1,0,0,0,1,0,0,1.4,1.08,0,1
8/28/2007 3:02,82.43,55,77.22,78.95,78.97,1,0,1,0,0,0,1,0,0,1.4,1.08,0,1
8/28/2007 3:03,82.44,55,77.28,78.96,78.98,1,0,1,0,0,0,1,0,0,1.4,1.08,0,1
8/28/2007 3:04,82.44,55,77.24,78.97,78.99,1,0,1,0,0,0,1,0,0,1.4,1.08,0,1
8/28/2007 3:05,82.45,55,77.2,78.98,78.99,1,0,1,0,0,0,1,0,0,1.4,1.08,0,1
8/28/2007 3:06,82.45,55,77.15,78.99,79,1,0,1,0,0,0,1,0,0,1.4,1.08,0,1
8/28/2007 3:07,82.46,55,77.12,78.99,79.01,1,0,1,0,0,0,1,0,0,1.4,1.08,0,1
8/28/2007 3:08,82.47,55,77.01,79,79.02,1,0,1,0,0,0,1,0,0,1.4,1.08,0,1
8/28/2007 3:09,82.48,55,76.95,79.01,79.03,1,0,1,0,0,0,1,0,0,1.4,1.08,0,1
8/28/2007 3:10,82.49,55,76.93,79.02,79.04,1,0,1,0,0,0,1,0,0,1.4,1.08,0,1
8/28/2007 3:11,82.49,55,76.91,79.02,79.04,1,0,1,0,0,0,1,0,0,1.4,1.08,0,1
8/28/2007 3:12,82.5,55,76.97,79.03,79.05,1,0,1,0,0,0,1,0,0,1.4,1.08,0,1
8/28/2007 3:13,82.51,55,77.07,79.04,79.06,1,0,1,0,0,0,1,0,0,1.4,1.08,0,1
8/28/2007 3:14,82.51,55,76.97,79.05,79.07,1,0,1,0,0,0,1,0,0,1.4,1.08,0,1
8/28/2007 3:15,82.52,55,76.85,79.05,79.08,1,0,1,0,0,0,1,0,0,1.4,1.08,0,1
8/28/2007 3:16,82.53,55,76.79,79.06,79.08,1,0,1,0,0,0,1,0,0,1.4,1.08,0,1
8/28/2007 3:17,82.54,55,76.8,79.07,79.09,1,0,1,0,0,0,1,0,0,1.4,1.08,0,1
8/28/2007 3:18,82.55,55,76.74,79.08,79.1,1,0,1,0,0,0,1,0,0,1.4,1.08,0,1
8/28/2007 3:19,82.55,55,76.66,79.08,79.11,1,0,1,0,0,0,1,0,0,1.4,1.08,0,1
8/28/2007 3:20,82.56,55,76.66,79.09,79.11,1,0,1,0,0,0,1,0,0,1.4,1.08,0,1
8/28/2007 3:21,82.56,55,76.69,79.1,79.12,1,0,1,0,0,0,1,0,0,1.4,1.08,0,1
8/28/2007 3:22,82.57,55,76.71,79.11,79.13,1,0,1,0,0,0,1,0,0,1.4,1.08,0,1
8/28/2007 3:23,82.58,55,76.68,79.11,79.14,1,0,1,0,0,0,1,0,0,1.4,1.08,0,1
8/28/2007 3:24,82.58,55,76.66,79.12,79.14,1,0,1,0,0,0,1,0,0,1.4,1.08,0,1
8/28/2007 3:25,82.59,55,76.64,79.13,79.15,1,0,1,0,0,0,1,0,0,1.4,1.08,0,1
8/28/2007 3:26,82.6,55,76.66,79.13,79.16,1,0,1,0,0,0,1,0,0,1.4,1.08,0,1
8/28/2007 3:27,82.6,55,76.61,79.14,79.17,1,0,1,0,0,0,1,0,0,1.4,1.08,0,1
8/28/2007 3:28,82.61,55,76.62,79.15,79.17,1,0,1,0,0,0,1,0,0,1.4,1.08,0,1
8/28/2007 3:29,82.62,55,76.56,79.16,79.18,1,0,1,0,0,0,1,0,0,1.4,1.08,0,1
8/28/2007 3:30,82.62,55,76.6,79.16,79.19,1,0,1,0,0,0,1,0,0,1.4,1.08,0,1
8/28/2007 3:31,82.63,55,76.56,79.17,79.19,1,0,1,0,0,0,1,0,0,1.4,1.08,0,1
8/28/2007 3:32,82.64,55,76.5,79.18,79.2,1,0,1,0,0,0,1,0,0,1.4,1.08,0,1
8/28/2007 3:33,82.64,55,76.5,79.18,79.21,1,0,1,0,0,0,1,0,0,1.4,1.08,0,1
8/28/2007 3:34,82.65,55,76.43,79.19,79.22,1,0,1,0,0,0,1,0,0,1.4,1.08,0,1
8/28/2007 3:35,82.66,55,76.44,79.2,79.22,1,0,1,0,0,0,1,0,0,1.4,1.08,0,1
8/28/2007 3:36,82.66,55,76.38,79.2,79.23,1,0,1,0,0,0,1,0,0,1.4,1.08,0,1
8/28/2007 3:37,82.67,55,76.36,79.21,79.24,1,0,1,0,0,0,1,0,0,1.4,1.08,0,1
8/28/2007 3:38,82.68,55,76.29,79.21,79.24,1,0,1,0,0,0,1,0,0,1.4,1.08,0,1
8/28/2007 3:39,82.68,55,76.28,79.22,79.25,1,0,1,0,0,0,1,0,0,1.4,1.08,0,1
8/28/2007 3:40,82.69,55,76.27,79.23,79.26,1,0,1,0,0,0,1,0,0,1.4,1.08,0,1
8/28/2007 3:41,82.69,55,76.23,79.23,79.26,1,0,1,0,0,0,1,0,0,1.4,1.08,0,1
8/28/2007 3:42,82.7,55,76.19,79.24,79.27,1,0,1,0,0,0,1,0,0,1.4,1.08,0,1
8/28/2007 3:43,82.71,55,76.19,79.25,79.28,1,0,1,0,0,0,1,0,0,1.4,1.08,0,1
8/28/2007 3:44,82.71,55,76.18,79.25,79.28,1,0,1,0,0,0,1,0,0,1.4,1.08,0,1
8/28/2007 3:45,82.72,55,76.09,79.26,79.29,1,0,1,0,0,0,1,0,0,1.4,1.08,0,1
8/28/2007 3:46,82.72,55,76.05,79.27,79.3,1,0,1,0,0,0,1,0,0,1.4,1.08,0,1
