Date,sat,mat,supply_vfd_speed,economizer_sig,cooling_sig
1/18/2023 16:09,86,71,40,20,17
1/18/2023 16:24,87,70,39,20,16
1/18/2023 16:39,86,71,38,20,15
1/18/2023 16:54,87,70,39,20,14
1/18/2023 17:09,88,70,38,20,15
1/18/2023 17:24,89,70,39,20,16
1/18/2023 17:39,88,70,38,20,15
1/18/2023 17:54,89,70,37,20,14
1/18/2023 18:09,90,71,36,20,15
1/18/2023 18:24,89,70,35,20,14
1/18/2023 18:39,90,70,36,20,13
1/18/2023 18:54,89,70,37,20,12
1/18/2023 19:09,88,70,36,20,13
1/18/2023 19:24,87,70,37,20,12
1/18/2023 19:39,88,71,36,20,13
1/18/2023 19:54,87,70,35,20,14
1/18/2023 20:09,88,71,36,20,15
1/18/2023 20:24,87,70,37,20,16
1/18/2023 20:39,86,71,36,20,15
1/18/2023 20:54,85,72,37,20,16
1/18/2023 21:09,84,73,38,20,15
1/18/2023 21:24,85,72,39,20,14
1/18/2023 21:39,84,71,38,20,15
1/18/2023 21:54,83,70,39,20,16
1/18/2023 22:09,82,70,38,20,15
1/18/2023 22:24,81,70,39,20,16
1/18/2023 22:39,80,71,38,20,15
1/18/2023 22:54,79,72,37,20,16
1/18/2023 23:09,78,71,36,20,17
1/18/2023 23:24,79,70,37,20,16
1/18/2023 23:39,78,71,36,20,15
1/18/2023 23:54,79,72,35,20,16
1/19/2023 0:09,80,73,34,20,15
1/19/2023 0:24,79,74,33,20,14
1/19/2023 0:39,78,75,34,20,15
1/19/2023 0:54,79,76,35,20,14
1/19/2023 1:09,78,77,36,20,13
1/19/2023 1:24,77,76,35,20,12
1/19/2023 1:39,76,75,36,20,13
1/19/2023 1:54,77,76,37,20,12
1/19/2023 2:09,78,77,36,20,13
1/19/2023 2:24,77,76,35,20,12
1/19/2023 2:39,76,77,34,20,11
1/19/2023 2:54,75,78,33,20,10
1/19/2023 3:09,76,79,34,20,11
1/19/2023 3:24,75,78,33,20,10
1/19/2023 3:39,76,77,32,20,9
1/19/2023 3:54,77,78,31,20,10
1/19/2023 4:09,78,79,32,20,11
1/19/2023 4:24,77,80,31,20,10
1/19/2023 4:39,78,80,30,20,9
1/19/2023 4:54,77,80,29,20,10
1/19/2023 5:09,76,80,30,20,9
1/19/2023 5:24,77,80,29,20,10
1/19/2023 5:39,76,79,30,20,9
1/19/2023 5:54,77,80,29,20,8
1/19/2023 6:09,76,79,30,20,7
1/19/2023 6:24,77,78,31,20,6
1/19/2023 6:39,78,79,32,20,5
1/19/2023 6:54,79,78,31,20,6
1/19/2023 7:09,78,79,30,20,7
1/19/2023 7:24,77,80,31,20,8
1/19/2023 7:39,76,80,32,20,7
1/19/2023 7:54,75,80,31,20,8
1/19/2023 8:09,74,80,32,20,9
1/19/2023 8:24,75,79,31,20,10
1/19/2023 8:39,76,78,32,20,9
1/19/2023 8:54,75,79,31,20,8
1/19/2023 9:09,74,80,32,20,9
1/19/2023 9:24,73,79,31,20,10
1/19/2023 9:39,72,80,30,20,11
1/19/2023 9:54,73,80,31,20,10
1/19/2023 10:09,74,79,30,20,9
1/19/2023 10:24,73,80,31,20,8
1/19/2023 10:39,74,79,30,20,9
1/19/2023 10:54,73,78,29,20,8
1/19/2023 11:09,74,77,28,20,7
1/19/2023 11:24,73,78,27,20,6
1/19/2023 11:39,72,79,28,20,5
1/19/2023 11:54,71,78,29,20,4
1/19/2023 12:09,70,79,30,20,5
1/19/2023 12:24,71,80,29,20,6
1/19/2023 12:39,72,80,28,20,5
1/19/2023 12:54,73,80,29,20,4
1/19/2023 13:09,72,80,30,20,3
1/19/2023 13:24,71,80,29,20,4
1/19/2023 13:39,70,80,28,20,3
1/19/2023 13:54,69,80,27,20,4
1/19/2023 14:09,70,79,26,20,3
1/19/2023 14:24,69,78,27,20,4
1/19/2023 14:39,68,79,28,20,3
1/19/2023 14:54,69,78,29,20,4
1/19/2023 15:09,68,79,28,20,5
1/19/2023 15:24,69,80,27,20,6
1/19/2023 15:39,68,80,28,20,5
1/19/2023 15:54,69,80,27,20,6
1/19/2023 16:09,70,80,26,20,7
1/19/2023 16:24,71,80,27,20,8
1/19/2023 16:39,70,80,26,20,7
1/19/2023 16:54,69,80,25,20,8
1/19/2023 17:09,68,80,24,20,7
1/19/2023 17:24,69,79,25,20,8
1/19/2023 17:39,68,80,24,20,7
1/19/2023 17:54,67,80,23,20,8
1/19/2023 18:09,66,79,22,20,7
1/19/2023 18:24,67,78,21,20,6
1/19/2023 18:39,68,79,20,20,5
1/19/2023 18:54,67,80,21,20,6
1/19/2023 19:09,68,80,20,20,7
1/19/2023 19:24,69,80,21,20,6
1/19/2023 19:39,68,79,20,20,5
1/19/2023 19:54,67,80,21,20,6
1/19/2023 20:09,66,80,20,20,7
1/19/2023 20:24,65,79,21,20,8
1/19/2023 20:39,64,78,22,20,9
1/19/2023 20:54,65,79,21,20,10
1/19/2023 21:09,64,80,22,20,9
1/19/2023 21:24,65,80,23,20,8
1/19/2023 21:39,66,79,24,20,9
1/19/2023 21:54,67,78,25,20,8
1/19/2023 22:09,66,79,24,20,9
1/19/2023 22:24,67,80,23,20,8
1/19/2023 22:39,66,79,24,20,9
1/19/2023 22:54,65,80,25,20,8
1/19/2023 23:09,66,80,24,20,7
1/19/2023 23:24,67,80,25,20,6
1/19/2023 23:39,68,80,24,20,7
1/19/2023 23:54,69,79,25,20,8
1/20/2023 0:09,68,78,24,20,9
1/20/2023 0:24,67,79,25,20,10
1/20/2023 0:39,68,80,26,20,11
1/20/2023 0:54,69,79,27,20,12
1/20/2023 1:09,68,78,26,20,13
1/20/2023 1:24,69,77,27,20,14
1/20/2023 1:39,68,78,28,20,15
1/20/2023 1:54,69,77,27,20,14
1/20/2023 2:09,68,78,26,20,13
1/20/2023 2:24,67,79,25,20,14
1/20/2023 2:39,66,80,26,20,15
1/20/2023 2:54,67,80,27,20,16
1/20/2023 3:09,66,79,26,20,15
1/20/2023 3:24,67,78,27,20,16
1/20/2023 3:39,68,79,26,20,17
1/20/2023 3:54,69,78,27,20,16
1/20/2023 4:09,68,79,28,20,17
1/20/2023 4:24,69,78,27,20,18
1/20/2023 4:39,68,79,28,20,19
1/20/2023 4:54,67,78,29,20,18
1/20/2023 5:09,68,79,28,20,17
1/20/2023 5:24,67,80,27,20,16
1/20/2023 5:39,68,79,28,20,17
1/20/2023 5:54,69,78,29,20,16
1/20/2023 6:09,68,79,28,20,15
1/20/2023 6:24,67,78,29,20,16
1/20/2023 6:39,66,79,28,20,17
1/20/2023 6:54,67,80,27,20,16
1/20/2023 7:09,66,79,26,20,17
1/20/2023 7:24,65,80,27,20,18
1/20/2023 7:39,64,79,26,20,17
1/20/2023 7:54,65,78,25,20,18
1/20/2023 8:09,64,79,26,20,19
1/20/2023 8:24,65,78,25,20,20
1/20/2023 8:39,66,77,24,20,19
1/20/2023 8:54,67,78,23,20,20
1/20/2023 9:09,68,77,24,20,21
1/20/2023 9:24,67,76,23,20,22
1/20/2023 9:39,68,77,24,20,21
1/20/2023 9:54,67,76,25,20,20
1/20/2023 10:09,66,77,26,20,19
1/20/2023 10:24,65,78,27,20,18
1/20/2023 10:39,66,77,28,20,19
1/20/2023 10:54,67,76,29,20,20
1/20/2023 11:09,66,75,28,20,19
1/20/2023 11:24,65,74,27,20,20
1/20/2023 11:39,66,75,26,20,19
1/20/2023 11:54,65,74,25,20,20
1/20/2023 12:09,64,73,26,20,21
1/20/2023 12:24,63,72,25,20,20
1/20/2023 12:39,62,71,26,20,21
1/20/2023 12:54,61,72,25,20,20
1/20/2023 13:09,62,71,24,20,19
1/20/2023 13:24,63,70,25,20,18
1/20/2023 13:39,64,71,24,20,19
1/20/2023 13:54,63,70,25,20,20
1/20/2023 14:09,62,71,24,20,19
1/20/2023 14:24,61,72,23,20,18
1/20/2023 14:39,62,71,24,20,19
1/20/2023 14:54,61,70,23,20,18
1/20/2023 15:09,60,71,22,20,19
1/20/2023 15:24,60,72,23,20,20
1/20/2023 15:39,60,71,22,20,19
1/20/2023 15:54,61,72,21,20,20
1/20/2023 16:09,60,73,22,20,21
1/20/2023 16:24,60,74,23,20,20
1/20/2023 16:39,60,75,22,20,21
1/20/2023 16:54,61,74,23,20,22
1/20/2023 17:09,62,73,22,20,23
1/20/2023 17:24,61,74,21,20,24
1/20/2023 17:39,60,73,20,20,25
1/20/2023 17:54,60,74,21,20,24
1/20/2023 18:09,60,73,22,20,23
1/20/2023 18:24,60,74,21,20,22
1/20/2023 18:39,61,73,22,20,23
1/20/2023 18:54,60,72,21,20,24
1/20/2023 19:09,60,73,20,20,25
1/20/2023 19:24,60,72,19,20,26
1/20/2023 19:39,61,73,18,20,25
1/20/2023 19:54,62,74,19,20,26
1/20/2023 20:09,63,75,20,20,25
1/20/2023 20:24,64,76,19,20,26
1/20/2023 20:39,63,77,20,20,27
1/20/2023 20:54,62,78,19,20,28
1/20/2023 21:09,61,79,20,20,29
1/20/2023 21:24,60,78,19,0,28
1/20/2023 21:39,60,79,20,0,29
1/20/2023 21:54,60,78,21,0,28
1/20/2023 22:09,60,79,22,0,29
1/20/2023 22:24,61,80,23,0,30
1/20/2023 22:39,62,80,22,0,31
1/20/2023 22:54,61,79,21,0,30
1/20/2023 23:09,60,80,20,0,29
1/20/2023 23:24,60,80,21,0,30
1/20/2023 23:39,60,79,20,0,29
1/20/2023 23:54,61,80,19,0,28
1/21/2023 0:09,60,80,18,0,29
1/21/2023 0:24,60,80,19,0,30
1/21/2023 0:39,61,79,0,0,29
1/21/2023 0:54,62,78,0,0,28
1/21/2023 1:09,63,79,0,0,29
1/21/2023 1:24,62,80,0,0,28
1/21/2023 1:39,61,79,0,0,29
1/21/2023 1:54,62,78,0,0,28
1/21/2023 2:09,61,79,0,0,29
1/21/2023 2:24,60,80,0,0,30
1/21/2023 2:39,60,80,0,0,29
1/21/2023 2:54,60,79,0,0,30
1/21/2023 3:09,60,78,0,0,31
1/21/2023 3:24,60,79,0,0,30
1/21/2023 3:39,60,78,0,0,31
1/21/2023 3:54,61,79,0,0,32
1/21/2023 4:09,60,78,0,0,31
1/21/2023 4:24,60,79,0,0,30
1/21/2023 4:39,60,80,0,0,29
1/21/2023 4:54,61,80,0,0,28
1/21/2023 5:09,62,79,0,0,29
1/21/2023 5:24,61,78,0,0,28
1/21/2023 5:39,62,79,0,0,29
1/21/2023 5:54,61,80,0,0,30
1/21/2023 6:09,62,79,0,0,31
1/21/2023 6:24,61,80,0,0,32
1/21/2023 6:39,60,79,0,0,33
1/21/2023 6:54,60,78,0,0,34
1/21/2023 7:09,61,79,0,0,35
1/21/2023 7:24,62,80,0,0,34
1/21/2023 7:39,61,79,0,0,33
1/21/2023 7:54,62,78,0,0,34
1/21/2023 8:09,63,77,0,0,33
1/21/2023 8:24,62,76,0,0,34
1/21/2023 8:39,63,75,0,0,35
1/21/2023 8:54,62,76,0,0,34
1/21/2023 9:09,63,75,0,0,35
1/21/2023 9:24,62,76,0,0,36
1/21/2023 9:39,63,75,0,0,37
1/21/2023 9:54,62,76,0,0,38
1/21/2023 10:09,63,77,0,0,39
1/21/2023 10:24,64,78,0,0,38
1/21/2023 10:39,65,77,0,0,37
1/21/2023 10:54,66,78,0,0,38
1/21/2023 11:09,67,77,0,0,39
1/21/2023 11:24,68,76,0,0,40
1/21/2023 11:39,69,77,0,0,39
1/21/2023 11:54,70,78,0,0,40
1/21/2023 12:09,71,79,0,0,39
1/21/2023 12:24,70,78,0,0,40
1/21/2023 12:39,69,79,0,0,39
1/21/2023 12:54,68,78,0,0,40
1/21/2023 13:09,69,79,0,0,41
1/21/2023 13:24,68,78,0,0,40
1/21/2023 13:39,67,79,0,0,39
1/21/2023 13:54,68,78,0,0,40
1/21/2023 14:09,67,77,0,0,39
1/21/2023 14:24,66,76,0,0,40
1/21/2023 14:39,65,75,0,0,39
1/21/2023 14:54,64,76,0,0,38
1/21/2023 15:09,63,75,0,0,39
1/21/2023 15:24,62,74,0,0,38
1/21/2023 15:39,61,75,0,0,39
1/21/2023 15:54,62,76,0,0,40
1/21/2023 16:09,61,75,0,0,41
1/21/2023 16:24,60,74,0,0,42
1/21/2023 16:39,60,73,0,0,41
1/21/2023 16:54,60,74,0,0,42
1/21/2023 17:09,60,73,0,0,41
1/21/2023 17:24,60,74,0,0,40
1/21/2023 17:39,60,73,0,0,41
1/21/2023 17:54,60,72,0,0,40
1/21/2023 18:09,61,71,0,0,41
1/21/2023 18:24,60,72,0,0,40
1/21/2023 18:39,60,73,0,0,39
1/21/2023 18:54,61,74,0,0,40
1/21/2023 19:09,62,75,0,0,41
1/21/2023 19:24,63,74,0,0,42
1/21/2023 19:39,64,73,0,0,41
1/21/2023 19:54,63,74,0,0,40
1/21/2023 20:09,64,75,0,0,39
1/21/2023 20:24,65,76,0,0,40
1/21/2023 20:39,64,77,0,0,39
1/21/2023 20:54,65,76,0,0,38
1/21/2023 21:09,66,75,0,0,39
1/21/2023 21:24,67,76,0,0,40
1/21/2023 21:39,68,77,0,0,41
1/21/2023 21:54,69,76,0,0,40
1/21/2023 22:09,70,77,0,0,41
1/21/2023 22:24,71,76,0,0,40
1/21/2023 22:39,72,77,0,0,41
1/21/2023 22:54,71,76,0,0,42
1/21/2023 23:09,72,75,0,0,43
1/21/2023 23:24,73,76,0,0,44
1/21/2023 23:39,74,75,0,0,43
1/21/2023 23:54,73,74,0,0,42
1/22/2023 0:09,74,73,0,0,43
1/22/2023 0:24,73,72,0,0,44
1/22/2023 0:39,74,71,0,0,45
1/22/2023 0:54,75,70,0,0,44
1/22/2023 1:09,76,71,0,0,45
1/22/2023 1:24,77,70,0,0,44
1/22/2023 1:39,78,71,0,0,45
1/22/2023 1:54,79,72,0,0,46
1/22/2023 2:09,78,73,0,0,47
1/22/2023 2:24,79,72,0,0,46
1/22/2023 2:39,78,73,0,0,45
1/22/2023 2:54,79,72,0,0,46
1/22/2023 3:09,80,71,0,0,47
1/22/2023 3:24,79,70,0,0,48
1/22/2023 3:39,78,70,0,0,49
1/22/2023 3:54,79,70,0,0,48
1/22/2023 4:09,80,70,0,0,49
1/22/2023 4:24,81,70,0,0,48
1/22/2023 4:39,80,71,0,0,47
1/22/2023 4:54,79,72,0,0,46
1/22/2023 5:09,78,71,0,0,45
1/22/2023 5:24,79,72,0,0,44
1/22/2023 5:39,80,73,0,0,43
1/22/2023 5:54,79,74,0,0,42
1/22/2023 6:09,80,75,0,0,43
1/22/2023 6:24,79,76,0,0,42
1/22/2023 6:39,78,77,0,0,41
1/22/2023 6:54,77,78,0,0,42
1/22/2023 7:09,78,77,0,0,41
1/22/2023 7:24,77,76,0,0,40
1/22/2023 7:39,78,75,0,0,39
1/22/2023 7:54,79,76,0,0,40
1/22/2023 8:09,80,77,0,0,41
1/22/2023 8:24,81,78,0,0,40
1/22/2023 8:39,82,77,0,0,41
1/22/2023 8:54,83,78,0,0,40
1/22/2023 9:09,82,79,0,0,39
1/22/2023 9:24,81,80,0,0,38
1/22/2023 9:39,82,79,0,0,39
1/22/2023 9:54,81,78,0,0,38
1/22/2023 10:09,82,79,0,0,37
1/22/2023 10:24,81,80,0,0,38
1/22/2023 10:39,82,79,0,0,37
1/22/2023 10:54,83,80,0,0,36
1/22/2023 11:09,84,79,0,0,37
1/22/2023 11:24,85,80,0,0,38
1/22/2023 11:39,84,80,0,0,39
1/22/2023 11:54,83,79,0,0,38
1/22/2023 12:09,82,80,0,0,39
1/22/2023 12:24,81,80,0,0,40
1/22/2023 12:39,80,80,0,0,41
1/22/2023 12:54,79,79,0,0,42
1/22/2023 13:09,80,80,0,0,43
1/22/2023 13:24,79,79,0,0,44
1/22/2023 13:39,80,78,0,0,43
1/22/2023 13:54,79,77,0,0,44
1/22/2023 14:09,80,76,0,0,43
1/22/2023 14:24,79,77,0,0,42
1/22/2023 14:39,78,78,0,0,41
1/22/2023 14:54,77,79,0,0,40
1/22/2023 15:09,76,78,0,0,41
1/22/2023 15:24,75,79,0,0,42
1/22/2023 15:39,74,78,0,0,41
1/22/2023 15:54,75,77,0,0,42
1/22/2023 16:09,76,76,0,0,43
1/22/2023 16:24,77,77,0,0,44
1/22/2023 16:39,78,78,0,0,43
1/22/2023 16:54,77,77,0,0,42
1/22/2023 17:09,76,78,0,0,41
1/22/2023 17:24,75,79,0,0,42
1/22/2023 17:39,74,78,0,0,43
1/22/2023 17:54,75,77,0,0,42
1/22/2023 18:09,74,78,0,0,43
1/22/2023 18:24,73,77,0,0,42
1/22/2023 18:39,74,76,0,0,41
1/22/2023 18:54,75,75,0,0,42
1/22/2023 19:09,76,74,0,0,43
1/22/2023 19:24,77,73,0,0,42
1/22/2023 19:39,78,74,0,30,41
1/22/2023 19:54,77,75,0,29,42
1/22/2023 20:09,78,76,0,30,41
1/22/2023 20:24,79,77,0,29,40
1/22/2023 20:39,78,76,0,30,41
1/22/2023 20:54,77,77,0,31,40
1/22/2023 21:09,78,78,0,30,39
1/22/2023 21:24,79,79,0,31,38
1/22/2023 21:39,78,80,0,32,37
1/22/2023 21:54,77,80,0,33,38
1/22/2023 22:09,78,80,0,32,37
1/22/2023 22:24,77,80,0,31,36
1/22/2023 22:39,76,80,0,32,37
1/22/2023 22:54,77,79,0,33,38
1/22/2023 23:09,76,80,0,34,37
1/22/2023 23:24,75,79,0,35,36
1/22/2023 23:39,74,78,0,34,35
1/22/2023 23:54,73,77,0,35,36
1/23/2023 0:09,74,78,0,36,37
1/23/2023 0:24,73,77,0,37,38
1/23/2023 0:39,72,78,0,36,39
1/23/2023 0:54,73,79,0,37,40
1/23/2023 1:09,72,80,0,38,39
1/23/2023 1:24,71,80,0,37,38
1/23/2023 1:39,70,79,0,38,39
1/23/2023 1:54,71,80,0,39,40
1/23/2023 2:09,72,80,0,40,41
1/23/2023 2:24,71,79,0,39,42
1/23/2023 2:39,72,78,0,38,43
1/23/2023 2:54,71,79,0,37,42
1/23/2023 3:09,70,80,0,38,43
1/23/2023 3:24,71,80,0,39,42
1/23/2023 3:39,72,80,0,38,41
1/23/2023 3:54,73,80,0,39,42
1/23/2023 4:09,74,79,0,38,41
1/23/2023 4:24,73,78,0,37,42
1/23/2023 4:39,74,77,0,38,41
1/23/2023 4:54,75,78,0,39,42
1/23/2023 5:09,74,77,0,40,41
1/23/2023 5:24,73,76,0,39,42
1/23/2023 5:39,74,75,0,38,43
1/23/2023 5:54,75,74,0,39,42
1/23/2023 6:09,74,73,0,40,43
1/23/2023 6:24,73,72,0,39,42
1/23/2023 6:39,72,73,0,40,41
1/23/2023 6:54,71,74,0,41,42
1/23/2023 7:09,72,73,0,40,43
1/23/2023 7:24,71,74,0,39,44
1/23/2023 7:39,72,75,0,40,43
1/23/2023 7:54,71,76,0,41,44
1/23/2023 8:09,72,77,0,42,43
1/23/2023 8:24,73,76,0,43,42
1/23/2023 8:39,74,77,0,44,43
1/23/2023 8:54,75,78,0,43,44
1/23/2023 9:09,74,79,0,44,43
1/23/2023 9:24,73,78,0,45,44
1/23/2023 9:39,74,79,0,44,45
1/23/2023 9:54,75,80,0,45,44
