Date,oat,mat,clg,economizer_sig,supply_vfd_speed
1/19/2023 21:23,85,73,92,20,29
1/19/2023 21:38,84,74,91,20,28
1/19/2023 21:53,83,73,92,20,27
1/19/2023 22:08,84,72,93,20,28
1/19/2023 22:23,83,71,92,20,29
1/19/2023 22:38,82,70,91,20,30
1/19/2023 22:53,83,69,92,20,31
1/19/2023 23:08,84,70,93,20,32
1/19/2023 23:23,83,69,92,20,31
1/19/2023 23:38,84,68,93,20,30
1/19/2023 23:53,83,69,94,20,31
1/20/2023 0:08,82,70,95,20,32
1/20/2023 0:23,83,71,94,20,33
1/20/2023 0:38,84,70,95,20,34
1/20/2023 0:53,85,71,94,20,33
1/20/2023 1:08,86,72,95,20,34
1/20/2023 1:23,85,73,96,20,33
1/20/2023 1:38,84,74,95,20,34
1/20/2023 1:53,83,73,96,20,35
1/20/2023 2:08,82,72,97,20,36
1/20/2023 2:23,83,71,98,20,37
1/20/2023 2:38,84,70,97,20,36
1/20/2023 2:53,83,69,98,20,37
1/20/2023 3:08,84,70,97,20,36
1/20/2023 3:23,83,69,98,20,35
1/20/2023 3:38,82,68,97,20,36
1/20/2023 3:53,83,67,98,20,37
1/20/2023 4:08,82,68,99,20,38
1/20/2023 4:23,81,67,98,20,39
1/20/2023 4:38,80,68,99,20,38
1/20/2023 4:53,79,67,98,20,37
1/20/2023 5:08,80,68,99,20,36
1/20/2023 5:23,81,67,100,20,35
1/20/2023 5:38,82,68,100,20,36
1/20/2023 5:53,81,67,99,20,35
1/20/2023 6:08,80,66,100,20,34
1/20/2023 6:23,81,65,100,20,35
1/20/2023 6:38,80,64,99,20,36
1/20/2023 6:53,81,63,100,20,35
1/20/2023 7:08,80,64,99,20,34
1/20/2023 7:23,81,65,100,20,35
1/20/2023 7:38,82,64,99,20,36
1/20/2023 7:53,83,65,98,20,35
1/20/2023 8:08,84,64,97,20,34
1/20/2023 8:23,85,65,98,20,35
1/20/2023 8:38,86,64,97,20,36
1/20/2023 8:53,87,63,98,20,37
1/20/2023 9:08,88,64,97,20,38
1/20/2023 9:23,87,65,98,20,37
1/20/2023 9:38,88,64,99,20,38
1/20/2023 9:53,89,63,98,20,39
1/20/2023 10:08,88,62,97,20,40
1/20/2023 10:23,89,63,98,20,39
1/20/2023 10:38,88,62,99,20,38
1/20/2023 10:53,89,61,98,20,39
1/20/2023 11:08,90,60,99,20,40
1/20/2023 11:23,89,60,100,20,39
1/20/2023 11:38,88,60,100,20,38
1/20/2023 11:53,89,61,99,20,39
1/20/2023 12:08,88,62,98,20,40
1/20/2023 12:23,87,63,99,20,39
1/20/2023 12:38,86,62,100,20,40
1/20/2023 12:53,85,63,99,20,41
1/20/2023 13:08,84,64,100,20,42
1/20/2023 13:23,85,63,99,20,41
1/20/2023 13:38,84,64,100,20,42
1/20/2023 13:53,85,63,100,20,43
1/20/2023 14:08,84,62,100,20,42
1/20/2023 14:23,85,61,100,20,41
1/20/2023 14:38,84,62,100,20,40
1/20/2023 14:53,83,63,99,20,39
1/20/2023 15:08,84,64,98,20,38
1/20/2023 15:23,85,63,99,20,39
1/20/2023 15:38,84,64,98,20,38
1/20/2023 15:53,83,63,97,20,39
1/20/2023 16:08,84,64,98,20,38
1/20/2023 16:23,85,63,99,20,37
1/20/2023 16:38,86,64,98,20,36
1/20/2023 16:53,87,65,99,20,35
1/20/2023 17:08,86,64,98,20,36
1/20/2023 17:23,85,63,99,20,37
1/20/2023 17:38,86,64,100,20,36
1/20/2023 17:53,85,63,100,20,37
1/20/2023 18:08,84,62,100,20,36
1/20/2023 18:23,85,63,99,20,35
1/20/2023 18:38,86,64,100,20,36
1/20/2023 18:53,85,63,100,20,37
1/20/2023 19:08,84,64,99,20,36
1/20/2023 19:23,85,65,98,20,37
1/20/2023 19:38,84,66,99,20,38
1/20/2023 19:53,85,67,100,20,39
1/20/2023 20:08,84,68,99,20,38
1/20/2023 20:23,85,67,100,20,39
1/20/2023 20:38,86,66,99,20,38
1/20/2023 20:53,87,65,100,20,39
1/20/2023 21:08,88,66,99,20,38
1/20/2023 21:23,87,67,98,20,37
1/20/2023 21:38,86,68,99,20,36
1/20/2023 21:53,85,69,98,20,37
1/20/2023 22:08,86,68,97,20,36
1/20/2023 22:23,87,67,96,20,35
1/20/2023 22:38,88,66,97,20,34
1/20/2023 22:53,87,65,98,20,33
1/20/2023 23:08,88,64,97,20,34
1/20/2023 23:23,89,65,98,20,35
1/20/2023 23:38,88,66,99,20,36
1/20/2023 23:53,89,67,98,20,35
1/21/2023 0:08,88,66,99,20,36
1/21/2023 0:23,87,67,100,20,37
1/21/2023 0:38,88,68,99,20,36
1/21/2023 0:53,89,69,100,20,35
1/21/2023 1:08,90,68,100,20,34
1/21/2023 1:23,91,67,99,20,33
1/21/2023 1:38,90,68,100,20,34
1/21/2023 1:53,89,67,99,20,33
1/21/2023 2:08,88,68,100,20,32
1/21/2023 2:23,87,69,99,20,31
1/21/2023 2:38,88,70,100,20,32
1/21/2023 2:53,87,69,99,20,31
1/21/2023 3:08,86,68,98,20,30
1/21/2023 3:23,87,67,99,20,29
1/21/2023 3:38,86,66,98,20,30
1/21/2023 3:53,85,67,97,20,29
1/21/2023 4:08,86,68,98,20,30
1/21/2023 4:23,87,67,99,20,29
1/21/2023 4:38,88,66,100,20,30
1/21/2023 4:53,87,67,100,20,31
1/21/2023 5:08,88,68,100,20,32
1/21/2023 5:23,87,67,100,20,31
1/21/2023 5:38,86,66,99,20,30
1/21/2023 5:53,85,67,98,20,31
1/21/2023 6:08,86,66,99,20,32
1/21/2023 6:23,87,65,100,20,31
1/21/2023 6:38,88,66,100,20,32
1/21/2023 6:53,87,65,99,20,31
1/21/2023 7:08,88,66,98,20,32
1/21/2023 7:23,87,65,99,20,31
1/21/2023 7:38,86,66,98,20,32
1/21/2023 7:53,87,67,99,20,31
1/21/2023 8:08,88,66,100,20,30
1/21/2023 8:23,87,67,100,20,31
1/21/2023 8:38,86,68,100,20,30
1/21/2023 8:53,87,69,100,20,31
1/21/2023 9:08,86,70,99,20,30
1/21/2023 9:23,85,71,98,20,29
1/21/2023 9:38,86,72,97,20,28
1/21/2023 9:53,87,71,96,20,27
1/21/2023 10:08,86,72,95,20,28
1/21/2023 10:23,87,71,96,20,29
1/21/2023 10:38,88,70,95,20,30
1/21/2023 10:53,87,69,94,20,29
1/21/2023 11:08,86,70,95,20,28
1/21/2023 11:23,85,71,94,20,29
1/21/2023 11:38,86,72,95,20,30
1/21/2023 11:53,87,73,94,20,29
1/21/2023 12:08,86,74,95,20,28
1/21/2023 12:23,87,73,94,20,27
1/21/2023 12:38,86,74,93,20,26
1/21/2023 12:53,85,73,94,20,27
1/21/2023 13:08,86,72,93,20,28
1/21/2023 13:23,87,71,92,20,29
1/21/2023 13:38,86,70,91,20,28
1/21/2023 13:53,85,71,90,20,27
1/21/2023 14:08,86,72,91,20,28
1/21/2023 14:23,87,71,92,20,27
1/21/2023 14:38,86,70,91,20,26
1/21/2023 14:53,85,71,92,20,27
1/21/2023 15:08,84,70,91,20,26
1/21/2023 15:23,85,71,92,20,25
1/21/2023 15:38,86,70,91,20,24
1/21/2023 15:53,87,71,90,20,25
1/21/2023 16:08,88,72,91,20,24
1/21/2023 16:23,89,73,90,20,23
1/21/2023 16:38,88,72,91,20,22
1/21/2023 16:53,87,71,92,20,21
1/21/2023 17:08,88,72,93,20,20
1/21/2023 17:23,89,73,94,20,21
1/21/2023 17:38,90,72,93,20,20
1/21/2023 17:53,91,71,92,20,21
1/21/2023 18:08,90,72,93,20,20
1/21/2023 18:23,91,73,92,20,21
1/21/2023 18:38,90,74,91,20,20
1/21/2023 18:53,91,75,92,20,21
1/21/2023 19:08,90,74,91,20,22
1/21/2023 19:23,91,73,90,20,21
1/21/2023 19:38,90,72,89,20,22
1/21/2023 19:53,89,71,88,20,23
1/21/2023 20:08,90,72,87,20,24
1/21/2023 20:23,91,71,86,20,25
1/21/2023 20:38,90,70,87,20,24
1/21/2023 20:53,91,69,86,20,23
1/21/2023 21:08,92,70,85,20,24
1/21/2023 21:23,93,69,86,20,25
1/21/2023 21:38,94,70,87,20,24
1/21/2023 21:53,93,69,88,20,25
1/21/2023 22:08,92,68,87,20,24
1/21/2023 22:23,91,67,86,20,25
1/21/2023 22:38,90,66,85,20,24
1/21/2023 22:53,89,67,84,20,25
1/21/2023 23:08,88,68,85,20,26
1/21/2023 23:23,89,67,86,20,27
1/21/2023 23:38,90,66,85,20,26
1/21/2023 23:53,89,65,86,20,27
1/22/2023 0:08,90,66,85,20,28
1/22/2023 0:23,91,67,84,20,27
1/22/2023 0:38,92,68,83,20,26
1/22/2023 0:53,91,67,82,20,25
1/22/2023 1:08,90,68,81,20,26
1/22/2023 1:23,91,69,82,20,27
1/22/2023 1:38,92,68,83,20,26
1/22/2023 1:53,91,67,82,20,27
1/22/2023 2:08,90,66,83,20,26
1/22/2023 2:23,91,65,82,20,27
1/22/2023 2:38,92,64,81,20,28
1/22/2023 2:53,91,63,82,20,27
1/22/2023 3:08,92,62,81,20,28
1/22/2023 3:23,93,61,80,20,29
1/22/2023 3:38,94,60,79,20,28
1/22/2023 3:53,95,61,80,20,27
1/22/2023 4:08,94,62,81,20,28
1/22/2023 4:23,93,61,80,20,29
1/22/2023 4:38,94,62,79,20,28
1/22/2023 4:53,95,63,80,20,29
1/22/2023 5:08,94,62,79,20,28
1/22/2023 5:23,95,63,78,20,27
1/22/2023 5:38,96,62,77,20,26
1/22/2023 5:53,97,63,78,20,27
1/22/2023 6:08,96,62,77,20,26
1/22/2023 6:23,97,63,76,20,25
1/22/2023 6:38,96,62,77,20,26
1/22/2023 6:53,95,63,76,20,25
1/22/2023 7:08,94,64,77,20,24
1/22/2023 7:23,95,63,78,20,23
1/22/2023 7:38,96,64,77,20,24
1/22/2023 7:53,97,65,76,20,23
1/22/2023 8:08,98,64,77,20,24
1/22/2023 8:23,99,65,76,20,25
1/22/2023 8:38,100,66,77,20,26
1/22/2023 8:53,100,65,76,20,27
1/22/2023 9:08,99,64,75,20,28
1/22/2023 9:23,100,65,74,20,29
1/22/2023 9:38,99,64,75,20,28
1/22/2023 9:53,98,65,76,20,27
1/22/2023 10:08,99,64,77,20,26
1/22/2023 10:23,98,63,78,20,25
1/22/2023 10:38,99,62,79,20,26
1/22/2023 10:53,100,63,78,20,25
1/22/2023 11:08,100,62,79,20,26
1/22/2023 11:23,99,61,78,20,25
1/22/2023 11:38,98,60,79,20,24
1/22/2023 11:53,97,60,80,20,25
1/22/2023 12:08,96,61,79,20,24
1/22/2023 12:23,97,62,78,20,25
1/22/2023 12:38,96,63,79,20,24
1/22/2023 12:53,95,62,80,20,23
1/22/2023 13:08,96,63,81,20,24
1/22/2023 13:23,97,64,80,20,23
1/22/2023 13:38,96,65,81,20,22
1/22/2023 13:53,95,64,80,20,23
1/22/2023 14:08,94,63,81,20,22
1/22/2023 14:23,95,62,80,20,21
1/22/2023 14:38,96,63,81,20,22
1/22/2023 14:53,97,64,82,20,23
1/22/2023 15:08,96,63,81,20,22
1/22/2023 15:23,95,64,80,20,23
1/22/2023 15:38,96,63,79,20,22
1/22/2023 15:53,97,62,78,20,21
1/22/2023 16:08,98,63,77,20,20
1/22/2023 16:23,97,64,76,20,21
1/22/2023 16:38,98,63,77,20,22
1/22/2023 16:53,97,64,76,20,21
1/22/2023 17:08,96,63,75,20,22
1/22/2023 17:23,95,64,74,20,21
1/22/2023 17:38,96,65,75,20,20
1/22/2023 17:53,97,66,76,20,19
1/22/2023 18:08,96,65,77,20,18
1/22/2023 18:23,95,64,78,20,19
1/22/2023 18:38,94,63,79,20,20
1/22/2023 18:53,95,64,78,20,19
1/22/2023 19:08,94,63,77,20,20
1/22/2023 19:23,93,64,78,20,19
1/22/2023 19:38,92,65,77,20,20
1/22/2023 19:53,91,66,76,0,19
1/22/2023 20:08,90,67,75,0,20
1/22/2023 20:23,89,66,74,0,21
1/22/2023 20:38,90,67,75,0,22
1/22/2023 20:53,89,68,76,0,23
1/22/2023 21:08,90,69,77,0,22
1/22/2023 21:23,91,70,76,0,21
1/22/2023 21:38,92,69,75,0,20
1/22/2023 21:53,91,70,76,0,21
1/22/2023 22:08,90,71,77,0,20
1/22/2023 22:23,89,72,76,0,19
1/22/2023 22:38,88,71,75,0,18
1/22/2023 22:53,87,70,74,0,19
1/22/2023 23:08,88,71,75,0,0
1/22/2023 23:23,89,70,74,0,0
1/22/2023 23:38,90,69,75,0,0
1/22/2023 23:53,89,68,74,0,0
1/23/2023 0:08,90,67,73,0,0
1/23/2023 0:23,91,68,74,0,0
1/23/2023 0:38,90,69,73,0,0
1/23/2023 0:53,91,68,74,0,0
1/23/2023 1:08,92,67,75,0,0
1/23/2023 1:23,91,68,76,0,0
1/23/2023 1:38,92,69,77,0,0
1/23/2023 1:53,91,70,76,0,0
1/23/2023 2:08,92,69,77,0,0
1/23/2023 2:23,91,70,78,0,0
1/23/2023 2:38,90,69,79,0,0
1/23/2023 2:53,91,68,80,0,0
1/23/2023 3:08,92,67,81,0,0
1/23/2023 3:23,91,68,80,0,0
1/23/2023 3:38,92,69,81,0,0
1/23/2023 3:53,93,68,80,0,0
1/23/2023 4:08,94,67,81,0,0
1/23/2023 4:23,93,66,80,0,0
1/23/2023 4:38,94,67,81,0,0
1/23/2023 4:53,93,68,82,0,0
1/23/2023 5:08,94,69,81,0,0
1/23/2023 5:23,93,70,82,0,0
1/23/2023 5:38,94,71,81,0,0
1/23/2023 5:53,95,70,80,0,0
1/23/2023 6:08,96,71,79,0,0
1/23/2023 6:23,97,70,78,0,0
1/23/2023 6:38,96,69,79,0,0
1/23/2023 6:53,95,68,80,0,0
1/23/2023 7:08,96,69,79,0,0
1/23/2023 7:23,95,68,78,0,0
1/23/2023 7:38,94,67,77,0,0
1/23/2023 7:53,93,68,76,0,0
1/23/2023 8:08,94,69,75,0,0
1/23/2023 8:23,95,68,76,0,0
1/23/2023 8:38,94,69,75,0,0
1/23/2023 8:53,95,70,74,0,0
1/23/2023 9:08,94,71,75,0,0
1/23/2023 9:23,93,72,74,0,0
1/23/2023 9:38,94,73,75,0,0
1/23/2023 9:53,93,72,76,0,0
1/23/2023 10:08,94,73,75,0,0
1/23/2023 10:23,93,72,76,0,0
1/23/2023 10:38,92,73,75,0,0
1/23/2023 10:53,91,74,74,0,0
1/23/2023 11:08,92,73,75,0,0
1/23/2023 11:23,91,74,76,0,0
1/23/2023 11:38,92,75,77,0,0
1/23/2023 11:53,91,74,76,0,0
1/23/2023 12:08,92,75,75,0,0
1/23/2023 12:23,93,74,74,0,0
1/23/2023 12:38,94,75,75,0,0
1/23/2023 12:53,93,74,74,0,0
1/23/2023 13:08,94,75,75,0,0
1/23/2023 13:23,95,74,76,0,0
1/23/2023 13:38,96,75,77,0,0
1/23/2023 13:53,97,74,78,0,0
1/23/2023 14:08,96,75,79,0,0
1/23/2023 14:23,97,74,78,0,0
1/23/2023 14:38,98,73,79,0,0
1/23/2023 14:53,99,72,78,0,0
1/23/2023 15:08,100,71,77,0,0
1/23/2023 15:23,99,72,78,0,0
1/23/2023 15:38,100,73,79,0,0
1/23/2023 15:53,99,74,80,0,0
1/23/2023 16:08,98,75,79,0,0
1/23/2023 16:23,99,76,78,0,0
1/23/2023 16:38,100,75,79,0,0
1/23/2023 16:53,100,76,80,0,0
1/23/2023 17:08,100,75,79,0,0
1/23/2023 17:23,99,76,80,0,0
1/23/2023 17:38,98,75,79,0,0
1/23/2023 17:53,97,74,80,0,0
1/23/2023 18:08,96,73,81,0,0
1/23/2023 18:23,97,72,82,0,0
1/23/2023 18:38,98,71,83,0,0
1/23/2023 18:53,97,72,84,0,0
1/23/2023 19:08,98,73,83,0,0
1/23/2023 19:23,99,72,84,0,0
1/23/2023 19:38,98,71,83,0,0
1/23/2023 19:53,97,72,82,0,0
1/23/2023 20:08,96,73,83,0,0
1/23/2023 20:23,95,72,84,0,0
1/23/2023 20:38,96,73,85,0,0
1/23/2023 20:53,97,72,84,0,0
1/23/2023 21:08,96,71,83,0,0
1/23/2023 21:23,95,72,84,0,0
1/23/2023 21:38,96,71,83,0,0
1/23/2023 21:53,97,72,82,0,0
1/23/2023 22:08,96,73,81,0,0
1/23/2023 22:23,95,72,80,0,0
1/23/2023 22:38,94,73,81,0,0
1/23/2023 22:53,95,72,82,0,0
1/23/2023 23:08,96,73,81,0,0
1/23/2023 23:23,95,72,82,0,0
1/23/2023 23:38,94,71,81,0,0
1/23/2023 23:53,95,72,82,0,0
1/24/2023 0:08,94,71,81,0,0
1/24/2023 0:23,93,70,82,0,0
1/24/2023 0:38,94,71,83,0,0
1/24/2023 0:53,95,70,84,0,0
1/24/2023 1:08,94,69,85,0,0
1/24/2023 1:23,95,68,84,0,0
1/24/2023 1:38,94,69,85,0,0
1/24/2023 1:53,95,68,84,0,0
1/24/2023 2:08,94,67,83,0,0
1/24/2023 2:23,93,66,84,0,0
1/24/2023 2:38,94,67,83,0,0
1/24/2023 2:53,95,66,82,0,0
1/24/2023 3:08,96,65,81,0,0
1/24/2023 3:23,97,64,82,0,0
1/24/2023 3:38,98,65,83,0,0
1/24/2023 3:53,99,66,84,0,0
1/24/2023 4:08,98,65,83,0,0
1/24/2023 4:23,97,64,84,0,0
1/24/2023 4:38,96,63,83,0,0
1/24/2023 4:53,95,62,82,0,0
1/24/2023 5:08,94,63,83,0,0
1/24/2023 5:23,95,64,84,0,0
1/24/2023 5:38,94,63,85,0,0
1/24/2023 5:53,95,64,84,0,0
1/24/2023 6:08,94,63,83,0,0
1/24/2023 6:23,95,62,84,0,0
1/24/2023 6:38,94,63,83,0,0
1/24/2023 6:53,93,64,84,0,0
1/24/2023 7:08,92,65,83,0,0
1/24/2023 7:23,93,64,84,0,0
1/24/2023 7:38,94,65,83,0,0
1/24/2023 7:53,93,64,84,0,0
1/24/2023 8:08,92,63,83,0,0
1/24/2023 8:23,91,62,84,0,0
1/24/2023 8:38,90,61,83,0,0
1/24/2023 8:53,91,60,82,0,0
1/24/2023 9:08,90,60,81,0,0
1/24/2023 9:23,91,60,82,0,0
1/24/2023 9:38,90,61,83,0,0
1/24/2023 9:53,91,60,84,0,0
1/24/2023 10:08,90,61,85,0,0
1/24/2023 10:23,89,60,84,0,0
1/24/2023 10:38,90,61,85,0,0
1/24/2023 10:53,89,60,86,0,0
1/24/2023 11:08,90,61,87,0,0
1/24/2023 11:23,89,60,86,0,0
1/24/2023 11:38,88,60,85,0,0
1/24/2023 11:53,89,60,84,0,0
1/24/2023 12:08,88,61,85,0,0
1/24/2023 12:23,87,60,86,0,0
1/24/2023 12:38,88,61,87,0,0
1/24/2023 12:53,89,62,86,0,0
1/24/2023 13:08,90,61,87,0,0
1/24/2023 13:23,91,60,88,0,0
1/24/2023 13:38,90,61,89,0,0
1/24/2023 13:53,91,60,88,0,0
1/24/2023 14:08,92,60,89,0,0
1/24/2023 14:23,93,60,90,0,0
1/24/2023 14:38,94,61,91,0,0
1/24/2023 14:53,95,60,90,0,0
1/24/2023 15:08,96,60,89,0,0
1/24/2023 15:23,95,60,90,0,0
1/24/2023 15:38,94,61,91,0,0
1/24/2023 15:53,93,60,92,0,0
1/24/2023 16:08,92,61,93,0,0
1/24/2023 16:23,91,62,94,0,0
1/24/2023 16:38,92,61,93,0,0
1/24/2023 16:53,91,60,94,0,0
1/24/2023 17:08,90,61,93,0,0
1/24/2023 17:23,89,62,92,0,0
1/24/2023 17:38,88,61,91,0,0
1/24/2023 17:53,89,62,92,0,0
1/24/2023 18:08,88,63,93,30,0
1/24/2023 18:23,89,62,94,29,0
1/24/2023 18:38,90,63,95,30,0
1/24/2023 18:53,91,64,96,29,0
1/24/2023 19:08,92,65,97,30,0
1/24/2023 19:23,91,66,96,31,0
1/24/2023 19:38,90,65,95,30,0
1/24/2023 19:53,91,64,94,31,0
1/24/2023 20:08,92,63,93,32,0
1/24/2023 20:23,93,62,92,33,0
1/24/2023 20:38,92,61,93,32,0
1/24/2023 20:53,91,62,92,31,0
1/24/2023 21:08,92,63,93,32,0
1/24/2023 21:23,93,62,92,33,0
1/24/2023 21:38,94,63,91,34,0
1/24/2023 21:53,95,62,92,35,0
1/24/2023 22:08,96,61,91,34,0
1/24/2023 22:23,95,60,92,35,0
1/24/2023 22:38,96,61,93,36,0
1/24/2023 22:53,95,62,92,37,0
1/24/2023 23:08,96,61,93,36,0
1/24/2023 23:23,97,62,92,37,0
1/24/2023 23:38,96,63,93,38,0
1/24/2023 23:53,97,62,92,37,0
1/25/2023 0:08,96,61,93,38,0
1/25/2023 0:23,97,60,92,39,0
1/25/2023 0:38,96,60,93,40,0
1/25/2023 0:53,95,61,94,39,0
1/25/2023 1:08,96,60,93,38,0
1/25/2023 1:23,97,61,94,37,0
1/25/2023 1:38,98,62,95,38,0
1/25/2023 1:53,97,63,96,39,0
1/25/2023 2:08,96,62,95,38,0
1/25/2023 2:23,95,63,94,39,0
1/25/2023 2:38,94,64,95,38,0
1/25/2023 2:53,93,63,96,37,0
1/25/2023 3:08,94,62,95,38,0
1/25/2023 3:23,95,63,94,39,0
1/25/2023 3:38,94,64,95,40,0
1/25/2023 3:53,95,63,96,39,0
1/25/2023 4:08,96,64,97,38,0
1/25/2023 4:23,97,63,96,39,0
1/25/2023 4:38,96,64,97,40,0
1/25/2023 4:53,97,63,96,39,0
1/25/2023 5:08,98,62,95,40,0
1/25/2023 5:23,97,63,96,41,0
1/25/2023 5:38,98,62,97,40,0
1/25/2023 5:53,99,61,96,39,0
1/25/2023 6:08,100,60,97,40,0
1/25/2023 6:23,100,60,96,41,0
1/25/2023 6:38,100,60,95,42,0
1/25/2023 6:53,100,60,96,43,0
1/25/2023 7:08,99,60,95,44,0
1/25/2023 7:23,100,60,96,43,0
1/25/2023 7:38,100,61,97,44,0
1/25/2023 7:53,99,60,96,45,0
1/25/2023 8:08,98,61,95,44,0
1/25/2023 8:23,99,60,94,45,0
