Times,Value (°F)
6/5/2022 0:47,74.8
6/5/2022 0:50,74.8
6/5/2022 0:59,74.8
6/5/2022 1:05,74.8
6/5/2022 1:11,74.8
6/5/2022 1:17,74.8
6/5/2022 1:19,74.8
6/5/2022 1:23,74.8
6/5/2022 1:27,74.8
6/5/2022 1:32,74.8
6/5/2022 1:34,74.8
6/5/2022 1:37,74.8
6/5/2022 1:41,74.8
6/5/2022 1:48,74.8
6/5/2022 1:51,74.8
6/5/2022 1:54,74.8
6/5/2022 1:59,74.8
6/5/2022 2:04,74.8
6/5/2022 2:07,74.8
6/5/2022 2:21,74.8
6/5/2022 2:25,74.8
6/5/2022 2:42,74.8
6/5/2022 3:08,74.8
6/5/2022 3:18,74.8
6/5/2022 3:24,74.8
6/5/2022 3:31,74.8
6/5/2022 3:35,74.8
6/5/2022 3:41,74.8
6/5/2022 3:45,74.8
6/5/2022 3:51,74.8
6/5/2022 3:59,74.8
6/5/2022 4:01,74.8
6/5/2022 4:05,74.8
6/5/2022 4:10,74.8
6/5/2022 4:19,74.8
6/5/2022 4:21,74.8
6/5/2022 4:25,74.8
6/5/2022 4:27,74.8
6/5/2022 4:35,74.8
6/5/2022 4:40,74.8
6/5/2022 4:44,74.8
6/5/2022 5:07,74.8
6/5/2022 5:11,74.8
6/5/2022 5:16,74.8
6/5/2022 5:19,74.8
6/5/2022 5:25,74.8
6/5/2022 5:31,74.8
6/5/2022 5:33,74.8
6/5/2022 5:36,74.8
6/5/2022 5:39,74.8
6/5/2022 5:43,74.8
6/5/2022 5:51,74.8
6/5/2022 5:53,74.8
6/5/2022 5:59,74.8
6/5/2022 6:24,74.8
6/5/2022 6:27,74.8
6/5/2022 6:31,74.8
6/5/2022 6:39,74.8
6/5/2022 6:43,74.8
6/5/2022 6:47,74.8
6/5/2022 6:52,74.8
6/5/2022 6:56,74.8
6/5/2022 7:00,74.8
6/5/2022 7:06,74.8
6/5/2022 7:08,74.8
6/5/2022 7:12,74.8
6/5/2022 7:21,74.8
6/5/2022 7:27,74.8
6/5/2022 7:32,74.8
6/5/2022 7:36,74.8
6/5/2022 7:39,74.8
6/5/2022 7:46,74.8
6/5/2022 7:49,74.8
6/5/2022 7:53,74.8
6/5/2022 8:01,74.8
6/5/2022 8:13,74.8
6/5/2022 8:19,74.8
6/5/2022 8:24,74.8
6/5/2022 8:26,74.8
6/5/2022 8:28,74.8
6/5/2022 8:46,74.8
6/5/2022 8:52,74.8
6/5/2022 8:55,74.8
6/5/2022 9:03,71.8
6/5/2022 9:07,71.8
6/5/2022 9:15,71.8
6/5/2022 9:22,71.8
6/5/2022 9:35,71.8
6/5/2022 9:38,71.8
6/5/2022 9:42,71.8
6/5/2022 9:45,71.8
6/5/2022 9:47,71.8
6/5/2022 9:52,71.8
6/5/2022 9:58,71.8
6/5/2022 10:15,71.8
6/5/2022 10:20,71.8
6/5/2022 10:24,71.8
6/5/2022 10:30,71.8
6/5/2022 10:32,71.8
6/5/2022 10:35,71.8
6/5/2022 10:42,71.8
6/5/2022 10:45,71.8
6/5/2022 10:53,71.8
6/5/2022 10:55,71.8
6/5/2022 11:15,71.8
6/5/2022 11:18,71.8
6/5/2022 11:28,71.8
6/5/2022 11:33,71.8
6/5/2022 11:36,71.8
6/5/2022 12:01,71.8
6/5/2022 12:05,71.8
6/5/2022 12:15,71.8
6/5/2022 12:18,71.8
6/5/2022 12:26,71.8
6/5/2022 12:29,71.8
6/5/2022 12:33,71.8
6/5/2022 12:39,71.8
6/5/2022 12:43,71.8
6/5/2022 12:46,71.8
6/5/2022 12:49,71.8
6/5/2022 12:56,71.8
6/5/2022 12:59,71.8
6/5/2022 13:18,71.8
6/5/2022 13:22,71.8
6/5/2022 13:26,71.8
6/5/2022 13:30,71.8
6/5/2022 13:40,71.8
6/5/2022 13:48,71.8
6/5/2022 13:52,71.8
6/5/2022 13:54,71.8
6/5/2022 14:01,71.8
6/5/2022 14:04,71.8
6/5/2022 14:07,71.8
6/5/2022 14:16,71.8
6/5/2022 14:26,71.8
6/5/2022 14:37,71.8
6/5/2022 14:39,71.8
6/5/2022 14:49,71.8
6/5/2022 14:58,71.8
6/5/2022 15:12,71.8
6/5/2022 15:20,71.8
6/5/2022 15:22,71.8
6/5/2022 15:25,71.8
6/5/2022 15:27,71.8
6/5/2022 15:33,71.8
6/5/2022 15:37,71.8
6/5/2022 15:41,71.8
6/5/2022 15:54,71.8
6/5/2022 15:58,71.8
6/5/2022 16:00,74.8
6/5/2022 16:07,74.8
6/5/2022 16:12,74.8
6/5/2022 16:17,74.8
6/5/2022 16:20,74.8
6/5/2022 16:22,74.8
6/5/2022 16:25,74.8
6/5/2022 16:28,74.8
6/5/2022 16:31,74.8
6/5/2022 16:34,74.8
6/5/2022 16:36,74.8
6/5/2022 16:39,74.8
6/5/2022 16:42,74.8
6/5/2022 16:45,74.8
6/5/2022 16:49,74.8
6/5/2022 16:53,74.8
6/5/2022 17:00,74.8
6/5/2022 17:06,74.8
6/5/2022 17:09,74.8
6/5/2022 17:13,74.8
6/5/2022 17:18,74.8
6/5/2022 17:20,74.8
6/5/2022 17:23,74.8
6/5/2022 17:26,74.8
6/5/2022 17:29,74.8
6/5/2022 17:32,74.8
6/5/2022 17:36,74.8
6/5/2022 17:38,74.8
6/5/2022 17:41,74.8
6/5/2022 17:44,74.8
6/5/2022 17:47,74.8
6/5/2022 17:50,74.8
6/5/2022 17:53,74.8
6/5/2022 18:01,74.8
6/5/2022 18:11,74.8
6/5/2022 18:14,74.8
6/5/2022 18:17,74.8
6/5/2022 18:21,74.8
6/5/2022 18:24,74.8
6/5/2022 18:30,74.8
6/5/2022 18:36,74.8
6/5/2022 18:39,74.8
6/5/2022 18:44,74.8
6/5/2022 18:56,74.8
6/5/2022 19:00,74.8
6/5/2022 19:05,74.8
6/5/2022 19:10,74.8
6/5/2022 19:13,74.8
6/5/2022 19:20,74.8
6/5/2022 19:29,74.8
6/5/2022 19:33,74.8
6/5/2022 19:36,74.8
6/5/2022 19:40,74.8
6/5/2022 19:52,74.8
6/5/2022 20:01,74.8
6/5/2022 20:07,74.8
6/5/2022 20:11,74.8
6/5/2022 20:14,74.8
6/5/2022 20:21,74.8
6/5/2022 20:26,74.8
6/5/2022 20:40,74.8
6/5/2022 20:46,74.8
6/5/2022 20:56,74.8
6/5/2022 21:00,74.8
6/5/2022 21:08,74.8
6/5/2022 21:13,74.8
6/5/2022 21:21,74.8
6/5/2022 21:25,74.8
6/5/2022 21:28,74.8
6/5/2022 21:34,74.8
6/5/2022 21:38,74.8
6/5/2022 21:45,74.8
6/5/2022 21:49,74.8
6/5/2022 22:02,74.8
6/5/2022 22:10,74.8
6/5/2022 22:19,74.8
6/5/2022 22:32,74.8
6/5/2022 22:34,74.8
6/5/2022 22:39,74.8
6/5/2022 22:43,74.8
6/5/2022 22:50,74.8
6/5/2022 22:54,74.8
6/5/2022 22:58,74.8
6/5/2022 23:01,74.8
6/5/2022 23:05,74.8
6/5/2022 23:10,74.8
6/5/2022 23:14,74.8
6/5/2022 23:17,74.8
6/5/2022 23:20,74.8
6/5/2022 23:28,74.8
6/5/2022 23:36,74.8
6/5/2022 23:39,74.8
6/5/2022 23:42,74.8
6/5/2022 23:55,74.8
6/5/2022 23:59,74.8
6/6/2022 0:04,74.8
6/6/2022 0:06,74.8
6/6/2022 0:13,74.8
6/6/2022 0:16,74.8
6/6/2022 0:21,74.8
6/6/2022 0:27,74.8
6/6/2022 0:30,74.8
6/6/2022 0:33,74.8
6/6/2022 0:39,74.8
6/6/2022 0:48,74.8
6/6/2022 0:54,74.8
6/6/2022 0:57,74.8
6/6/2022 1:02,74.8
6/6/2022 1:07,74.8
6/6/2022 1:11,74.8
6/6/2022 1:15,74.8
6/6/2022 1:19,74.8
6/6/2022 1:22,74.8
6/6/2022 1:26,74.8
6/6/2022 1:29,74.8
6/6/2022 1:33,74.8
6/6/2022 1:43,74.8
6/6/2022 1:48,74.8
6/6/2022 1:51,74.8
6/6/2022 1:56,74.8
6/6/2022 1:59,74.8
6/6/2022 2:03,74.8
6/6/2022 2:07,74.8
6/6/2022 2:17,74.8
6/6/2022 2:21,74.8
6/6/2022 2:25,74.8
6/6/2022 2:29,74.8
6/6/2022 2:33,74.8
6/6/2022 2:41,74.8
6/6/2022 2:49,74.8
6/6/2022 2:59,74.8
6/6/2022 3:09,74.8
6/6/2022 3:13,74.8
6/6/2022 3:16,74.8
6/6/2022 3:20,74.8
6/6/2022 3:23,74.8
6/6/2022 3:30,74.8
6/6/2022 3:40,74.8
6/6/2022 3:43,74.8
6/6/2022 3:46,74.8
6/6/2022 3:51,74.8
6/6/2022 3:57,74.8
6/6/2022 4:05,74.8
6/6/2022 4:13,74.8
6/6/2022 4:18,74.8
6/6/2022 4:20,74.8
6/6/2022 4:29,74.8
6/6/2022 4:33,74.8
6/6/2022 4:35,74.8
6/6/2022 4:43,74.8
6/6/2022 4:46,74.8
6/6/2022 4:51,74.8
6/6/2022 4:55,74.8
6/6/2022 4:59,74.8
6/6/2022 5:02,74.8
6/6/2022 5:08,74.8
6/6/2022 5:14,74.8
6/6/2022 5:17,74.8
6/6/2022 5:20,74.8
6/6/2022 5:24,74.8
6/6/2022 5:31,74.8
6/6/2022 5:39,74.8
6/6/2022 5:45,74.8
6/6/2022 5:49,74.8
6/6/2022 5:55,74.8
6/6/2022 5:59,74.8
6/6/2022 6:03,74.8
6/6/2022 6:08,74.8
6/6/2022 6:14,74.8
6/6/2022 6:16,74.8
6/6/2022 6:20,74.8
6/6/2022 6:24,74.8
6/6/2022 6:29,74.8
6/6/2022 6:33,74.8
6/6/2022 6:36,74.8
6/6/2022 6:42,74.8
6/6/2022 6:43,74.8
6/6/2022 6:47,74.8
6/6/2022 6:51,74.8
6/6/2022 6:53,74.8
6/6/2022 6:57,74.8
6/6/2022 7:03,71.8
6/6/2022 7:09,71.8
6/6/2022 7:14,71.8
6/6/2022 7:18,71.8
6/6/2022 7:21,71.8
6/6/2022 7:24,71.8
6/6/2022 7:28,71.8
6/6/2022 7:32,71.8
6/6/2022 7:36,71.8
6/6/2022 7:40,71.8
6/6/2022 7:50,71.8
6/6/2022 7:53,71.8
6/6/2022 8:29,71.8
6/6/2022 8:33,71.8
6/6/2022 8:41,71.8
6/6/2022 8:44,71.8
6/6/2022 8:48,71.8
6/6/2022 8:52,71.8
6/6/2022 9:00,71.8
6/6/2022 9:03,71.8
6/6/2022 9:06,71.8
6/6/2022 9:11,71.8
6/6/2022 9:19,71.8
6/6/2022 9:22,71.8
6/6/2022 9:33,71.8
6/6/2022 9:39,71.8
6/6/2022 9:43,71.8
6/6/2022 9:46,71.8
6/6/2022 9:52,71.8
6/6/2022 9:55,71.8
6/6/2022 10:05,71.8
6/6/2022 10:08,71.8
6/6/2022 10:14,71.8
6/6/2022 10:21,71.8
6/6/2022 10:29,71.8
6/6/2022 10:31,71.8
6/6/2022 10:33,71.8
6/6/2022 10:39,71.8
6/6/2022 10:42,71.8
6/6/2022 10:48,71.8
6/6/2022 10:51,71.8
6/6/2022 10:55,71.8
6/6/2022 11:00,71.8
6/6/2022 11:03,71.8
6/6/2022 11:08,71.8
6/6/2022 11:23,71.8
6/6/2022 11:29,71.8
6/6/2022 11:33,71.8
6/6/2022 11:36,71.8
6/6/2022 11:41,71.8
6/6/2022 11:43,71.8
6/6/2022 11:46,71.8
6/6/2022 11:51,71.8
6/6/2022 11:54,71.8
6/6/2022 11:56,71.8
6/6/2022 12:00,71.8
